상가업소번호,가게명,원래이름,리뷰,분리리뷰,리뷰날짜,제거리뷰,review_tfidf,review_count,keyword
0,티테라피,티 테라피,압구정 티테라피는 자주 갔었는데 삼청점은 처음 가봤어요. 자가체질진단 후 차를 시켰는데 처음 보는걸 시켰더니 맛이ㅠㅠ 근무하시는 분도 알바분이신지 물어봐도 맛 설명을 잘 안해주셔서 조금 답답했어요. 그래도 분위기가 좋고 조용해서 근처에 갈 일 있을 때 또 갈 수도 있을 것 같아요.,그래도 분위기가 좋고 조용해서 근처에 갈 일 있을 때 또 갈 수도 있을 것 같아요.,2019-6-14,그래도 분위기가 좋고 조용해서 근처에 갈 일 있을 때 또 갈 수도 있을 것 같아요,"['같아요' '그래도' '그래도 분위기가' '근처에' '근처에 있을' '분위기가' '분위기가 좋고' '수도' '수도 있을' '있을'
 '있을 같아요' '있을 수도' '조용해서' '조용해서 근처에' '좋고' '좋고 조용해서']","['같아요' '그래도' '그래도 분위기가' '근처에' '근처에 있을' '분위기가' '분위기가 좋고' '수도' '수도 있을' '있을'
 '있을 같아요' '있을 수도' '조용해서' '조용해서 근처에' '좋고' '좋고 조용해서']","['같아요', '수도 있을', '있을 같아요', '좋고 조용해서', '있을 수도']"
0,티테라피,티 테라피,깔끔 무난한 일본가정식 브런치보통 일본가정식은 가성비가 떨어지는데 여기는 가격도 만원 미만으로 매우 합리적보기엔 양이 적어보이는데 먹다보면 꽤 배부름물대신 주는 차가 맛있으며 바깥에 족욕시설이 있음차종류 따로 판매함,깔끔 무난한 일본가정식 브런치보통 일본가정식은 가성비가 떨어지는데 여기는 가격도 만원 미만으로 매우 합리적보기엔 양이 적어보이는데 먹다보면 꽤 배부름물대신 주는 차가 맛있으며 바깥에 족욕시설이 있음차종류 따로 판매함,2019-10-2,깔끔 무난한 일본가정식 브런치보통 일본가정식은 가성비가 떨어지는데 여기는 가격도 만원 미만으로 매우 합리적보기엔 양이 적어보이는데 먹다보면 꽤 배부름물대신 주는 차가 맛있으며 바깥에 족욕시설이 있음차종류 따로 판매함,"['가격도' '가격도 만원' '가성비가' '가성비가 떨어지는데' '깔끔' '깔끔 무난한' '따로' '따로 판매함' '떨어지는데'
 '떨어지는데 여기는' '만원' '만원 미만으로' '맛있으며' '맛있으며 바깥에' '매우' '매우 합리적보기엔' '먹다보면'
 '먹다보면 배부름물대신' '무난한' '무난한 일본가정식' '미만으로' '미만으로 매우' '바깥에' '바깥에 족욕시설이'
 '배부름물대신' '배부름물대신 주는' '브런치보통' '브런치보통 일본가정식은' '양이' '양이 적어보이는데' '여기는'
 '여기는 가격도' '일본가정식' '일본가정식 브런치보통' '일본가정식은' '일본가정식은 가성비가' '있음차종류' '있음차종류 따로'
 '적어보이는데' '적어보이는데 먹다보면' '족욕시설이' '족욕시설이 있음차종류' '주는' '주는 차가' '차가' '차가 맛있으며'
 '판매함' '합리적보기엔' '합리적보기엔 양이']","['가격도' '가격도 만원' '가성비가' '가성비가 떨어지는데' '깔끔' '깔끔 무난한' '따로' '따로 판매함' '떨어지는데'
 '떨어지는데 여기는' '만원' '만원 미만으로' '맛있으며' '맛있으며 바깥에' '매우' '매우 합리적보기엔' '먹다보면'
 '먹다보면 배부름물대신' '무난한' '무난한 일본가정식' '미만으로' '미만으로 매우' '바깥에' '바깥에 족욕시설이'
 '배부름물대신' '배부름물대신 주는' '브런치보통' '브런치보통 일본가정식은' '양이' '양이 적어보이는데' '여기는'
 '여기는 가격도' '일본가정식' '일본가정식 브런치보통' '일본가정식은' '일본가정식은 가성비가' '있음차종류' '있음차종류 따로'
 '적어보이는데' '적어보이는데 먹다보면' '족욕시설이' '족욕시설이 있음차종류' '주는' '주는 차가' '차가' '차가 맛있으며'
 '판매함' '합리적보기엔' '합리적보기엔 양이']","['일본가정식은 가성비가', '무난한 일본가정식', '일본가정식', '브런치보통 일본가정식은', '일본가정식 브런치보통']"
0,티테라피,티 테라피,"겨우살이가 건위차보다 고소했고 타를 시키면 나오는 말린 대추, 쌀튀기? 같은 것이 차랑 어울려서 좋았다.한방같은 느낌의 인테리어와 약초 재료 냄새가 좋았던 곳.마신 차를 구매할 수도 있는 점도 장점.","겨우살이가 건위차보다 고소했고 타를 시키면 나오는 말린 대추, 쌀튀기?",2021-4-21,겨우살이가 건위차보다 고소했고 타를 시키면 나오는 말린 대추 쌀튀기,"['건위차보다' '건위차보다 고소했고' '겨우살이가' '겨우살이가 건위차보다' '고소했고' '고소했고 타를' '나오는'
 '나오는 말린' '대추' '대추 쌀튀기' '말린' '말린 대추' '시키면' '시키면 나오는' '쌀튀기' '타를' '타를 시키면']","['건위차보다' '건위차보다 고소했고' '겨우살이가' '겨우살이가 건위차보다' '고소했고' '고소했고 타를' '나오는'
 '나오는 말린' '대추' '대추 쌀튀기' '말린' '말린 대추' '시키면' '시키면 나오는' '쌀튀기' '타를' '타를 시키면']","['겨우살이가', '대추 쌀튀기', '쌀튀기', '건위차보다 고소했고', '겨우살이가 건위차보다']"
0,티테라피,티 테라피,"겨우살이가 건위차보다 고소했고 타를 시키면 나오는 말린 대추, 쌀튀기? 같은 것이 차랑 어울려서 좋았다.한방같은 느낌의 인테리어와 약초 재료 냄새가 좋았던 곳.마신 차를 구매할 수도 있는 점도 장점.",같은 것이 차랑 어울려서 좋았다.,2021-4-21,같은 것이 차랑 어울려서 좋았다,['같은' '같은 것이' '것이' '것이 차랑' '어울려서' '어울려서 좋았다' '좋았다' '차랑' '차랑 어울려서'],['같은' '같은 것이' '것이' '것이 차랑' '어울려서' '어울려서 좋았다' '좋았다' '차랑' '차랑 어울려서'],"['같은', '것이 차랑', '같은 것이', '어울려서 좋았다', '차랑 어울려서']"
0,티테라피,티 테라피,"겨우살이가 건위차보다 고소했고 타를 시키면 나오는 말린 대추, 쌀튀기? 같은 것이 차랑 어울려서 좋았다.한방같은 느낌의 인테리어와 약초 재료 냄새가 좋았던 곳.마신 차를 구매할 수도 있는 점도 장점.",한방같은 느낌의 인테리어와 약초 재료 냄새가 좋았던 곳.마신 차를 구매할 수도 있는 점도 장점.,2021-4-21,한방같은 느낌의 인테리어와 약초 재료 냄새가 좋았던 곳마신 차를 구매할 수도 있는 점도 장점,"['곳마신' '곳마신 차를' '구매할' '구매할 수도' '냄새가' '냄새가 좋았던' '느낌의' '느낌의 인테리어와' '수도'
 '수도 있는' '약초' '약초 재료' '인테리어와' '인테리어와 약초' '있는' '있는 점도' '장점' '재료' '재료 냄새가'
 '점도' '점도 장점' '좋았던' '좋았던 곳마신' '차를' '차를 구매할' '한방같은' '한방같은 느낌의']","['곳마신' '곳마신 차를' '구매할' '구매할 수도' '냄새가' '냄새가 좋았던' '느낌의' '느낌의 인테리어와' '수도'
 '수도 있는' '약초' '약초 재료' '인테리어와' '인테리어와 약초' '있는' '있는 점도' '장점' '재료' '재료 냄새가'
 '점도' '점도 장점' '좋았던' '좋았던 곳마신' '차를' '차를 구매할' '한방같은' '한방같은 느낌의']","['구매할 수도', '냄새가', '냄새가 좋았던', '차를 구매할', '재료 냄새가']"
0,합원서점,합 원서점,"빙수 두가지 시켜서 먹었는데 다른 매력으로 맛있었어요! 차빙수는 달지않고 깔끔한 느낌이고 팥빙수는 오리지널 팥빙수인데 두 가지 메뉴가 보완이 되면서 맛있게 먹었어요. 빙수가격이 간단한 빙수 재료에 비하면 비싸지만, 아라리오 뮤지엄 내에 위치해서 예쁘고 분위기도 좋았어요. 창경궁 근처에 관광왓다가 들려서 빙수 먹기에 딱입니다. 사실 떡 메뉴가 많아서 떡 전문점인것 같았어요. 배가 안고파서 떡 디저트는 안 시켰지만 되게 작지만 먹음직스럽게 생겼어요. 차빙수 시키시는 분들은 밀크티 빙수같은 깔끔한 맛 좋아하시면 만족하실 거라 생각합니다~!",빙수 두가지 시켜서 먹었는데 다른 매력으로 맛있었어요!,2020-07-15,빙수 두가지 시켜서 먹었는데 다른 매력으로 맛있었어요,"['다른' '다른 매력으로' '두가지' '두가지 시켜서' '맛있었어요' '매력으로' '매력으로 맛있었어요' '먹었는데'
 '먹었는데 다른' '빙수' '빙수 두가지' '시켜서' '시켜서 먹었는데']","['다른' '다른 매력으로' '두가지' '두가지 시켜서' '맛있었어요' '매력으로' '매력으로 맛있었어요' '먹었는데'
 '먹었는데 다른' '빙수' '빙수 두가지' '시켜서' '시켜서 먹었는데']","['다른 매력으로', '빙수', '매력으로 맛있었어요', '먹었는데 다른', '빙수 두가지']"
0,합원서점,합 원서점,"빙수 두가지 시켜서 먹었는데 다른 매력으로 맛있었어요! 차빙수는 달지않고 깔끔한 느낌이고 팥빙수는 오리지널 팥빙수인데 두 가지 메뉴가 보완이 되면서 맛있게 먹었어요. 빙수가격이 간단한 빙수 재료에 비하면 비싸지만, 아라리오 뮤지엄 내에 위치해서 예쁘고 분위기도 좋았어요. 창경궁 근처에 관광왓다가 들려서 빙수 먹기에 딱입니다. 사실 떡 메뉴가 많아서 떡 전문점인것 같았어요. 배가 안고파서 떡 디저트는 안 시켰지만 되게 작지만 먹음직스럽게 생겼어요. 차빙수 시키시는 분들은 밀크티 빙수같은 깔끔한 맛 좋아하시면 만족하실 거라 생각합니다~!",차빙수는 달지않고 깔끔한 느낌이고 팥빙수는 오리지널 팥빙수인데 두 가지 메뉴가 보완이 되면서 맛있게 먹었어요.,2020-07-15,차빙수는 달지않고 깔끔한 느낌이고 팥빙수는 오리지널 팥빙수인데 두 가지 메뉴가 보완이 되면서 맛있게 먹었어요,"['가지' '가지 메뉴가' '깔끔한' '깔끔한 느낌이고' '느낌이고' '느낌이고 팥빙수는' '달지않고' '달지않고 깔끔한' '되면서'
 '되면서 맛있게' '맛있게' '맛있게 먹었어요' '먹었어요' '메뉴가' '메뉴가 보완이' '보완이' '보완이 되면서' '오리지널'
 '오리지널 팥빙수인데' '차빙수는' '차빙수는 달지않고' '팥빙수는' '팥빙수는 오리지널' '팥빙수인데' '팥빙수인데 가지']","['가지' '가지 메뉴가' '깔끔한' '깔끔한 느낌이고' '느낌이고' '느낌이고 팥빙수는' '달지않고' '달지않고 깔끔한' '되면서'
 '되면서 맛있게' '맛있게' '맛있게 먹었어요' '먹었어요' '메뉴가' '메뉴가 보완이' '보완이' '보완이 되면서' '오리지널'
 '오리지널 팥빙수인데' '차빙수는' '차빙수는 달지않고' '팥빙수는' '팥빙수는 오리지널' '팥빙수인데' '팥빙수인데 가지']","['메뉴가 보완이', '차빙수는 달지않고', '메뉴가', '차빙수는', '맛있게 먹었어요']"
0,합원서점,합 원서점,"빙수 두가지 시켜서 먹었는데 다른 매력으로 맛있었어요! 차빙수는 달지않고 깔끔한 느낌이고 팥빙수는 오리지널 팥빙수인데 두 가지 메뉴가 보완이 되면서 맛있게 먹었어요. 빙수가격이 간단한 빙수 재료에 비하면 비싸지만, 아라리오 뮤지엄 내에 위치해서 예쁘고 분위기도 좋았어요. 창경궁 근처에 관광왓다가 들려서 빙수 먹기에 딱입니다. 사실 떡 메뉴가 많아서 떡 전문점인것 같았어요. 배가 안고파서 떡 디저트는 안 시켰지만 되게 작지만 먹음직스럽게 생겼어요. 차빙수 시키시는 분들은 밀크티 빙수같은 깔끔한 맛 좋아하시면 만족하실 거라 생각합니다~!","빙수가격이 간단한 빙수 재료에 비하면 비싸지만, 아라리오 뮤지엄 내에 위치해서 예쁘고 분위기도 좋았어요.",2020-07-15,빙수가격이 간단한 빙수 재료에 비하면 비싸지만 아라리오 뮤지엄 내에 위치해서 예쁘고 분위기도 좋았어요,"['간단한' '간단한 빙수' '내에' '내에 위치해서' '뮤지엄' '뮤지엄 내에' '분위기도' '분위기도 좋았어요' '비싸지만'
 '비싸지만 아라리오' '비하면' '비하면 비싸지만' '빙수' '빙수 재료에' '빙수가격이' '빙수가격이 간단한' '아라리오'
 '아라리오 뮤지엄' '예쁘고' '예쁘고 분위기도' '위치해서' '위치해서 예쁘고' '재료에' '재료에 비하면' '좋았어요']","['간단한' '간단한 빙수' '내에' '내에 위치해서' '뮤지엄' '뮤지엄 내에' '분위기도' '분위기도 좋았어요' '비싸지만'
 '비싸지만 아라리오' '비하면' '비하면 비싸지만' '빙수' '빙수 재료에' '빙수가격이' '빙수가격이 간단한' '아라리오'
 '아라리오 뮤지엄' '예쁘고' '예쁘고 분위기도' '위치해서' '위치해서 예쁘고' '재료에' '재료에 비하면' '좋았어요']","['빙수가격이', '빙수가격이 간단한', '빙수', '빙수 재료에', '간단한 빙수']"
0,합원서점,합 원서점,"빙수 두가지 시켜서 먹었는데 다른 매력으로 맛있었어요! 차빙수는 달지않고 깔끔한 느낌이고 팥빙수는 오리지널 팥빙수인데 두 가지 메뉴가 보완이 되면서 맛있게 먹었어요. 빙수가격이 간단한 빙수 재료에 비하면 비싸지만, 아라리오 뮤지엄 내에 위치해서 예쁘고 분위기도 좋았어요. 창경궁 근처에 관광왓다가 들려서 빙수 먹기에 딱입니다. 사실 떡 메뉴가 많아서 떡 전문점인것 같았어요. 배가 안고파서 떡 디저트는 안 시켰지만 되게 작지만 먹음직스럽게 생겼어요. 차빙수 시키시는 분들은 밀크티 빙수같은 깔끔한 맛 좋아하시면 만족하실 거라 생각합니다~!",창경궁 근처에 관광왓다가 들려서 빙수 먹기에 딱입니다.,2020-07-15,창경궁 근처에 관광왓다가 들려서 빙수 먹기에 딱입니다,"['관광왓다가' '관광왓다가 들려서' '근처에' '근처에 관광왓다가' '들려서' '들려서 빙수' '딱입니다' '먹기에'
 '먹기에 딱입니다' '빙수' '빙수 먹기에' '창경궁' '창경궁 근처에']","['관광왓다가' '관광왓다가 들려서' '근처에' '근처에 관광왓다가' '들려서' '들려서 빙수' '딱입니다' '먹기에'
 '먹기에 딱입니다' '빙수' '빙수 먹기에' '창경궁' '창경궁 근처에']","['창경궁 근처에', '근처에 관광왓다가', '빙수', '들려서 빙수', '빙수 먹기에']"
0,합원서점,합 원서점,"빙수 두가지 시켜서 먹었는데 다른 매력으로 맛있었어요! 차빙수는 달지않고 깔끔한 느낌이고 팥빙수는 오리지널 팥빙수인데 두 가지 메뉴가 보완이 되면서 맛있게 먹었어요. 빙수가격이 간단한 빙수 재료에 비하면 비싸지만, 아라리오 뮤지엄 내에 위치해서 예쁘고 분위기도 좋았어요. 창경궁 근처에 관광왓다가 들려서 빙수 먹기에 딱입니다. 사실 떡 메뉴가 많아서 떡 전문점인것 같았어요. 배가 안고파서 떡 디저트는 안 시켰지만 되게 작지만 먹음직스럽게 생겼어요. 차빙수 시키시는 분들은 밀크티 빙수같은 깔끔한 맛 좋아하시면 만족하실 거라 생각합니다~!",사실 떡 메뉴가 많아서 떡 전문점인것 같았어요.,2020-07-15,사실 떡 메뉴가 많아서 떡 전문점인것 같았어요,"['같았어요' '많아서' '많아서 전문점인것' '메뉴가' '메뉴가 많아서' '사실' '사실 메뉴가' '전문점인것'
 '전문점인것 같았어요']","['같았어요' '많아서' '많아서 전문점인것' '메뉴가' '메뉴가 많아서' '사실' '사실 메뉴가' '전문점인것'
 '전문점인것 같았어요']","['전문점인것', '사실 메뉴가', '메뉴가 많아서', '많아서 전문점인것', '전문점인것 같았어요']"
0,합원서점,합 원서점,"빙수 두가지 시켜서 먹었는데 다른 매력으로 맛있었어요! 차빙수는 달지않고 깔끔한 느낌이고 팥빙수는 오리지널 팥빙수인데 두 가지 메뉴가 보완이 되면서 맛있게 먹었어요. 빙수가격이 간단한 빙수 재료에 비하면 비싸지만, 아라리오 뮤지엄 내에 위치해서 예쁘고 분위기도 좋았어요. 창경궁 근처에 관광왓다가 들려서 빙수 먹기에 딱입니다. 사실 떡 메뉴가 많아서 떡 전문점인것 같았어요. 배가 안고파서 떡 디저트는 안 시켰지만 되게 작지만 먹음직스럽게 생겼어요. 차빙수 시키시는 분들은 밀크티 빙수같은 깔끔한 맛 좋아하시면 만족하실 거라 생각합니다~!",배가 안고파서 떡 디저트는 안 시켰지만 되게 작지만 먹음직스럽게 생겼어요.,2020-07-15,배가 안고파서 떡 디저트는 안 시켰지만 되게 작지만 먹음직스럽게 생겼어요,"['되게' '되게 작지만' '디저트는' '디저트는 시켰지만' '먹음직스럽게' '먹음직스럽게 생겼어요' '배가' '배가 안고파서'
 '생겼어요' '시켰지만' '시켰지만 되게' '안고파서' '안고파서 디저트는' '작지만' '작지만 먹음직스럽게']","['되게' '되게 작지만' '디저트는' '디저트는 시켰지만' '먹음직스럽게' '먹음직스럽게 생겼어요' '배가' '배가 안고파서'
 '생겼어요' '시켰지만' '시켰지만 되게' '안고파서' '안고파서 디저트는' '작지만' '작지만 먹음직스럽게']","['되게 작지만', '디저트는', '안고파서 디저트는', '디저트는 시켰지만', '작지만 먹음직스럽게']"
0,합원서점,합 원서점,"빙수 두가지 시켜서 먹었는데 다른 매력으로 맛있었어요! 차빙수는 달지않고 깔끔한 느낌이고 팥빙수는 오리지널 팥빙수인데 두 가지 메뉴가 보완이 되면서 맛있게 먹었어요. 빙수가격이 간단한 빙수 재료에 비하면 비싸지만, 아라리오 뮤지엄 내에 위치해서 예쁘고 분위기도 좋았어요. 창경궁 근처에 관광왓다가 들려서 빙수 먹기에 딱입니다. 사실 떡 메뉴가 많아서 떡 전문점인것 같았어요. 배가 안고파서 떡 디저트는 안 시켰지만 되게 작지만 먹음직스럽게 생겼어요. 차빙수 시키시는 분들은 밀크티 빙수같은 깔끔한 맛 좋아하시면 만족하실 거라 생각합니다~!",차빙수 시키시는 분들은 밀크티 빙수같은 깔끔한 맛 좋아하시면 만족하실 거라 생각합니다~!,2020-07-15,차빙수 시키시는 분들은 밀크티 빙수같은 깔끔한 맛 좋아하시면 만족하실 거라 생각합니다,"['거라' '거라 생각합니다' '깔끔한' '깔끔한 좋아하시면' '만족하실' '만족하실 거라' '밀크티' '밀크티 빙수같은' '분들은'
 '분들은 밀크티' '빙수같은' '빙수같은 깔끔한' '생각합니다' '시키시는' '시키시는 분들은' '좋아하시면'
 '좋아하시면 만족하실' '차빙수' '차빙수 시키시는']","['거라' '거라 생각합니다' '깔끔한' '깔끔한 좋아하시면' '만족하실' '만족하실 거라' '밀크티' '밀크티 빙수같은' '분들은'
 '분들은 밀크티' '빙수같은' '빙수같은 깔끔한' '생각합니다' '시키시는' '시키시는 분들은' '좋아하시면'
 '좋아하시면 만족하실' '차빙수' '차빙수 시키시는']","['깔끔한 좋아하시면', '차빙수 시키시는', '빙수같은', '빙수같은 깔끔한', '밀크티 빙수같은']"
0,합원서점,합 원서점,1인 1메뉴 시켜여 해서 팥약과 하나 더 시켰어요이층으로 되어있고 통유리라 협소하긴하나 분위기 괜찮았어요 인생빙수라는 소리를 듣고가서 기대를 너무 해서 그렇지 기대에 비해서는 좀 실망스러웠지만 그렇다고 또 엄청 나쁜편도 아니었어요,1인 1메뉴 시켜여 해서 팥약과 하나 더 시켰어요,2019-10-20,1인 1메뉴 시켜여 해서 팥약과 하나 더 시켰어요,"['1메뉴' '1메뉴 시켜여' '1인' '1인 1메뉴' '시켜여' '시켜여 해서' '시켰어요' '팥약과' '팥약과 하나' '하나'
 '하나 시켰어요' '해서' '해서 팥약과']","['1메뉴' '1메뉴 시켜여' '1인' '1인 1메뉴' '시켜여' '시켜여 해서' '시켰어요' '팥약과' '팥약과 하나' '하나'
 '하나 시켰어요' '해서' '해서 팥약과']","['하나 시켰어요', '팥약과 하나', '1메뉴', '1인 1메뉴', '1메뉴 시켜여']"
0,합원서점,합 원서점,1인 1메뉴 시켜여 해서 팥약과 하나 더 시켰어요이층으로 되어있고 통유리라 협소하긴하나 분위기 괜찮았어요 인생빙수라는 소리를 듣고가서 기대를 너무 해서 그렇지 기대에 비해서는 좀 실망스러웠지만 그렇다고 또 엄청 나쁜편도 아니었어요,이층으로 되어있고 통유리라 협소하긴하나 분위기 괜찮았어요,2019-10-20,이층으로 되어있고 통유리라 협소하긴하나 분위기 괜찮았어요,"['괜찮았어요' '되어있고' '되어있고 통유리라' '분위기' '분위기 괜찮았어요' '이층으로' '이층으로 되어있고' '통유리라'
 '통유리라 협소하긴하나' '협소하긴하나' '협소하긴하나 분위기']","['괜찮았어요' '되어있고' '되어있고 통유리라' '분위기' '분위기 괜찮았어요' '이층으로' '이층으로 되어있고' '통유리라'
 '통유리라 협소하긴하나' '협소하긴하나' '협소하긴하나 분위기']","['분위기 괜찮았어요', '협소하긴하나', '협소하긴하나 분위기', '통유리라 협소하긴하나', '이층으로 되어있고']"
0,합원서점,합 원서점,1인 1메뉴 시켜여 해서 팥약과 하나 더 시켰어요이층으로 되어있고 통유리라 협소하긴하나 분위기 괜찮았어요 인생빙수라는 소리를 듣고가서 기대를 너무 해서 그렇지 기대에 비해서는 좀 실망스러웠지만 그렇다고 또 엄청 나쁜편도 아니었어요,인생빙수라는 소리를 듣고가서 기대를 너무 해서 그렇지 기대에 비해서는 좀 실망스러웠지만 그렇다고 또 엄청 나쁜편도 아니었어요,2019-10-20,인생빙수라는 소리를 듣고가서 기대를 너무 해서 그렇지 기대에 비해서는 좀 실망스러웠지만 그렇다고 또 엄청 나쁜편도 아니었어요,"['그렇다고' '그렇다고 엄청' '그렇지' '그렇지 기대에' '기대를' '기대를 너무' '기대에' '기대에 비해서는' '나쁜편도'
 '나쁜편도 아니었어요' '너무' '너무 해서' '듣고가서' '듣고가서 기대를' '비해서는' '비해서는 실망스러웠지만' '소리를'
 '소리를 듣고가서' '실망스러웠지만' '실망스러웠지만 그렇다고' '아니었어요' '엄청' '엄청 나쁜편도' '인생빙수라는'
 '인생빙수라는 소리를' '해서' '해서 그렇지']","['그렇다고' '그렇다고 엄청' '그렇지' '그렇지 기대에' '기대를' '기대를 너무' '기대에' '기대에 비해서는' '나쁜편도'
 '나쁜편도 아니었어요' '너무' '너무 해서' '듣고가서' '듣고가서 기대를' '비해서는' '비해서는 실망스러웠지만' '소리를'
 '소리를 듣고가서' '실망스러웠지만' '실망스러웠지만 그렇다고' '아니었어요' '엄청' '엄청 나쁜편도' '인생빙수라는'
 '인생빙수라는 소리를' '해서' '해서 그렇지']","['듣고가서 기대를', '기대를 너무', '실망스러웠지만', '실망스러웠지만 그렇다고', '비해서는 실망스러웠지만']"
0,합원서점,합 원서점,고소한 밤송편과 달콤한 주악은 정말 정성이 느껴지는 맛입니다. 떡볶이는 양배추도 있어 식사로도 좋아요. 제철 재료를 쓴 시루떡이 나오는데 지금은 단감이네요. 개인적으로 초당옥수수가 최고였어요-,고소한 밤송편과 달콤한 주악은 정말 정성이 느껴지는 맛입니다.,2020-11-11,고소한 밤송편과 달콤한 주악은 정말 정성이 느껴지는 맛입니다,"['고소한' '고소한 밤송편과' '느껴지는' '느껴지는 맛입니다' '달콤한' '달콤한 주악은' '맛입니다' '밤송편과'
 '밤송편과 달콤한' '정말' '정말 정성이' '정성이' '정성이 느껴지는' '주악은' '주악은 정말']","['고소한' '고소한 밤송편과' '느껴지는' '느껴지는 맛입니다' '달콤한' '달콤한 주악은' '맛입니다' '밤송편과'
 '밤송편과 달콤한' '정말' '정말 정성이' '정성이' '정성이 느껴지는' '주악은' '주악은 정말']","['맛입니다', '달콤한', '달콤한 주악은', '느껴지는 맛입니다', '밤송편과 달콤한']"
0,합원서점,합 원서점,고소한 밤송편과 달콤한 주악은 정말 정성이 느껴지는 맛입니다. 떡볶이는 양배추도 있어 식사로도 좋아요. 제철 재료를 쓴 시루떡이 나오는데 지금은 단감이네요. 개인적으로 초당옥수수가 최고였어요-,떡볶이는 양배추도 있어 식사로도 좋아요.,2020-11-11,떡볶이는 양배추도 있어 식사로도 좋아요,"['떡볶이는' '떡볶이는 양배추도' '식사로도' '식사로도 좋아요' '양배추도' '양배추도 있어' '있어' '있어 식사로도'
 '좋아요']","['떡볶이는' '떡볶이는 양배추도' '식사로도' '식사로도 좋아요' '양배추도' '양배추도 있어' '있어' '있어 식사로도'
 '좋아요']","['떡볶이는 양배추도', '양배추도', '식사로도', '있어 식사로도', '식사로도 좋아요']"
0,합원서점,합 원서점,고소한 밤송편과 달콤한 주악은 정말 정성이 느껴지는 맛입니다. 떡볶이는 양배추도 있어 식사로도 좋아요. 제철 재료를 쓴 시루떡이 나오는데 지금은 단감이네요. 개인적으로 초당옥수수가 최고였어요-,제철 재료를 쓴 시루떡이 나오는데 지금은 단감이네요.,2020-11-11,제철 재료를 쓴 시루떡이 나오는데 지금은 단감이네요,"['나오는데' '나오는데 지금은' '단감이네요' '시루떡이' '시루떡이 나오는데' '재료를' '재료를 시루떡이' '제철'
 '제철 재료를' '지금은' '지금은 단감이네요']","['나오는데' '나오는데 지금은' '단감이네요' '시루떡이' '시루떡이 나오는데' '재료를' '재료를 시루떡이' '제철'
 '제철 재료를' '지금은' '지금은 단감이네요']","['나오는데 지금은', '지금은 단감이네요', '시루떡이 나오는데', '재료를 시루떡이', '제철 재료를']"
0,합원서점,합 원서점,고소한 밤송편과 달콤한 주악은 정말 정성이 느껴지는 맛입니다. 떡볶이는 양배추도 있어 식사로도 좋아요. 제철 재료를 쓴 시루떡이 나오는데 지금은 단감이네요. 개인적으로 초당옥수수가 최고였어요-,개인적으로 초당옥수수가 최고였어요-,2020-11-11,개인적으로 초당옥수수가 최고였어요,['개인적으로' '개인적으로 초당옥수수가' '초당옥수수가' '초당옥수수가 최고였어요' '최고였어요'],['개인적으로' '개인적으로 초당옥수수가' '초당옥수수가' '초당옥수수가 최고였어요' '최고였어요'],"['초당옥수수가', '개인적으로', '개인적으로 초당옥수수가', '최고였어요', '초당옥수수가 최고였어요']"
0,합원서점,합 원서점,창경궁이 보이는 멋진 떡집. 너무 많은 토핑위주의 팥빙수보다 잘 다려진 팥만 올렺느팥빙수. 유자맛이 살짝 느껴진다. 이집 팥빙수와 주악 최고지요,창경궁이 보이는 멋진 떡집.,2021-5-24,창경궁이 보이는 멋진 떡집,['떡집' '멋진' '멋진 떡집' '보이는' '보이는 멋진' '창경궁이' '창경궁이 보이는'],['떡집' '멋진' '멋진 떡집' '보이는' '보이는 멋진' '창경궁이' '창경궁이 보이는'],"['멋진', '창경궁이', '보이는 멋진', '창경궁이 보이는', '멋진 떡집']"
0,합원서점,합 원서점,창경궁이 보이는 멋진 떡집. 너무 많은 토핑위주의 팥빙수보다 잘 다려진 팥만 올렺느팥빙수. 유자맛이 살짝 느껴진다. 이집 팥빙수와 주악 최고지요,너무 많은 토핑위주의 팥빙수보다 잘 다려진 팥만 올렺느팥빙수.,2021-5-24,너무 많은 토핑위주의 팥빙수보다 잘 다려진 팥만 올렺느팥빙수,"['너무' '너무 많은' '다려진' '다려진 팥만' '많은' '많은 토핑위주의' '올렺느팥빙수' '토핑위주의'
 '토핑위주의 팥빙수보다' '팥만' '팥만 올렺느팥빙수' '팥빙수보다' '팥빙수보다 다려진']","['너무' '너무 많은' '다려진' '다려진 팥만' '많은' '많은 토핑위주의' '올렺느팥빙수' '토핑위주의'
 '토핑위주의 팥빙수보다' '팥만' '팥만 올렺느팥빙수' '팥빙수보다' '팥빙수보다 다려진']","['다려진 팥만', '많은', '토핑위주의 팥빙수보다', '너무 많은', '많은 토핑위주의']"
0,합원서점,합 원서점,창경궁이 보이는 멋진 떡집. 너무 많은 토핑위주의 팥빙수보다 잘 다려진 팥만 올렺느팥빙수. 유자맛이 살짝 느껴진다. 이집 팥빙수와 주악 최고지요,유자맛이 살짝 느껴진다.,2021-5-24,유자맛이 살짝 느껴진다,['느껴진다' '살짝' '살짝 느껴진다' '유자맛이' '유자맛이 살짝'],['느껴진다' '살짝' '살짝 느껴진다' '유자맛이' '유자맛이 살짝'],"['살짝', '유자맛이', '느껴진다', '유자맛이 살짝', '살짝 느껴진다']"
