상가업소번호,가게명,원래이름,리뷰,분리리뷰,리뷰날짜,제거리뷰,review_tfidf,review_count,keyword
20592276,깡통만두,깡통만두,"만두가 옛날 집에서 빚은 딱 그 맛이어서, 좋았다.칼만두국을 먹었는데 사골베이스에 조금 슴슴한 편인데 맛이 꽤 훌륭하다. 면발은 하늘하늘 부드러운 편이다.테이블 간격이 좁고 서버 이모님들이 살짝 불친절한 편이라 온전히 유명세의 맛경험을 하기엔 다소 아쉬움이 있다.","만두가 옛날 집에서 빚은 딱 그 맛이어서, 좋았다.",2023-3-9,만두가 옛날 집에서 빚은 딱 그 맛이어서 좋았다,"['만두가' '만두가 옛날' '맛이어서' '맛이어서 좋았다' '빚은' '빚은 맛이어서' '옛날' '옛날 집에서' '좋았다' '집에서'
 '집에서 빚은']","['만두가' '만두가 옛날' '맛이어서' '맛이어서 좋았다' '빚은' '빚은 맛이어서' '옛날' '옛날 집에서' '좋았다' '집에서'
 '집에서 빚은']","['맛이어서 좋았다', '빚은 맛이어서', '집에서 빚은', '만두가 옛날', '옛날 집에서']"
20592276,깡통만두,깡통만두,"만두가 옛날 집에서 빚은 딱 그 맛이어서, 좋았다.칼만두국을 먹었는데 사골베이스에 조금 슴슴한 편인데 맛이 꽤 훌륭하다. 면발은 하늘하늘 부드러운 편이다.테이블 간격이 좁고 서버 이모님들이 살짝 불친절한 편이라 온전히 유명세의 맛경험을 하기엔 다소 아쉬움이 있다.",칼만두국을 먹었는데 사골베이스에 조금 슴슴한 편인데 맛이 꽤 훌륭하다.,2023-3-9,칼만두국을 먹었는데 사골베이스에 조금 슴슴한 편인데 맛이 꽤 훌륭하다,"['맛이' '맛이 훌륭하다' '먹었는데' '먹었는데 사골베이스에' '사골베이스에' '사골베이스에 조금' '슴슴한' '슴슴한 편인데'
 '조금' '조금 슴슴한' '칼만두국을' '칼만두국을 먹었는데' '편인데' '편인데 맛이' '훌륭하다']","['맛이' '맛이 훌륭하다' '먹었는데' '먹었는데 사골베이스에' '사골베이스에' '사골베이스에 조금' '슴슴한' '슴슴한 편인데'
 '조금' '조금 슴슴한' '칼만두국을' '칼만두국을 먹었는데' '편인데' '편인데 맛이' '훌륭하다']","['맛이', '먹었는데 사골베이스에', '칼만두국을 먹었는데', '편인데 맛이', '맛이 훌륭하다']"
20592276,깡통만두,깡통만두,"만두가 옛날 집에서 빚은 딱 그 맛이어서, 좋았다.칼만두국을 먹었는데 사골베이스에 조금 슴슴한 편인데 맛이 꽤 훌륭하다. 면발은 하늘하늘 부드러운 편이다.테이블 간격이 좁고 서버 이모님들이 살짝 불친절한 편이라 온전히 유명세의 맛경험을 하기엔 다소 아쉬움이 있다.",면발은 하늘하늘 부드러운 편이다.,2023-3-9,면발은 하늘하늘 부드러운 편이다,['면발은' '면발은 하늘하늘' '부드러운' '부드러운 편이다' '편이다' '하늘하늘' '하늘하늘 부드러운'],['면발은' '면발은 하늘하늘' '부드러운' '부드러운 편이다' '편이다' '하늘하늘' '하늘하늘 부드러운'],"['부드러운', '부드러운 편이다', '하늘하늘', '하늘하늘 부드러운', '면발은 하늘하늘']"
20592276,깡통만두,깡통만두,"만두가 옛날 집에서 빚은 딱 그 맛이어서, 좋았다.칼만두국을 먹었는데 사골베이스에 조금 슴슴한 편인데 맛이 꽤 훌륭하다. 면발은 하늘하늘 부드러운 편이다.테이블 간격이 좁고 서버 이모님들이 살짝 불친절한 편이라 온전히 유명세의 맛경험을 하기엔 다소 아쉬움이 있다.",테이블 간격이 좁고 서버 이모님들이 살짝 불친절한 편이라 온전히 유명세의 맛경험을 하기엔 다소 아쉬움이 있다.,2023-3-9,테이블 간격이 좁고 서버 이모님들이 살짝 불친절한 편이라 온전히 유명세의 맛경험을 하기엔 다소 아쉬움이 있다,"['간격이' '간격이 좁고' '다소' '다소 아쉬움이' '맛경험을' '맛경험을 하기엔' '불친절한' '불친절한 편이라' '살짝'
 '살짝 불친절한' '서버' '서버 이모님들이' '아쉬움이' '아쉬움이 있다' '온전히' '온전히 유명세의' '유명세의'
 '유명세의 맛경험을' '이모님들이' '이모님들이 살짝' '있다' '좁고' '좁고 서버' '테이블' '테이블 간격이' '편이라'
 '편이라 온전히' '하기엔' '하기엔 다소']","['간격이' '간격이 좁고' '다소' '다소 아쉬움이' '맛경험을' '맛경험을 하기엔' '불친절한' '불친절한 편이라' '살짝'
 '살짝 불친절한' '서버' '서버 이모님들이' '아쉬움이' '아쉬움이 있다' '온전히' '온전히 유명세의' '유명세의'
 '유명세의 맛경험을' '이모님들이' '이모님들이 살짝' '있다' '좁고' '좁고 서버' '테이블' '테이블 간격이' '편이라'
 '편이라 온전히' '하기엔' '하기엔 다소']","['좁고 서버', '유명세의 맛경험을', '서버 이모님들이', '테이블', '테이블 간격이']"
20592276,깡통만두,깡통만두,주말에 방문하면 웨이팅이 깁니다. 한시간정도 대기하면 드실 수 있어요. 만두가 깔끔하고 맛있네요. 테이블 간 간격이 좁아서 후다닥 먹고 나왔네요 .,주말에 방문하면 웨이팅이 깁니다.,2023-2-19,주말에 방문하면 웨이팅이 깁니다,['깁니다' '방문하면' '방문하면 웨이팅이' '웨이팅이' '웨이팅이 깁니다' '주말에' '주말에 방문하면'],['깁니다' '방문하면' '방문하면 웨이팅이' '웨이팅이' '웨이팅이 깁니다' '주말에' '주말에 방문하면'],"['방문하면', '웨이팅이 깁니다', '방문하면 웨이팅이', '주말에', '주말에 방문하면']"
20592276,깡통만두,깡통만두,주말에 방문하면 웨이팅이 깁니다. 한시간정도 대기하면 드실 수 있어요. 만두가 깔끔하고 맛있네요. 테이블 간 간격이 좁아서 후다닥 먹고 나왔네요 .,한시간정도 대기하면 드실 수 있어요.,2023-2-19,한시간정도 대기하면 드실 수 있어요,['대기하면' '대기하면 드실' '드실' '드실 있어요' '있어요' '한시간정도' '한시간정도 대기하면'],['대기하면' '대기하면 드실' '드실' '드실 있어요' '있어요' '한시간정도' '한시간정도 대기하면'],"['드실 있어요', '대기하면', '대기하면 드실', '한시간정도', '한시간정도 대기하면']"
20592276,깡통만두,깡통만두,주말에 방문하면 웨이팅이 깁니다. 한시간정도 대기하면 드실 수 있어요. 만두가 깔끔하고 맛있네요. 테이블 간 간격이 좁아서 후다닥 먹고 나왔네요 .,만두가 깔끔하고 맛있네요.,2023-2-19,만두가 깔끔하고 맛있네요,['깔끔하고' '깔끔하고 맛있네요' '만두가' '만두가 깔끔하고' '맛있네요'],['깔끔하고' '깔끔하고 맛있네요' '만두가' '만두가 깔끔하고' '맛있네요'],"['만두가', '깔끔하고', '맛있네요', '만두가 깔끔하고', '깔끔하고 맛있네요']"
20592276,깡통만두,깡통만두,주말에 방문하면 웨이팅이 깁니다. 한시간정도 대기하면 드실 수 있어요. 만두가 깔끔하고 맛있네요. 테이블 간 간격이 좁아서 후다닥 먹고 나왔네요 .,테이블 간 간격이 좁아서 후다닥 먹고 나왔네요 .,2023-2-19,테이블 간 간격이 좁아서 후다닥 먹고 나왔네요 ,"['간격이' '간격이 좁아서' '나왔네요' '먹고' '먹고 나왔네요' '좁아서' '좁아서 후다닥' '테이블' '테이블 간격이'
 '후다닥' '후다닥 먹고']","['간격이' '간격이 좁아서' '나왔네요' '먹고' '먹고 나왔네요' '좁아서' '좁아서 후다닥' '테이블' '테이블 간격이'
 '후다닥' '후다닥 먹고']","['간격이 좁아서', '후다닥 먹고', '좁아서 후다닥', '테이블', '테이블 간격이']"
20592276,깡통만두,깡통만두,"직접 빚은 만두와 직접 뽑은 생면이 있는 안국역 수요미식회 맛집 깡통만두! 만두전골을 시키면 고기만두, 해물만두 두 종류를 주는데 맛있고 해물만두는 새우한마리가 통으로 들어있다! 칼국수 사리도 포함되어 있는데 직접 뽑은 면이라 그런지 쫄깃하니 맛있당",직접 빚은 만두와 직접 뽑은 생면이 있는 안국역 수요미식회 맛집 깡통만두!,2022-8-9,직접 빚은 만두와 직접 뽑은 생면이 있는 안국역 수요미식회 맛집 깡통만두,"['깡통만두' '만두와' '만두와 직접' '맛집' '맛집 깡통만두' '빚은' '빚은 만두와' '뽑은' '뽑은 생면이' '생면이'
 '생면이 있는' '수요미식회' '수요미식회 맛집' '안국역' '안국역 수요미식회' '있는' '있는 안국역' '직접' '직접 빚은'
 '직접 뽑은']","['깡통만두' '만두와' '만두와 직접' '맛집' '맛집 깡통만두' '빚은' '빚은 만두와' '뽑은' '뽑은 생면이' '생면이'
 '생면이 있는' '수요미식회' '수요미식회 맛집' '안국역' '안국역 수요미식회' '있는' '있는 안국역' '직접' '직접 빚은'
 '직접 뽑은']","['수요미식회 맛집', '만두와 직접', '빚은', '직접 빚은', '빚은 만두와']"
20592276,깡통만두,깡통만두,"직접 빚은 만두와 직접 뽑은 생면이 있는 안국역 수요미식회 맛집 깡통만두! 만두전골을 시키면 고기만두, 해물만두 두 종류를 주는데 맛있고 해물만두는 새우한마리가 통으로 들어있다! 칼국수 사리도 포함되어 있는데 직접 뽑은 면이라 그런지 쫄깃하니 맛있당","만두전골을 시키면 고기만두, 해물만두 두 종류를 주는데 맛있고 해물만두는 새우한마리가 통으로 들어있다!",2022-8-9,만두전골을 시키면 고기만두 해물만두 두 종류를 주는데 맛있고 해물만두는 새우한마리가 통으로 들어있다,"['고기만두' '고기만두 해물만두' '들어있다' '만두전골을' '만두전골을 시키면' '맛있고' '맛있고 해물만두는' '새우한마리가'
 '새우한마리가 통으로' '시키면' '시키면 고기만두' '종류를' '종류를 주는데' '주는데' '주는데 맛있고' '통으로'
 '통으로 들어있다' '해물만두' '해물만두 종류를' '해물만두는' '해물만두는 새우한마리가']","['고기만두' '고기만두 해물만두' '들어있다' '만두전골을' '만두전골을 시키면' '맛있고' '맛있고 해물만두는' '새우한마리가'
 '새우한마리가 통으로' '시키면' '시키면 고기만두' '종류를' '종류를 주는데' '주는데' '주는데 맛있고' '통으로'
 '통으로 들어있다' '해물만두' '해물만두 종류를' '해물만두는' '해물만두는 새우한마리가']","['고기만두', '해물만두는 새우한마리가', '맛있고 해물만두는', '시키면 고기만두', '고기만두 해물만두']"
20592276,깡통만두,깡통만두,"직접 빚은 만두와 직접 뽑은 생면이 있는 안국역 수요미식회 맛집 깡통만두! 만두전골을 시키면 고기만두, 해물만두 두 종류를 주는데 맛있고 해물만두는 새우한마리가 통으로 들어있다! 칼국수 사리도 포함되어 있는데 직접 뽑은 면이라 그런지 쫄깃하니 맛있당",칼국수 사리도 포함되어 있는데 직접 뽑은 면이라 그런지 쫄깃하니 맛있당,2022-8-9,칼국수 사리도 포함되어 있는데 직접 뽑은 면이라 그런지 쫄깃하니 맛있당,"['그런지' '그런지 쫄깃하니' '맛있당' '면이라' '면이라 그런지' '뽑은' '뽑은 면이라' '사리도' '사리도 포함되어'
 '있는데' '있는데 직접' '직접' '직접 뽑은' '쫄깃하니' '쫄깃하니 맛있당' '칼국수' '칼국수 사리도' '포함되어'
 '포함되어 있는데']","['그런지' '그런지 쫄깃하니' '맛있당' '면이라' '면이라 그런지' '뽑은' '뽑은 면이라' '사리도' '사리도 포함되어'
 '있는데' '있는데 직접' '직접' '직접 뽑은' '쫄깃하니' '쫄깃하니 맛있당' '칼국수' '칼국수 사리도' '포함되어'
 '포함되어 있는데']","['포함되어', '맛있당', '쫄깃하니 맛있당', '포함되어 있는데', '사리도 포함되어']"
20592276,깡통만두,깡통만두,"칼만두와 비빔국수만으로도 웨이팅의 가치가 있는 곳. 11시30분부터 영업 시작이지만, 11시부터 가게앞 웨이팅기계로 줄서기가 가능하다. (날에 따라 테이블링 앱으로도 가능하나, 주말엔 불가했음)들어가는 재료 하나하나 조화와 맛을 신경썼다. 특히 비빔국수에 얹은 얇게 채썬 육전과 한번 절여서 꼬들하게 만든 오이, 새콤한 열무의 궁합이란… 쫄깃하고 새콤한 면발과 최고의 조합이다.칼만두는 매콤새콤한 비빔국수와 찰떡궁합이다. 진한 사골육수에 감칠맛나는 고기고명, 그리고 빼놓을 수 없는 만두까지! 시중의 질척하고 뭐가 섞였는지 알 수 없는 소를 넣은 만두가 아니라, 물기도 적당하고 재료간 밸런스가 좋은 소를 꽉꽉 담은 정말 맛있는 만두였다!나중에는 꼭 만두전골을 먹어봐야겠다.",칼만두와 비빔국수만으로도 웨이팅의 가치가 있는 곳.,2022-6-26,칼만두와 비빔국수만으로도 웨이팅의 가치가 있는 곳,"['가치가' '가치가 있는' '비빔국수만으로도' '비빔국수만으로도 웨이팅의' '웨이팅의' '웨이팅의 가치가' '있는' '칼만두와'
 '칼만두와 비빔국수만으로도']","['가치가' '가치가 있는' '비빔국수만으로도' '비빔국수만으로도 웨이팅의' '웨이팅의' '웨이팅의 가치가' '있는' '칼만두와'
 '칼만두와 비빔국수만으로도']","['비빔국수만으로도', '웨이팅의', '웨이팅의 가치가', '비빔국수만으로도 웨이팅의', '칼만두와 비빔국수만으로도']"
20592276,깡통만두,깡통만두,"칼만두와 비빔국수만으로도 웨이팅의 가치가 있는 곳. 11시30분부터 영업 시작이지만, 11시부터 가게앞 웨이팅기계로 줄서기가 가능하다. (날에 따라 테이블링 앱으로도 가능하나, 주말엔 불가했음)들어가는 재료 하나하나 조화와 맛을 신경썼다. 특히 비빔국수에 얹은 얇게 채썬 육전과 한번 절여서 꼬들하게 만든 오이, 새콤한 열무의 궁합이란… 쫄깃하고 새콤한 면발과 최고의 조합이다.칼만두는 매콤새콤한 비빔국수와 찰떡궁합이다. 진한 사골육수에 감칠맛나는 고기고명, 그리고 빼놓을 수 없는 만두까지! 시중의 질척하고 뭐가 섞였는지 알 수 없는 소를 넣은 만두가 아니라, 물기도 적당하고 재료간 밸런스가 좋은 소를 꽉꽉 담은 정말 맛있는 만두였다!나중에는 꼭 만두전골을 먹어봐야겠다.","11시30분부터 영업 시작이지만, 11시부터 가게앞 웨이팅기계로 줄서기가 가능하다.",2022-6-26,11시30분부터 영업 시작이지만 11시부터 가게앞 웨이팅기계로 줄서기가 가능하다,"['11시30분부터' '11시30분부터 영업' '11시부터' '11시부터 가게앞' '가게앞' '가게앞 웨이팅기계로' '가능하다'
 '시작이지만' '시작이지만 11시부터' '영업' '영업 시작이지만' '웨이팅기계로' '웨이팅기계로 줄서기가' '줄서기가'
 '줄서기가 가능하다']","['11시30분부터' '11시30분부터 영업' '11시부터' '11시부터 가게앞' '가게앞' '가게앞 웨이팅기계로' '가능하다'
 '시작이지만' '시작이지만 11시부터' '영업' '영업 시작이지만' '웨이팅기계로' '웨이팅기계로 줄서기가' '줄서기가'
 '줄서기가 가능하다']","['11시부터', '11시30분부터', '시작이지만 11시부터', '11시부터 가게앞', '11시30분부터 영업']"
20592276,깡통만두,깡통만두,"칼만두와 비빔국수만으로도 웨이팅의 가치가 있는 곳. 11시30분부터 영업 시작이지만, 11시부터 가게앞 웨이팅기계로 줄서기가 가능하다. (날에 따라 테이블링 앱으로도 가능하나, 주말엔 불가했음)들어가는 재료 하나하나 조화와 맛을 신경썼다. 특히 비빔국수에 얹은 얇게 채썬 육전과 한번 절여서 꼬들하게 만든 오이, 새콤한 열무의 궁합이란… 쫄깃하고 새콤한 면발과 최고의 조합이다.칼만두는 매콤새콤한 비빔국수와 찰떡궁합이다. 진한 사골육수에 감칠맛나는 고기고명, 그리고 빼놓을 수 없는 만두까지! 시중의 질척하고 뭐가 섞였는지 알 수 없는 소를 넣은 만두가 아니라, 물기도 적당하고 재료간 밸런스가 좋은 소를 꽉꽉 담은 정말 맛있는 만두였다!나중에는 꼭 만두전골을 먹어봐야겠다.","(날에 따라 테이블링 앱으로도 가능하나, 주말엔 불가했음)들어가는 재료 하나하나 조화와 맛을 신경썼다.",2022-6-26,날에 따라 테이블링 앱으로도 가능하나 주말엔 불가했음들어가는 재료 하나하나 조화와 맛을 신경썼다,"['가능하나' '가능하나 주말엔' '날에' '날에 따라' '따라' '따라 테이블링' '맛을' '맛을 신경썼다' '불가했음들어가는'
 '불가했음들어가는 재료' '신경썼다' '앱으로도' '앱으로도 가능하나' '재료' '재료 하나하나' '조화와' '조화와 맛을'
 '주말엔' '주말엔 불가했음들어가는' '테이블링' '테이블링 앱으로도' '하나하나' '하나하나 조화와']","['가능하나' '가능하나 주말엔' '날에' '날에 따라' '따라' '따라 테이블링' '맛을' '맛을 신경썼다' '불가했음들어가는'
 '불가했음들어가는 재료' '신경썼다' '앱으로도' '앱으로도 가능하나' '재료' '재료 하나하나' '조화와' '조화와 맛을'
 '주말엔' '주말엔 불가했음들어가는' '테이블링' '테이블링 앱으로도' '하나하나' '하나하나 조화와']","['테이블링', '주말엔 불가했음들어가는', '주말엔', '가능하나 주말엔', '테이블링 앱으로도']"
20592276,깡통만두,깡통만두,"칼만두와 비빔국수만으로도 웨이팅의 가치가 있는 곳. 11시30분부터 영업 시작이지만, 11시부터 가게앞 웨이팅기계로 줄서기가 가능하다. (날에 따라 테이블링 앱으로도 가능하나, 주말엔 불가했음)들어가는 재료 하나하나 조화와 맛을 신경썼다. 특히 비빔국수에 얹은 얇게 채썬 육전과 한번 절여서 꼬들하게 만든 오이, 새콤한 열무의 궁합이란… 쫄깃하고 새콤한 면발과 최고의 조합이다.칼만두는 매콤새콤한 비빔국수와 찰떡궁합이다. 진한 사골육수에 감칠맛나는 고기고명, 그리고 빼놓을 수 없는 만두까지! 시중의 질척하고 뭐가 섞였는지 알 수 없는 소를 넣은 만두가 아니라, 물기도 적당하고 재료간 밸런스가 좋은 소를 꽉꽉 담은 정말 맛있는 만두였다!나중에는 꼭 만두전골을 먹어봐야겠다.","특히 비빔국수에 얹은 얇게 채썬 육전과 한번 절여서 꼬들하게 만든 오이, 새콤한 열무의 궁합이란… 쫄깃하고 새콤한 면발과 최고의 조합이다.",2022-6-26,특히 비빔국수에 얹은 얇게 채썬 육전과 한번 절여서 꼬들하게 만든 오이 새콤한 열무의 궁합이란 쫄깃하고 새콤한 면발과 최고의 조합이다,"['궁합이란' '궁합이란 쫄깃하고' '꼬들하게' '꼬들하게 만든' '만든' '만든 오이' '면발과' '면발과 최고의' '비빔국수에'
 '비빔국수에 얹은' '새콤한' '새콤한 면발과' '새콤한 열무의' '얇게' '얇게 채썬' '얹은' '얹은 얇게' '열무의'
 '열무의 궁합이란' '오이' '오이 새콤한' '육전과' '육전과 한번' '절여서' '절여서 꼬들하게' '조합이다' '쫄깃하고'
 '쫄깃하고 새콤한' '채썬' '채썬 육전과' '최고의' '최고의 조합이다' '특히' '특히 비빔국수에' '한번' '한번 절여서']","['궁합이란' '궁합이란 쫄깃하고' '꼬들하게' '꼬들하게 만든' '만든' '만든 오이' '면발과' '면발과 최고의' '비빔국수에'
 '비빔국수에 얹은' '새콤한' '새콤한 면발과' '새콤한 열무의' '얇게' '얇게 채썬' '얹은' '얹은 얇게' '열무의'
 '열무의 궁합이란' '오이' '오이 새콤한' '육전과' '육전과 한번' '절여서' '절여서 꼬들하게' '조합이다' '쫄깃하고'
 '쫄깃하고 새콤한' '채썬' '채썬 육전과' '최고의' '최고의 조합이다' '특히' '특히 비빔국수에' '한번' '한번 절여서']","['새콤한', '쫄깃하고 새콤한', '최고의 조합이다', '새콤한 열무의', '새콤한 면발과']"
20592276,깡통만두,깡통만두,"칼만두와 비빔국수만으로도 웨이팅의 가치가 있는 곳. 11시30분부터 영업 시작이지만, 11시부터 가게앞 웨이팅기계로 줄서기가 가능하다. (날에 따라 테이블링 앱으로도 가능하나, 주말엔 불가했음)들어가는 재료 하나하나 조화와 맛을 신경썼다. 특히 비빔국수에 얹은 얇게 채썬 육전과 한번 절여서 꼬들하게 만든 오이, 새콤한 열무의 궁합이란… 쫄깃하고 새콤한 면발과 최고의 조합이다.칼만두는 매콤새콤한 비빔국수와 찰떡궁합이다. 진한 사골육수에 감칠맛나는 고기고명, 그리고 빼놓을 수 없는 만두까지! 시중의 질척하고 뭐가 섞였는지 알 수 없는 소를 넣은 만두가 아니라, 물기도 적당하고 재료간 밸런스가 좋은 소를 꽉꽉 담은 정말 맛있는 만두였다!나중에는 꼭 만두전골을 먹어봐야겠다.",칼만두는 매콤새콤한 비빔국수와 찰떡궁합이다.,2022-6-26,칼만두는 매콤새콤한 비빔국수와 찰떡궁합이다,['매콤새콤한' '매콤새콤한 비빔국수와' '비빔국수와' '비빔국수와 찰떡궁합이다' '찰떡궁합이다' '칼만두는' '칼만두는 매콤새콤한'],['매콤새콤한' '매콤새콤한 비빔국수와' '비빔국수와' '비빔국수와 찰떡궁합이다' '찰떡궁합이다' '칼만두는' '칼만두는 매콤새콤한'],"['찰떡궁합이다', '매콤새콤한', '매콤새콤한 비빔국수와', '비빔국수와 찰떡궁합이다', '칼만두는 매콤새콤한']"
20592276,깡통만두,깡통만두,"칼만두와 비빔국수만으로도 웨이팅의 가치가 있는 곳. 11시30분부터 영업 시작이지만, 11시부터 가게앞 웨이팅기계로 줄서기가 가능하다. (날에 따라 테이블링 앱으로도 가능하나, 주말엔 불가했음)들어가는 재료 하나하나 조화와 맛을 신경썼다. 특히 비빔국수에 얹은 얇게 채썬 육전과 한번 절여서 꼬들하게 만든 오이, 새콤한 열무의 궁합이란… 쫄깃하고 새콤한 면발과 최고의 조합이다.칼만두는 매콤새콤한 비빔국수와 찰떡궁합이다. 진한 사골육수에 감칠맛나는 고기고명, 그리고 빼놓을 수 없는 만두까지! 시중의 질척하고 뭐가 섞였는지 알 수 없는 소를 넣은 만두가 아니라, 물기도 적당하고 재료간 밸런스가 좋은 소를 꽉꽉 담은 정말 맛있는 만두였다!나중에는 꼭 만두전골을 먹어봐야겠다.","진한 사골육수에 감칠맛나는 고기고명, 그리고 빼놓을 수 없는 만두까지!",2022-6-26,진한 사골육수에 감칠맛나는 고기고명 그리고 빼놓을 수 없는 만두까지,"['감칠맛나는' '감칠맛나는 고기고명' '고기고명' '고기고명 그리고' '그리고' '그리고 빼놓을' '만두까지' '빼놓을'
 '빼놓을 없는' '사골육수에' '사골육수에 감칠맛나는' '없는' '없는 만두까지' '진한' '진한 사골육수에']","['감칠맛나는' '감칠맛나는 고기고명' '고기고명' '고기고명 그리고' '그리고' '그리고 빼놓을' '만두까지' '빼놓을'
 '빼놓을 없는' '사골육수에' '사골육수에 감칠맛나는' '없는' '없는 만두까지' '진한' '진한 사골육수에']","['진한 사골육수에', '사골육수에 감칠맛나는', '고기고명', '고기고명 그리고', '감칠맛나는 고기고명']"
20592276,깡통만두,깡통만두,"칼만두와 비빔국수만으로도 웨이팅의 가치가 있는 곳. 11시30분부터 영업 시작이지만, 11시부터 가게앞 웨이팅기계로 줄서기가 가능하다. (날에 따라 테이블링 앱으로도 가능하나, 주말엔 불가했음)들어가는 재료 하나하나 조화와 맛을 신경썼다. 특히 비빔국수에 얹은 얇게 채썬 육전과 한번 절여서 꼬들하게 만든 오이, 새콤한 열무의 궁합이란… 쫄깃하고 새콤한 면발과 최고의 조합이다.칼만두는 매콤새콤한 비빔국수와 찰떡궁합이다. 진한 사골육수에 감칠맛나는 고기고명, 그리고 빼놓을 수 없는 만두까지! 시중의 질척하고 뭐가 섞였는지 알 수 없는 소를 넣은 만두가 아니라, 물기도 적당하고 재료간 밸런스가 좋은 소를 꽉꽉 담은 정말 맛있는 만두였다!나중에는 꼭 만두전골을 먹어봐야겠다.","시중의 질척하고 뭐가 섞였는지 알 수 없는 소를 넣은 만두가 아니라, 물기도 적당하고 재료간 밸런스가 좋은 소를 꽉꽉 담은 정말 맛있는 만두였다!",2022-6-26,시중의 질척하고 뭐가 섞였는지 알 수 없는 소를 넣은 만두가 아니라 물기도 적당하고 재료간 밸런스가 좋은 소를 꽉꽉 담은 정말 맛있는 만두였다,"['꽉꽉' '꽉꽉 담은' '넣은' '넣은 만두가' '담은' '담은 정말' '만두가' '만두가 아니라' '만두였다' '맛있는'
 '맛있는 만두였다' '물기도' '물기도 적당하고' '뭐가' '뭐가 섞였는지' '밸런스가' '밸런스가 좋은' '섞였는지'
 '섞였는지 없는' '소를' '소를 꽉꽉' '소를 넣은' '시중의' '시중의 질척하고' '아니라' '아니라 물기도' '없는'
 '없는 소를' '재료간' '재료간 밸런스가' '적당하고' '적당하고 재료간' '정말' '정말 맛있는' '좋은' '좋은 소를'
 '질척하고' '질척하고 뭐가']","['꽉꽉' '꽉꽉 담은' '넣은' '넣은 만두가' '담은' '담은 정말' '만두가' '만두가 아니라' '만두였다' '맛있는'
 '맛있는 만두였다' '물기도' '물기도 적당하고' '뭐가' '뭐가 섞였는지' '밸런스가' '밸런스가 좋은' '섞였는지'
 '섞였는지 없는' '소를' '소를 꽉꽉' '소를 넣은' '시중의' '시중의 질척하고' '아니라' '아니라 물기도' '없는'
 '없는 소를' '재료간' '재료간 밸런스가' '적당하고' '적당하고 재료간' '정말' '정말 맛있는' '좋은' '좋은 소를'
 '질척하고' '질척하고 뭐가']","['맛있는 만두였다', '소를 넣은', '소를 꽉꽉', '없는 소를', '좋은 소를']"
20592276,깡통만두,깡통만두,"칼만두와 비빔국수만으로도 웨이팅의 가치가 있는 곳. 11시30분부터 영업 시작이지만, 11시부터 가게앞 웨이팅기계로 줄서기가 가능하다. (날에 따라 테이블링 앱으로도 가능하나, 주말엔 불가했음)들어가는 재료 하나하나 조화와 맛을 신경썼다. 특히 비빔국수에 얹은 얇게 채썬 육전과 한번 절여서 꼬들하게 만든 오이, 새콤한 열무의 궁합이란… 쫄깃하고 새콤한 면발과 최고의 조합이다.칼만두는 매콤새콤한 비빔국수와 찰떡궁합이다. 진한 사골육수에 감칠맛나는 고기고명, 그리고 빼놓을 수 없는 만두까지! 시중의 질척하고 뭐가 섞였는지 알 수 없는 소를 넣은 만두가 아니라, 물기도 적당하고 재료간 밸런스가 좋은 소를 꽉꽉 담은 정말 맛있는 만두였다!나중에는 꼭 만두전골을 먹어봐야겠다.",나중에는 꼭 만두전골을 먹어봐야겠다.,2022-6-26,나중에는 꼭 만두전골을 먹어봐야겠다,['나중에는' '나중에는 만두전골을' '만두전골을' '만두전골을 먹어봐야겠다' '먹어봐야겠다'],['나중에는' '나중에는 만두전골을' '만두전골을' '만두전골을 먹어봐야겠다' '먹어봐야겠다'],"['만두전골을', '나중에는', '먹어봐야겠다', '나중에는 만두전골을', '만두전골을 먹어봐야겠다']"
20592276,깡통만두,깡통만두,"오래전엔 이태원쪽에 있었는데, 안국으로 이전하고는 처음 방문했어요.대기 줄이 어마어마 하더라고요.2:30분쯤 재 방문해서 대기 없이 먹었어요.여전히 맛있네요 ??","오래전엔 이태원쪽에 있었는데, 안국으로 이전하고는 처음 방문했어요.",2022-11-29,오래전엔 이태원쪽에 있었는데 안국으로 이전하고는 처음 방문했어요,"['방문했어요' '안국으로' '안국으로 이전하고는' '오래전엔' '오래전엔 이태원쪽에' '이전하고는' '이전하고는 처음'
 '이태원쪽에' '이태원쪽에 있었는데' '있었는데' '있었는데 안국으로' '처음' '처음 방문했어요']","['방문했어요' '안국으로' '안국으로 이전하고는' '오래전엔' '오래전엔 이태원쪽에' '이전하고는' '이전하고는 처음'
 '이태원쪽에' '이태원쪽에 있었는데' '있었는데' '있었는데 안국으로' '처음' '처음 방문했어요']","['이전하고는 처음', '오래전엔 이태원쪽에', '있었는데 안국으로', '이태원쪽에 있었는데', '처음 방문했어요']"
20592276,깡통만두,깡통만두,"오래전엔 이태원쪽에 있었는데, 안국으로 이전하고는 처음 방문했어요.대기 줄이 어마어마 하더라고요.2:30분쯤 재 방문해서 대기 없이 먹었어요.여전히 맛있네요 ??",대기 줄이 어마어마 하더라고요.,2022-11-29,대기 줄이 어마어마 하더라고요,['대기' '대기 줄이' '어마어마' '어마어마 하더라고요' '줄이' '줄이 어마어마' '하더라고요'],['대기' '대기 줄이' '어마어마' '어마어마 하더라고요' '줄이' '줄이 어마어마' '하더라고요'],"['어마어마', '대기 줄이', '하더라고요', '줄이 어마어마', '어마어마 하더라고요']"
