행정동,업종,키워드,카운트,분기
삼청동,카페,디저트,7,22_3
삼청동,카페,뷰,6,22_3
삼청동,카페,테라스,3,22_3
삼청동,중식,맛있는,3,22_3
삼청동,중식,짜장면,2,22_3
삼청동,중식,탕수육,2,22_3
삼청동,중식,특별한,1,22_3
삼청동,중식,트러플,1,22_3
삼청동,중식,아쉬운,1,22_3
삼청동,중식,새우,1,22_3
삼청동,중식,분위기,1,22_3
삼청동,중식,비싼,1,22_3
삼청동,중식,코스,1,22_3
삼청동,주점,맛있는,4,22_3
삼청동,주점,분위기,4,22_3
삼청동,주점,와인,3,22_3
삼청동,주점,안주,3,22_3
삼청동,주점,친절한,2,22_3
삼청동,주점,인테리어,2,22_3
삼청동,주점,평일,1,22_3
삼청동,주점,칵테일,1,22_3
삼청동,주점,공연,1,22_3
삼청동,주점,빈티지,1,22_3
삼청동,일식,맛있는,2,22_3
삼청동,일식,특별한,1,22_3
삼청동,일식,인테리어,1,22_3
삼청동,일식,스시,1,22_3
삼청동,일식,쉐프,1,22_3
삼청동,일식,빠른,1,22_3
삼청동,일식,분위기,1,22_3
삼청동,일식,라멘,1,22_3
삼청동,일식,국물,1,22_3
삼청동,일식,웨이팅,1,22_3
삼청동,서양식,맛있는,12,22_3
삼청동,서양식,친절한,9,22_3
삼청동,서양식,분위기,7,22_3
삼청동,서양식,파스타,4,22_3
삼청동,서양식,예쁜,3,22_3
삼청동,서양식,코스,3,22_3
삼청동,서양식,특별한,3,22_3
삼청동,서양식,인테리어,2,22_3
삼청동,서양식,웨이팅,1,22_3
삼청동,서양식,예약,1,22_3
삼청동,분식,맛있는,3,22_3
삼청동,분식,김밥,2,22_3
삼청동,분식,라면,2,22_3
삼청동,분식,테이블,1,22_3
삼청동,분식,친절한,1,22_3
삼청동,분식,만두,1,22_3
삼청동,분식,좁은,1,22_3
삼청동,분식,음료,1,22_3
삼청동,분식,와사비,1,22_3
삼청동,분식,늦은,1,22_3
삼청동,동남아시아,친절한,1,22_3
삼청동,동남아시아,식사,1,22_3
삼청동,동남아시아,설명,1,22_3
삼청동,동남아시아,서빙,1,22_3
삼청동,동남아시아,맛있는,1,22_3
삼청동,동남아시아,코스,1,22_3
삼청동,동남아시아,특별한,1,22_3
삼청동,동남아시아,예약,1,22_3
삼청동,동남아시아,저렴한,1,22_3
삼청동,동남아시아,베트남,1,22_3
가회동,한식,맛있는,41,22_3
가회동,한식,친절한,22,22_3
가회동,한식,반찬,5,22_3
가회동,한식,김치,5,22_3
가회동,한식,깔끔한,5,22_3
가회동,한식,비싼,4,22_3
가회동,한식,정식,3,22_3
가회동,한식,웨이팅,3,22_3
가회동,한식,쌈밥,2,22_3
가회동,한식,백반,2,22_3
가회동,패스트푸드,맛있는,10,22_3
가회동,패스트푸드,피자,4,22_3
가회동,패스트푸드,치킨,2,22_3
가회동,패스트푸드,친절한,2,22_3
가회동,패스트푸드,화덕,2,22_3
가회동,패스트푸드,신선한,2,22_3
가회동,패스트푸드,나들이,1,22_3
가회동,패스트푸드,야외,1,22_3
가회동,패스트푸드,샌드위치,1,22_3
가회동,패스트푸드,무난한,1,22_3
가회동,카페,맛있는,46,22_3
가회동,카페,커피,23,22_3
가회동,카페,친절한,18,22_3
가회동,카페,예쁜,11,22_3
가회동,카페,케이크,5,22_3
가회동,카페,빵,5,22_3
가회동,카페,빙수,4,22_3
가회동,카페,뷰,4,22_3
가회동,카페,웨이팅,3,22_3
가회동,카페,비싼,3,22_3
가회동,중식,친절한,1,22_3
가회동,중식,직장,1,22_3
가회동,중식,점심,1,22_3
가회동,중식,맛있는,1,22_3
가회동,중식,괜찮은,1,22_3
가회동,중식,혼밥,1,22_3
가회동,중식,빠른,1,22_3
가회동,중식,간짜장,1,22_3
가회동,중식,모임,1,22_3
가회동,중식,넓은,1,22_3
가회동,주점,맛있는,6,22_3
가회동,주점,분위기,2,22_3
가회동,주점,다양한,2,22_3
가회동,주점,친절한,2,22_3
가회동,주점,토요일,1,22_3
가회동,주점,넓은,1,22_3
가회동,주점,예쁜,1,22_3
가회동,주점,와인,1,22_3
가회동,주점,인테리어,1,22_3
가회동,주점,위스키,1,22_3
가회동,일식,맛있는,7,22_3
가회동,일식,친절한,4,22_3
가회동,일식,점심,2,22_3
가회동,일식,분위기,2,22_3
가회동,일식,우동,1,22_3
가회동,일식,예약,1,22_3
가회동,일식,세트,1,22_3
가회동,일식,특별한,1,22_3
가회동,일식,직장인,1,22_3
가회동,일식,쾌적한,1,22_3
가회동,서양식,맛있는,8,22_3
가회동,서양식,친절한,4,22_3
가회동,서양식,가성비,2,22_3
가회동,서양식,분위기,2,22_3
가회동,서양식,칵테일,1,22_3
가회동,서양식,청결한,1,22_3
가회동,서양식,주차,1,22_3
가회동,서양식,조용한,1,22_3
가회동,서양식,웨이팅,1,22_3
가회동,서양식,인테리어,1,22_3
가회동,분식,맛있는,4,22_3
가회동,분식,많은 양,2,22_3
가회동,분식,김밥,2,22_3
가회동,분식,순대,1,22_3
가회동,분식,라볶이,1,22_3
가회동,분식,떡볶이,1,22_3
가회동,분식,깔끔한,1,22_3
가회동,분식,아쉬운,1,22_3
가회동,분식,저렴한,1,22_3
가회동,분식,재료,1,22_3
가회동,동남아시아,맛있는,3,22_3
가회동,동남아시아,짜조,2,22_3
가회동,동남아시아,팟타이,2,22_3
가회동,동남아시아,커리,2,22_3
가회동,동남아시아,환기 안되는,1,22_3
가회동,동남아시아,지하,1,22_3
가회동,동남아시아,쌀국수,1,22_3
가회동,동남아시아,소스,1,22_3
가회동,동남아시아,현지,1,22_3
가회동,동남아시아,저렴한,1,22_3
신촌동,한식,맛있는,145,22_4
신촌동,한식,좋다,111,22_4
신촌동,한식,친절한,54,22_4
신촌동,한식,많다,40,22_4
신촌동,한식,고기,28,22_4
신촌동,한식,사장님,23,22_4
신촌동,한식,가성비,23,22_4
신촌동,한식,맛있게 먹다,14,22_4
신촌동,한식,볶음밥,14,22_4
신촌동,한식,맛집,11,22_4
신촌동,패스트푸드,맛있는,21,22_4
신촌동,패스트푸드,좋다,15,22_4
신촌동,패스트푸드,친절한,10,22_4
신촌동,패스트푸드,매장,7,22_4
신촌동,패스트푸드,피자,6,22_4
신촌동,패스트푸드,가성비,6,22_4
신촌동,패스트푸드,많다,4,22_4
신촌동,패스트푸드,치킨,4,22_4
신촌동,패스트푸드,도우,3,22_4
신촌동,패스트푸드,사장님,3,22_4
신촌동,카페,맛있는,110,22_4
신촌동,카페,좋다,95,22_4
신촌동,카페,커피,43,22_4
신촌동,카페,친절한,40,22_4
신촌동,카페,매장,22,22_4
신촌동,카페,음료,22,22_4
신촌동,카페,사장님,19,22_4
신촌동,카페,분위기,19,22_4
신촌동,카페,카페,19,22_4
신촌동,카페,많다,18,22_4
신촌동,중식,맛있는,32,22_4
신촌동,중식,좋다,27,22_4
신촌동,중식,마라탕,12,22_4
신촌동,중식,친절한,11,22_4
신촌동,중식,많다,11,22_4
신촌동,중식,탕수육,8,22_4
신촌동,중식,짬뽕,7,22_4
신촌동,중식,재료,6,22_4
신촌동,중식,신촌,6,22_4
신촌동,중식,깔끔한,4,22_4
신촌동,주점,좋다,46,22_4
신촌동,주점,맛있는,44,22_4
신촌동,주점,안주,27,22_4
신촌동,주점,친절한,21,22_4
신촌동,주점,분위기,21,22_4
신촌동,주점,분위기 좋다,11,22_4
신촌동,주점,가성비,9,22_4
신촌동,주점,맥주,8,22_4
신촌동,주점,다양한,7,22_4
신촌동,주점,칵테일,6,22_4
신촌동,일식,맛있는,39,22_4
신촌동,일식,좋다,31,22_4
신촌동,일식,친절한,17,22_4
신촌동,일식,많다,9,22_4
신촌동,일식,사장님,8,22_4
신촌동,일식,맛집,6,22_4
신촌동,일식,초밥,6,22_4
신촌동,일식,혼밥,6,22_4
신촌동,일식,깔끔한,5,22_4
신촌동,일식,카레,4,22_4
신촌동,서양식,맛있는,33,22_4
신촌동,서양식,좋다,30,22_4
신촌동,서양식,친절한,16,22_4
신촌동,서양식,분위기,14,22_4
신촌동,서양식,많다,13,22_4
신촌동,서양식,파스타,10,22_4
신촌동,서양식,사장님,6,22_4
신촌동,서양식,가성비,6,22_4
신촌동,서양식,스테이크,5,22_4
신촌동,서양식,돈까스,5,22_4
신촌동,분식,좋다,26,22_4
신촌동,분식,맛있는,25,22_4
신촌동,분식,김밥,8,22_4
신촌동,분식,떡볶이,8,22_4
신촌동,분식,친절한,7,22_4
신촌동,분식,맛집,6,22_4
신촌동,분식,가성비,5,22_4
신촌동,분식,많다,5,22_4
신촌동,분식,만두,3,22_4
신촌동,분식,포장,3,22_4
신촌동,동남아시아,맛있는,13,22_4
신촌동,동남아시아,좋다,11,22_4
신촌동,동남아시아,쌀국수,8,22_4
신촌동,동남아시아,국물,5,22_4
신촌동,동남아시아,많다,4,22_4
신촌동,동남아시아,가성비,4,22_4
신촌동,동남아시아,볶음밥,3,22_4
신촌동,동남아시아,친절한,3,22_4
신촌동,동남아시아,세트,2,22_4
신촌동,동남아시아,인도,2,22_4
성수2가제3동,한식,맛있는,132,22_4
성수2가제3동,한식,좋다,100,22_4
성수2가제3동,한식,친절한,54,22_4
성수2가제3동,한식,고기,26,22_4
성수2가제3동,한식,많다,26,22_4
성수2가제3동,한식,점심,22,22_4
성수2가제3동,한식,가성비,17,22_4
성수2가제3동,한식,깔끔한,15,22_4
성수2가제3동,한식,국물,15,22_4
성수2가제3동,한식,맛집,15,22_4
성수2가제3동,패스트푸드,맛있는,18,22_4
성수2가제3동,패스트푸드,좋다,16,22_4
성수2가제3동,패스트푸드,버거,7,22_4
성수2가제3동,패스트푸드,피자,5,22_4
성수2가제3동,패스트푸드,햄버거,5,22_4
성수2가제3동,패스트푸드,친절한,5,22_4
성수2가제3동,패스트푸드,주문,4,22_4
성수2가제3동,패스트푸드,매장,4,22_4
성수2가제3동,패스트푸드,도우,4,22_4
성수2가제3동,패스트푸드,분위기,3,22_4
성수2가제3동,카페,맛있는,85,22_4
성수2가제3동,카페,좋다,76,22_4
성수2가제3동,카페,커피,55,22_4
성수2가제3동,카페,친절한,34,22_4
성수2가제3동,카페,카페,24,22_4
성수2가제3동,카페,디저트,20,22_4
성수2가제3동,카페,분위기,18,22_4
성수2가제3동,카페,라떼,17,22_4
성수2가제3동,카페,음료,16,22_4
성수2가제3동,카페,예쁜,13,22_4
성수2가제3동,중식,맛있는,20,22_4
성수2가제3동,중식,좋다,19,22_4
성수2가제3동,중식,짬뽕,14,22_4
성수2가제3동,중식,탕수육,11,22_4
성수2가제3동,중식,친절한,6,22_4
성수2가제3동,중식,고기,5,22_4
성수2가제3동,중식,국물,5,22_4
성수2가제3동,중식,많다,4,22_4
성수2가제3동,중식,짜장면,4,22_4
성수2가제3동,중식,중식,4,22_4
성수2가제3동,주점,좋다,28,22_4
성수2가제3동,주점,맛있는,24,22_4
성수2가제3동,주점,분위기,11,22_4
성수2가제3동,주점,안주,10,22_4
성수2가제3동,주점,친절한,9,22_4
성수2가제3동,주점,많다,5,22_4
성수2가제3동,주점,술,5,22_4
성수2가제3동,주점,술집,4,22_4
성수2가제3동,주점,사장님,4,22_4
성수2가제3동,주점,볼,3,22_4
성수2가제3동,일식,맛있는,32,22_4
성수2가제3동,일식,좋다,30,22_4
성수2가제3동,일식,친절한,15,22_4
성수2가제3동,일식,많다,8,22_4
성수2가제3동,일식,우동,8,22_4
성수2가제3동,일식,가성비,6,22_4
성수2가제3동,일식,소바,5,22_4
성수2가제3동,일식,직원,5,22_4
성수2가제3동,일식,신선한,5,22_4
성수2가제3동,일식,라멘,4,22_4
성수2가제3동,서양식,맛있는,21,22_4
성수2가제3동,서양식,좋다,19,22_4
성수2가제3동,서양식,분위기,11,22_4
성수2가제3동,서양식,친절한,8,22_4
성수2가제3동,서양식,파스타,7,22_4
성수2가제3동,서양식,스테이크,6,22_4
성수2가제3동,서양식,많다,6,22_4
성수2가제3동,서양식,부드러운,4,22_4
성수2가제3동,서양식,예약,4,22_4
성수2가제3동,서양식,와인,4,22_4
성수2가제3동,분식,좋다,11,22_4
성수2가제3동,분식,맛있는,11,22_4
성수2가제3동,분식,김밥,5,22_4
성수2가제3동,분식,친절한,5,22_4
성수2가제3동,분식,많다,5,22_4
성수2가제3동,분식,점심,4,22_4
성수2가제3동,분식,직원,3,22_4
성수2가제3동,분식,혼밥,2,22_4
성수2가제3동,분식,떡볶이,2,22_4
성수2가제3동,분식,분식,2,22_4
성수2가제3동,동남아시아,맛있는,8,22_4
성수2가제3동,동남아시아,좋다,7,22_4
성수2가제3동,동남아시아,쌀국수,6,22_4
성수2가제3동,동남아시아,친절한,4,22_4
성수2가제3동,동남아시아,많다,3,22_4
성수2가제3동,동남아시아,커리,2,22_4
성수2가제3동,동남아시아,팟타이,2,22_4
성수2가제3동,동남아시아,향,2,22_4
성수2가제3동,동남아시아,베트남,2,22_4
성수2가제3동,동남아시아,스테이크,2,22_4
성수2가제1동,한식,맛있는,69,22_4
성수2가제1동,한식,좋다,52,22_4
성수2가제1동,한식,친절한,23,22_4
성수2가제1동,한식,많다,17,22_4
성수2가제1동,한식,가성비,15,22_4
성수2가제1동,한식,사장님,12,22_4
성수2가제1동,한식,맛집,11,22_4
성수2가제1동,한식,점심,9,22_4
성수2가제1동,한식,반찬,8,22_4
성수2가제1동,한식,밥,8,22_4
성수2가제1동,패스트푸드,좋다,15,22_4
성수2가제1동,패스트푸드,맛있는,15,22_4
성수2가제1동,패스트푸드,친절한,5,22_4
성수2가제1동,패스트푸드,치킨,5,22_4
성수2가제1동,패스트푸드,피자,5,22_4
성수2가제1동,패스트푸드,분위기,3,22_4
성수2가제1동,패스트푸드,버거,3,22_4
성수2가제1동,패스트푸드,매운,2,22_4
성수2가제1동,패스트푸드,새우,2,22_4
성수2가제1동,패스트푸드,사장님,2,22_4
성수2가제1동,카페,맛있는,55,22_4
성수2가제1동,카페,좋다,52,22_4
성수2가제1동,카페,커피,33,22_4
성수2가제1동,카페,친절한,30,22_4
성수2가제1동,카페,예쁜,12,22_4
성수2가제1동,카페,카페,11,22_4
성수2가제1동,카페,분위기,11,22_4
성수2가제1동,카페,매장,11,22_4
성수2가제1동,카페,디저트,10,22_4
성수2가제1동,카페,사장님,10,22_4
성수2가제1동,중식,좋다,7,22_4
성수2가제1동,중식,맛있는,6,22_4
성수2가제1동,중식,탕수육,4,22_4
성수2가제1동,중식,짬뽕,4,22_4
성수2가제1동,중식,밥,3,22_4
성수2가제1동,중식,많다,3,22_4
성수2가제1동,중식,중,2,22_4
성수2가제1동,중식,면,2,22_4
성수2가제1동,중식,사장님,2,22_4
성수2가제1동,중식,요리,2,22_4
성수2가제1동,주점,맛있는,20,22_4
성수2가제1동,주점,좋다,20,22_4
성수2가제1동,주점,친절한,14,22_4
성수2가제1동,주점,분위기,11,22_4
성수2가제1동,주점,안주,9,22_4
성수2가제1동,주점,사장님,7,22_4
성수2가제1동,주점,많다,5,22_4
성수2가제1동,주점,와인,4,22_4
성수2가제1동,주점,다양한,4,22_4
성수2가제1동,주점,맛집,3,22_4
성수2가제1동,일식,맛있는,9,22_4
성수2가제1동,일식,좋다,8,22_4
성수2가제1동,일식,친절한,4,22_4
성수2가제1동,일식,직원,3,22_4
성수2가제1동,일식,성수,3,22_4
성수2가제1동,일식,많다,3,22_4
성수2가제1동,일식,주문,2,22_4
성수2가제1동,일식,예약,2,22_4
성수2가제1동,일식,추가,2,22_4
성수2가제1동,일식,볼,2,22_4
성수2가제1동,서양식,좋다,19,22_4
성수2가제1동,서양식,맛있는,19,22_4
성수2가제1동,서양식,분위기,12,22_4
성수2가제1동,서양식,친절한,11,22_4
성수2가제1동,서양식,와인,6,22_4
성수2가제1동,서양식,파스타,6,22_4
성수2가제1동,서양식,성수동,5,22_4
성수2가제1동,서양식,사장님,5,22_4
성수2가제1동,서양식,가성비,3,22_4
성수2가제1동,서양식,뇨끼,3,22_4
성수2가제1동,분식,좋다,9,22_4
성수2가제1동,분식,맛있는,7,22_4
성수2가제1동,분식,친절한,4,22_4
성수2가제1동,분식,가성비,3,22_4
성수2가제1동,분식,회사,2,22_4
성수2가제1동,분식,신선한,2,22_4
성수2가제1동,분식,만두,2,22_4
성수2가제1동,분식,사장님,2,22_4
성수2가제1동,분식,디저트,2,22_4
성수2가제1동,분식,한가득,1,22_4
성수2가제1동,동남아시아,맛있는,5,22_4
성수2가제1동,동남아시아,좋다,5,22_4
성수2가제1동,동남아시아,친절한,3,22_4
성수2가제1동,동남아시아,팟타이,2,22_4
성수2가제1동,동남아시아,쌀국수,2,22_4
성수2가제1동,동남아시아,짜조,2,22_4
성수2가제1동,동남아시아,깔끔한,2,22_4
성수2가제1동,동남아시아,기분,1,22_4
성수2가제1동,동남아시아,랭,1,22_4
성수2가제1동,동남아시아,많다,1,22_4
성수1가제2동,한식,맛있는,95,22_4
성수1가제2동,한식,좋다,87,22_4
성수1가제2동,한식,친절한,34,22_4
성수1가제2동,한식,많다,25,22_4
성수1가제2동,한식,고기,23,22_4
성수1가제2동,한식,맛집,22,22_4
성수1가제2동,한식,점심,17,22_4
성수1가제2동,한식,사장님,15,22_4
성수1가제2동,한식,가성비,14,22_4
성수1가제2동,한식,깔끔한,12,22_4
성수1가제2동,패스트푸드,맛있는,28,22_4
성수1가제2동,패스트푸드,좋다,22,22_4
성수1가제2동,패스트푸드,많다,10,22_4
성수1가제2동,패스트푸드,친절한,9,22_4
성수1가제2동,패스트푸드,피자,7,22_4
성수1가제2동,패스트푸드,매장,6,22_4
성수1가제2동,패스트푸드,치킨,6,22_4
성수1가제2동,패스트푸드,포장,5,22_4
성수1가제2동,패스트푸드,소스,4,22_4
성수1가제2동,패스트푸드,바삭,3,22_4
성수1가제2동,카페,맛있는,113,22_4
성수1가제2동,카페,좋다,110,22_4
성수1가제2동,카페,커피,73,22_4
성수1가제2동,카페,친절한,43,22_4
성수1가제2동,카페,카페,35,22_4
성수1가제2동,카페,예쁜,34,22_4
성수1가제2동,카페,분위기,33,22_4
성수1가제2동,카페,라떼,24,22_4
성수1가제2동,카페,디저트,24,22_4
성수1가제2동,카페,케이크,20,22_4
성수1가제2동,중식,맛있는,10,22_4
성수1가제2동,중식,좋다,8,22_4
성수1가제2동,중식,많다,7,22_4
성수1가제2동,중식,국물,5,22_4
성수1가제2동,중식,면,5,22_4
성수1가제2동,중식,짬뽕,5,22_4
성수1가제2동,중식,볶음밥,3,22_4
성수1가제2동,중식,밥,2,22_4
성수1가제2동,중식,만두,2,22_4
성수1가제2동,중식,지짐,2,22_4
성수1가제2동,주점,좋다,23,22_4
성수1가제2동,주점,맛있는,20,22_4
성수1가제2동,주점,분위기,16,22_4
성수1가제2동,주점,친절한,16,22_4
성수1가제2동,주점,안주,8,22_4
성수1가제2동,주점,와인,7,22_4
성수1가제2동,주점,사장님,7,22_4
성수1가제2동,주점,예쁜,5,22_4
성수1가제2동,주점,다양한,5,22_4
성수1가제2동,주점,파스타,3,22_4
성수1가제2동,일식,맛있는,16,22_4
성수1가제2동,일식,좋다,15,22_4
성수1가제2동,일식,친절한,6,22_4
성수1가제2동,일식,많다,6,22_4
성수1가제2동,일식,우동,4,22_4
성수1가제2동,일식,맛집,4,22_4
성수1가제2동,일식,밥,4,22_4
성수1가제2동,일식,튀김,3,22_4
성수1가제2동,일식,깔끔한,3,22_4
성수1가제2동,일식,동,3,22_4
성수1가제2동,서양식,맛있는,38,22_4
성수1가제2동,서양식,좋다,37,22_4
성수1가제2동,서양식,친절한,18,22_4
성수1가제2동,서양식,파스타,16,22_4
성수1가제2동,서양식,분위기,15,22_4
성수1가제2동,서양식,와인,11,22_4
성수1가제2동,서양식,많다,8,22_4
성수1가제2동,서양식,좋아하다,7,22_4
성수1가제2동,서양식,스테이크,7,22_4
성수1가제2동,서양식,고기,7,22_4
성수1가제2동,분식,맛있는,12,22_4
성수1가제2동,분식,좋다,11,22_4
성수1가제2동,분식,김밥,8,22_4
성수1가제2동,분식,친절한,6,22_4
성수1가제2동,분식,떡볶이,4,22_4
성수1가제2동,분식,많다,2,22_4
성수1가제2동,분식,뚝섬역,2,22_4
성수1가제2동,분식,돈까스,2,22_4
성수1가제2동,분식,깔끔한,2,22_4
성수1가제2동,분식,주문,2,22_4
성수1가제2동,동남아시아,좋다,9,22_4
성수1가제2동,동남아시아,맛있는,9,22_4
성수1가제2동,동남아시아,쌀국수,8,22_4
성수1가제2동,동남아시아,국물,4,22_4
성수1가제2동,동남아시아,맛집,3,22_4
성수1가제2동,동남아시아,많다,3,22_4
성수1가제2동,동남아시아,튀김,3,22_4
성수1가제2동,동남아시아,인테리어,2,22_4
성수1가제2동,동남아시아,깔끔한,2,22_4
성수1가제2동,동남아시아,사장님,2,22_4
성수1가제1동,한식,맛있는,23,22_4
성수1가제1동,한식,좋다,17,22_4
성수1가제1동,한식,친절한,8,22_4
성수1가제1동,한식,사장님,5,22_4
성수1가제1동,한식,깔끔한,4,22_4
성수1가제1동,한식,가성비,3,22_4
성수1가제1동,한식,국물,3,22_4
성수1가제1동,한식,고기,3,22_4
성수1가제1동,한식,칼국수,2,22_4
성수1가제1동,한식,볶음,2,22_4
성수1가제1동,패스트푸드,맛있는,12,22_4
성수1가제1동,패스트푸드,좋다,9,22_4
성수1가제1동,패스트푸드,친절한,4,22_4
성수1가제1동,패스트푸드,피자,3,22_4
성수1가제1동,패스트푸드,분위기,3,22_4
성수1가제1동,패스트푸드,중,2,22_4
성수1가제1동,패스트푸드,버거,2,22_4
성수1가제1동,패스트푸드,맥주,2,22_4
성수1가제1동,패스트푸드,매장,2,22_4
성수1가제1동,패스트푸드,사장님,2,22_4
성수1가제1동,카페,맛있는,42,22_4
성수1가제1동,카페,좋다,38,22_4
성수1가제1동,카페,커피,24,22_4
성수1가제1동,카페,친절한,17,22_4
성수1가제1동,카페,카페,11,22_4
성수1가제1동,카페,분위기,8,22_4
성수1가제1동,카페,넓은,8,22_4
성수1가제1동,카페,매장,8,22_4
성수1가제1동,카페,디저트,8,22_4
성수1가제1동,카페,사장님,7,22_4
성수1가제1동,중식,좋다,4,22_4
성수1가제1동,중식,맛있는,4,22_4
성수1가제1동,중식,친절한,3,22_4
성수1가제1동,중식,탕수육,3,22_4
성수1가제1동,중식,짜장면,2,22_4
성수1가제1동,중식,많다,2,22_4
성수1가제1동,중식,밥,2,22_4
성수1가제1동,중식,가지,1,22_4
성수1가제1동,중식,괜찮다,1,22_4
성수1가제1동,중식,국물,1,22_4
성수1가제1동,주점,좋다,12,22_4
성수1가제1동,주점,맛있는,11,22_4
성수1가제1동,주점,분위기,7,22_4
성수1가제1동,주점,와인,6,22_4
성수1가제1동,주점,친절한,6,22_4
성수1가제1동,주점,안주,4,22_4
성수1가제1동,주점,다양한,3,22_4
성수1가제1동,주점,예약,2,22_4
성수1가제1동,주점,사람,2,22_4
성수1가제1동,주점,추천,2,22_4
성수1가제1동,일식,맛있는,11,22_4
성수1가제1동,일식,좋다,10,22_4
성수1가제1동,일식,친절한,7,22_4
성수1가제1동,일식,라멘,4,22_4
성수1가제1동,일식,깔끔한,4,22_4
성수1가제1동,일식,직원,3,22_4
성수1가제1동,일식,분위기,3,22_4
성수1가제1동,일식,돈까스,3,22_4
성수1가제1동,일식,매장,3,22_4
성수1가제1동,일식,주다,2,22_4
성수1가제1동,서양식,좋다,13,22_4
성수1가제1동,서양식,맛있는,12,22_4
성수1가제1동,서양식,친절한,6,22_4
성수1가제1동,서양식,많다,6,22_4
성수1가제1동,서양식,파스타,4,22_4
성수1가제1동,서양식,분위기,4,22_4
성수1가제1동,서양식,와인,4,22_4
성수1가제1동,서양식,사장님,3,22_4
성수1가제1동,서양식,예쁜,3,22_4
성수1가제1동,서양식,직원,3,22_4
성수1가제1동,분식,좋다,5,22_4
성수1가제1동,분식,맛있는,5,22_4
성수1가제1동,분식,김밥,4,22_4
성수1가제1동,분식,주문,2,22_4
성수1가제1동,분식,서울숲,2,22_4
성수1가제1동,분식,많다,2,22_4
성수1가제1동,분식,깔끔한,2,22_4
성수1가제1동,분식,국물,2,22_4
성수1가제1동,분식,사람,1,22_4
성수1가제1동,분식,성수동,1,22_4
성수1가제1동,동남아시아,좋다,5,22_4
성수1가제1동,동남아시아,맛있는,5,22_4
성수1가제1동,동남아시아,친절한,3,22_4
성수1가제1동,동남아시아,쌀국수,3,22_4
성수1가제1동,동남아시아,많다,2,22_4
성수1가제1동,동남아시아,짜다,2,22_4
성수1가제1동,동남아시아,똠양꿍,1,22_4
성수1가제1동,동남아시아,랭,1,22_4
성수1가제1동,동남아시아,따뜻한,1,22_4
성수1가제1동,동남아시아,더러운,1,22_4
삼청동,한식,맛있는,37,22_4
삼청동,한식,좋다,30,22_4
삼청동,한식,친절한,8,22_4
삼청동,한식,반찬,8,22_4
삼청동,한식,많다,7,22_4
삼청동,한식,삼청동,7,22_4
삼청동,한식,사장,7,22_4
삼청동,한식,직원,6,22_4
삼청동,한식,고기,5,22_4
삼청동,한식,맛집,5,22_4
삼청동,패스트푸드,친절한,3,22_4
삼청동,패스트푸드,좋다,3,22_4
삼청동,패스트푸드,맛있는,3,22_4
삼청동,패스트푸드,칩,1,22_4
삼청동,패스트푸드,휘핑크림,1,22_4
삼청동,패스트푸드,흑임자,1,22_4
삼청동,패스트푸드,소스,1,22_4
삼청동,패스트푸드,쫀쫀하,1,22_4
삼청동,패스트푸드,직원,1,22_4
삼청동,패스트푸드,인테리어,1,22_4
삼청동,카페,좋다,47,22_4
삼청동,카페,맛있는,46,22_4
삼청동,카페,커피,26,22_4
삼청동,카페,친절한,17,22_4
삼청동,카페,분위기,15,22_4
삼청동,카페,카페,15,22_4
삼청동,카페,많다,9,22_4
삼청동,카페,사장,9,22_4
삼청동,카페,인테리어,7,22_4
삼청동,카페,빙수,7,22_4
삼청동,중식,좋다,3,22_4
삼청동,중식,맛있는,3,22_4
삼청동,중식,탕수육,2,22_4
삼청동,중식,단체,1,22_4
삼청동,중식,딤섬,1,22_4
삼청동,중식,마감,1,22_4
삼청동,중식,맛집,1,22_4
삼청동,중식,모임,1,22_4
삼청동,중식,모시,1,22_4
삼청동,중식,누가,1,22_4
삼청동,주점,좋다,5,22_4
삼청동,주점,분위기,4,22_4
삼청동,주점,맛있는,3,22_4
삼청동,주점,맥주,2,22_4
삼청동,주점,다양한,2,22_4
삼청동,주점,와인,2,22_4
삼청동,주점,술,1,22_4
삼청동,주점,밤,1,22_4
삼청동,주점,고기,1,22_4
삼청동,주점,근데,1,22_4
삼청동,일식,맛있는,2,22_4
삼청동,일식,돈코츠,1,22_4
삼청동,일식,디너,1,22_4
삼청동,일식,덮다,1,22_4
삼청동,일식,라멘,1,22_4
삼청동,일식,국물,1,22_4
삼청동,일식,많다,1,22_4
삼청동,일식,단점,1,22_4
삼청동,일식,런치,1,22_4
삼청동,일식,매운,1,22_4
삼청동,서양식,좋다,14,22_4
삼청동,서양식,맛있는,12,22_4
삼청동,서양식,친절한,7,22_4
삼청동,서양식,분위기,7,22_4
삼청동,서양식,파스타,6,22_4
삼청동,서양식,직원,5,22_4
삼청동,서양식,스테이크,4,22_4
삼청동,서양식,많다,3,22_4
삼청동,서양식,피자,3,22_4
삼청동,서양식,치즈,2,22_4
삼청동,분식,좋다,3,22_4
삼청동,분식,맛있는,3,22_4
삼청동,분식,친절한,2,22_4
삼청동,분식,김밥,2,22_4
삼청동,분식,국수,1,22_4
삼청동,분식,그렇다,1,22_4
삼청동,분식,나물,1,22_4
삼청동,분식,냉면,1,22_4
삼청동,분식,들어가다,1,22_4
삼청동,분식,라면,1,22_4
삼청동,동남아시아,좋다,1,22_4
삼청동,동남아시아,친절한,1,22_4
삼청동,동남아시아,코스,1,22_4
삼청동,동남아시아,특별한,1,22_4
삼청동,동남아시아,식사,1,22_4
