행정동,업종,키워드,카운트,분기
삼청동,동남아시아,스테이크,1,22_4
삼청동,동남아시아,맛있는,1,22_4
삼청동,동남아시아,분위기,1,22_4
삼청동,동남아시아,요리,1,22_4
삼청동,동남아시아,예약,1,22_4
가회동,한식,맛있는,41,22_4
가회동,한식,좋다,36,22_4
가회동,한식,친절한,21,22_4
가회동,한식,반찬,8,22_4
가회동,한식,고기,8,22_4
가회동,한식,깔끔한,7,22_4
가회동,한식,많다,6,22_4
가회동,한식,밥,6,22_4
가회동,한식,볶음밥,5,22_4
가회동,한식,사장,5,22_4
가회동,패스트푸드,맛있는,9,22_4
가회동,패스트푸드,피자,4,22_4
가회동,패스트푸드,좋다,4,22_4
가회동,패스트푸드,샐러드,3,22_4
가회동,패스트푸드,화덕,2,22_4
가회동,패스트푸드,베이컨,2,22_4
가회동,패스트푸드,분위기,2,22_4
가회동,패스트푸드,생각,2,22_4
가회동,패스트푸드,직원,2,22_4
가회동,패스트푸드,최고,2,22_4
가회동,카페,맛있는,45,22_4
가회동,카페,좋다,42,22_4
가회동,카페,커피,20,22_4
가회동,카페,친절한,16,22_4
가회동,카페,분위기,16,22_4
가회동,카페,카페,14,22_4
가회동,카페,예쁜,11,22_4
가회동,카페,많다,9,22_4
가회동,카페,음료,7,22_4
가회동,카페,디저트,7,22_4
가회동,중식,맛있는,1,22_4
가회동,중식,빨리,1,22_4
가회동,중식,빨리 나오다,1,22_4
가회동,중식,신선한,1,22_4
가회동,중식,신선한 보다,1,22_4
가회동,중식,재료,1,22_4
가회동,중식,좋다,1,22_4
가회동,중식,직원,1,22_4
가회동,중식,친절한,1,22_4
가회동,중식,혼밥,1,22_4
가회동,주점,좋다,6,22_4
가회동,주점,맛있는,3,22_4
가회동,주점,주다,2,22_4
가회동,주점,안주,2,22_4
가회동,주점,사장,1,22_4
가회동,주점,술집,1,22_4
가회동,주점,스콘,1,22_4
가회동,주점,예정,1,22_4
가회동,주점,올라오다,1,22_4
가회동,주점,와인,1,22_4
가회동,일식,맛있는,7,22_4
가회동,일식,좋다,5,22_4
가회동,일식,친절한,3,22_4
가회동,일식,돈까스,3,22_4
가회동,일식,안심,2,22_4
가회동,일식,괜찮다,2,22_4
가회동,일식,가볍다,1,22_4
가회동,일식,카츠,1,22_4
가회동,일식,토핑,1,22_4
가회동,일식,특별한,1,22_4
가회동,서양식,맛있는,9,22_4
가회동,서양식,좋다,7,22_4
가회동,서양식,친절한,6,22_4
가회동,서양식,직원,4,22_4
가회동,서양식,많다,2,22_4
가회동,서양식,근데,2,22_4
가회동,서양식,손님,2,22_4
가회동,서양식,사장,2,22_4
가회동,서양식,밥,2,22_4
가회동,서양식,특별한,2,22_4
가회동,분식,김밥,3,22_4
가회동,분식,맛있는,3,22_4
가회동,분식,좋다,3,22_4
가회동,분식,적다,2,22_4
가회동,분식,혼밥,1,22_4
가회동,분식,잡고,1,22_4
가회동,분식,정갈하다,1,22_4
가회동,분식,젖다,1,22_4
가회동,분식,종류,1,22_4
가회동,분식,주다,1,22_4
가회동,동남아시아,맛있는,3,22_4
가회동,동남아시아,좋다,3,22_4
가회동,동남아시아,커리,2,22_4
가회동,동남아시아,팟타이,2,22_4
가회동,동남아시아,볶음밥,2,22_4
가회동,동남아시아,개,1,22_4
가회동,동남아시아,단점,1,22_4
가회동,동남아시아,많다,1,22_4
가회동,동남아시아,맛집,1,22_4
가회동,동남아시아,뭔가,1,22_4
