상가업소번호,가게명,원래이름,리뷰,리뷰날짜,제거리뷰,review_tfidf,keyword
0,다운타우너안국점,다운타우너 안국점,패티도 맛있고 번도 쫀득하니 맛있어요,2023-2-8,패티도 맛있고 번도 쫀득하니 맛있어요,['맛있고' '맛있고 번도' '맛있어요' '번도' '번도 쫀득하니' '쫀득하니' '쫀득하니 맛있어요' '패티도' '패티도 맛있고'],"['맛있어요', '맛있고', '쫀득하니 맛있어요', '맛있고 번도', '패티도 맛있고']"
0,다운타우너안국점,다운타우너 안국점,기대보단 그저 그랬지만 빵이 버터리해서 맛있었다. 먹다보면 좀 느끼한 감은 있었지만 적당히 맛있는 수제버거.,2022-10-1,기대보단 그저 그랬지만 빵이 버터리해서 맛있었다 먹다보면 좀 느끼한 감은 있었지만 적당히 맛있는 수제버거,"['감은' '감은 있었지만' '그랬지만' '그랬지만 빵이' '그저' '그저 그랬지만' '기대보단' '기대보단 그저' '느끼한'
 '느끼한 감은' '맛있는' '맛있는 수제버거' '맛있었다' '맛있었다 먹다보면' '먹다보면' '먹다보면 느끼한' '버터리해서'
 '버터리해서 맛있었다' '빵이' '빵이 버터리해서' '수제버거' '있었지만' '있었지만 적당히' '적당히' '적당히 맛있는']","['빵이', '맛있었다 먹다보면', '그랬지만 빵이', '빵이 버터리해서', '버터리해서 맛있었다']"
0,다운타우너안국점,다운타우너 안국점,여전히 웨이팅이 있는편 버거가 느끼하지 않고 멋있고 감튀 짱맛 한옥 구조를 살린 인테리어,2022-10-3,여전히 웨이팅이 있는편 버거가 느끼하지 않고 멋있고 감튀 짱맛 한옥 구조를 살린 인테리어,"['감튀' '감튀 짱맛' '구조를' '구조를 살린' '느끼하지' '느끼하지 않고' '멋있고' '멋있고 감튀' '버거가'
 '버거가 느끼하지' '살린' '살린 인테리어' '않고' '않고 멋있고' '여전히' '여전히 웨이팅이' '웨이팅이'
 '웨이팅이 있는편' '인테리어' '있는편' '있는편 버거가' '짱맛' '짱맛 한옥' '한옥' '한옥 구조를']","['멋있고 감튀', '구조를', '짱맛 한옥', '짱맛', '감튀 짱맛']"
0,다운타우너안국점,다운타우너 안국점,매장 식사는 웨이팅 무조건 해야하는 정도의 인기.. 포장은 바로 주문가능함,2022-10-4,매장 식사는 웨이팅 무조건 해야하는 정도의 인기 포장은 바로 주문가능함,"['매장' '매장 식사는' '무조건' '무조건 해야하는' '바로' '바로 주문가능함' '식사는' '식사는 웨이팅' '웨이팅'
 '웨이팅 무조건' '인기' '인기 포장은' '정도의' '정도의 인기' '주문가능함' '포장은' '포장은 바로' '해야하는'
 '해야하는 정도의']","['포장은 바로', '식사는', '매장 식사는', '인기 포장은', '식사는 웨이팅']"
0,다운타우너안국점,다운타우너 안국점,안국에 위치한 다운타우너여전히 맛있고 고구마 프라이즈가 진짜 맛있다,2022-10-1,안국에 위치한 다운타우너여전히 맛있고 고구마 프라이즈가 진짜 맛있다,"['고구마' '고구마 프라이즈가' '다운타우너여전히' '다운타우너여전히 맛있고' '맛있고' '맛있고 고구마' '맛있다' '안국에'
 '안국에 위치한' '위치한' '위치한 다운타우너여전히' '진짜' '진짜 맛있다' '프라이즈가' '프라이즈가 진짜']","['맛있고 고구마', '맛있고', '맛있다', '진짜 맛있다', '다운타우너여전히 맛있고']"
0,다운타우너안국점,다운타우너 안국점,가장 좋아하는 버거집 ?? 특히 트러플 버거는 트러플 향이 찐하게 나서 매번 만족하면서 먹구있어용프라이즈도 다양하고 스파이시 치폴레 프라이즈가 살짝 매콤하면서 느끼한 햄버거 맛을 잡아주는 것 같아욥.. 쓰는데 또 먹구싶다.,2021-12-18,가장 좋아하는 버거집  특히 트러플 버거는 트러플 향이 찐하게 나서 매번 만족하면서 먹구있어용프라이즈도 다양하고 스파이시 치폴레 프라이즈가 살짝 매콤하면서 느끼한 햄버거 맛을 잡아주는 것 같아욥 쓰는데 또 먹구싶다,"['가장' '가장 좋아하는' '같아욥' '같아욥 쓰는데' '나서' '나서 매번' '느끼한' '느끼한 햄버거' '다양하고'
 '다양하고 스파이시' '만족하면서' '만족하면서 먹구있어용프라이즈도' '맛을' '맛을 잡아주는' '매번' '매번 만족하면서'
 '매콤하면서' '매콤하면서 느끼한' '먹구싶다' '먹구있어용프라이즈도' '먹구있어용프라이즈도 다양하고' '버거는' '버거는 트러플'
 '버거집' '버거집 특히' '살짝' '살짝 매콤하면서' '스파이시' '스파이시 치폴레' '쓰는데' '쓰는데 먹구싶다' '잡아주는'
 '잡아주는 같아욥' '좋아하는' '좋아하는 버거집' '찐하게' '찐하게 나서' '치폴레' '치폴레 프라이즈가' '트러플'
 '트러플 버거는' '트러플 향이' '특히' '특히 트러플' '프라이즈가' '프라이즈가 살짝' '햄버거' '햄버거 맛을' '향이'
 '향이 찐하게']","['버거는 트러플', '좋아하는 버거집', '햄버거', '느끼한 햄버거', '햄버거 맛을']"
0,다운타우너안국점,다운타우너 안국점,"수제버거로 상당히 유명한 다운타우너의 안국점으로 지역적 특성상 한옥과 양실이 결합된 묘한 익스/인테리어를 하고 있다자리잡고, 주문하고(선불), 자리에 앉아 있으면 번호표를 보고 서빙해 주는 시스템클래식한 메뉴인 베이컨치즈버거, 대표메뉴인 아보카도버거를 하나씩 주문하고프렌치 프라이와 코카콜라(특이하게도 탄산 주문시 브랜드별로 주문 가능하다)를 골랐다얼마 지나지 않아 서빙되어 나온 버거는 손에 들고 먹을 수 있는 정도의 적당한 크기였고패티도, 번도, 야채도 맛있었다 (+감튀도)후추가 좀 들어갔는지 전반적으로 후추맛이 나고 살짝 매콤했는데느끼하고 비린 패티맛을 잡아 주고 한국사람 입맛에 맞추려는 의도였던 것 같은데 내 입맛으로는 거슬릴 정도로 과하지는 않았던 것 같다가장 기본인 치즈버거가 6.8천원, 베이컨치즈버거가 7.8천원, 아보카도버거가 9.3천원으로 대략 8~9천원 정도감자튀김은 오리지널이 4.3천원, 치즈 프라이가 5,3천원, 음료는 탄산이 2,5천원으로 가성비도 괜찮은 편이다세트메뉴가 없는 점과 후추맛을 조금만 줄였으면 하는 아쉬움이 살짝 있다, ""재방률 90%. 간만에 느껴보는 반가운 수제버거tipㅡ치킨 먹을만함 바삭바삭하니 굳. 다만 이것도 많은 량 기대말것.. 간만에 먹어보는 맛 좋은 수제버거다. 체인점이긴하지만.. 어쨌거나 앞에 수제 자를 붙여서 이렇게 맛있게 먹은 버거는 이게 거의 처음인듯 하다. 아마도.. 버거킹이 생각 안 나는 수제버거는 처음이야@@ 단점으로는 량은 좀 적은 편인데 가격은 상당한편. 그래도 맛있으니 자주는 아니여도 아주 가끔 시켜먹을만 하다. 맛은 정말 좋은데 가격이..어우야 암튼 내 기준 버거킹보다 맛있으면 버거맛집이므로 별 5개 주는 바이다@@"", ""다운타우너의 4번째 지점.북촌한옥마을이 가까운 지역적 위치상 여기도 한옥을 개조해서 매장으로 사용하고 있는 듯 하다.브레이크 타임이 없어 평일 오후 2-3시쯤 갔더니 대기 없이 바로 입장이 가능했지만, 식사 시간 대나 주말에는 웨이팅이 좀 있는 듯. 입장하자마자 직원이 메뉴판을 건네주는데, 자리부터 잡고 편하게 스캔한 뒤 직접 가서 주문하면 된다.주문한 음식은 자리까지 가져다준다.다운타우너의 대표 메뉴인 아보카도 버거를 주문했으며, 단품만 있고 세트 구성을 따로 판매하지는 않는다.비주얼이 예쁘고 아보카도가 풍성하게 들어가있는 것은 장점.하지만 의외로 맛은 좀 밋밋했다.패티 씹히는 질감이 많이 나는 것도 아니고, 간도 순한 편이었으며, 그릴드 어니언은 겉만 살짝 구워서 생양파에 가까운 수준.맛이 없다고는 할 수 없지만, 딱히 이런 맛이다 싶을 정도의 인상을 남기지는 못했다.다시 다운타우너를 간다면 굳이 이 버거를 다시 시키지는 않을 거 같다.""",2021-2-22,수제버거로 상당히 유명한 다운타우너의 안국점으로 지역적 특성상 한옥과 양실이 결합된 묘한 익스인테리어를 하고 있다자리잡고 주문하고선불 자리에 앉아 있으면 번호표를 보고 서빙해 주는 시스템클래식한 메뉴인 베이컨치즈버거 대표메뉴인 아보카도버거를 하나씩 주문하고프렌치 프라이와 코카콜라특이하게도 탄산 주문시 브랜드별로 주문 가능하다를 골랐다얼마 지나지 않아 서빙되어 나온 버거는 손에 들고 먹을 수 있는 정도의 적당한 크기였고패티도 번도 야채도 맛있었다 감튀도후추가 좀 들어갔는지 전반적으로 후추맛이 나고 살짝 매콤했는데느끼하고 비린 패티맛을 잡아 주고 한국사람 입맛에 맞추려는 의도였던 것 같은데 내 입맛으로는 거슬릴 정도로 과하지는 않았던 것 같다가장 기본인 치즈버거가 68천원 베이컨치즈버거가 78천원 아보카도버거가 93천원으로 대략 89천원 정도감자튀김은 오리지널이 43천원 치즈 프라이가 53천원 음료는 탄산이 25천원으로 가성비도 괜찮은 편이다세트메뉴가 없는 점과 후추맛을 조금만 줄였으면 하는 아쉬움이 살짝 있다 재방률 90 간만에 느껴보는 반가운 수제버거tip치킨 먹을만함 바삭바삭하니 굳 다만 이것도 많은 량 기대말것 간만에 먹어보는 맛 좋은 수제버거다 체인점이긴하지만 어쨌거나 앞에 수제 자를 붙여서 이렇게 맛있게 먹은 버거는 이게 거의 처음인듯 하다 아마도 버거킹이 생각 안 나는 수제버거는 처음이야 단점으로는 량은 좀 적은 편인데 가격은 상당한편 그래도 맛있으니 자주는 아니여도 아주 가끔 시켜먹을만 하다 맛은 정말 좋은데 가격이어우야 암튼 내 기준 버거킹보다 맛있으면 버거맛집이므로 별 5개 주는 바이다 다운타우너의 4번째 지점북촌한옥마을이 가까운 지역적 위치상 여기도 한옥을 개조해서 매장으로 사용하고 있는 듯 하다브레이크 타임이 없어 평일 오후 23시쯤 갔더니 대기 없이 바로 입장이 가능했지만 식사 시간 대나 주말에는 웨이팅이 좀 있는 듯 입장하자마자 직원이 메뉴판을 건네주는데 자리부터 잡고 편하게 스캔한 뒤 직접 가서 주문하면 된다주문한 음식은 자리까지 가져다준다다운타우너의 대표 메뉴인 아보카도 버거를 주문했으며 단품만 있고 세트 구성을 따로 판매하지는 않는다비주얼이 예쁘고 아보카도가 풍성하게 들어가있는 것은 장점하지만 의외로 맛은 좀 밋밋했다패티 씹히는 질감이 많이 나는 것도 아니고 간도 순한 편이었으며 그릴드 어니언은 겉만 살짝 구워서 생양파에 가까운 수준맛이 없다고는 할 수 없지만 딱히 이런 맛이다 싶을 정도의 인상을 남기지는 못했다다시 다운타우너를 간다면 굳이 이 버거를 다시 시키지는 않을 거 같다,"['23시쯤' '23시쯤 갔더니' '25천원으로' '25천원으로 가성비도' '43천원' '43천원 치즈' '4번째'
 '4번째 지점북촌한옥마을이' '53천원' '53천원 음료는' '5개' '5개 주는' '68천원' '68천원 베이컨치즈버거가'
 '78천원' '78천원 아보카도버거가' '89천원' '89천원 정도감자튀김은' '90' '90 간만에' '93천원으로'
 '93천원으로 대략' '가격은' '가격은 상당한편' '가격이어우야' '가격이어우야 암튼' '가까운' '가까운 수준맛이'
 '가까운 지역적' '가끔' '가끔 시켜먹을만' '가능하다를' '가능하다를 골랐다얼마' '가능했지만' '가능했지만 식사' '가서'
 '가서 주문하면' '가성비도' '가성비도 괜찮은' '가져다준다다운타우너의' '가져다준다다운타우너의 대표' '간다면' '간다면 굳이'
 '간도' '간도 순한' '간만에' '간만에 느껴보는' '간만에 먹어보는' '감튀도후추가' '감튀도후추가 들어갔는지' '갔더니'
 '갔더니 대기' '같다' '같다가장' '같다가장 기본인' '같은데' '같은데 입맛으로는' '개조해서' '개조해서 매장으로'
 '거슬릴' '거슬릴 정도로' '거의' '거의 처음인듯' '건네주는데' '건네주는데 자리부터' '것도' '것도 아니고' '것은'
 '것은 장점하지만' '겉만' '겉만 살짝' '결합된' '결합된 묘한' '골랐다얼마' '골랐다얼마 지나지' '과하지는'
 '과하지는 않았던' '괜찮은' '괜찮은 편이다세트메뉴가' '구성을' '구성을 따로' '구워서' '구워서 생양파에' '굳이'
 '굳이 버거를' '그래도' '그래도 맛있으니' '그릴드' '그릴드 어니언은' '기대말것' '기대말것 간만에' '기본인'
 '기본인 치즈버거가' '기준' '기준 버거킹보다' '나고' '나고 살짝' '나는' '나는 것도' '나는 수제버거는' '나온'
 '나온 버거는' '남기지는' '남기지는 못했다다시' '느껴보는' '느껴보는 반가운' '다만' '다만 이것도' '다시'
 '다시 시키지는' '다운타우너를' '다운타우너를 간다면' '다운타우너의' '다운타우너의 4번째' '다운타우너의 안국점으로'
 '단점으로는' '단점으로는 량은' '단품만' '단품만 있고' '대기' '대기 없이' '대나' '대나 주말에는' '대략'
 '대략 89천원' '대표' '대표 메뉴인' '대표메뉴인' '대표메뉴인 아보카도버거를' '된다주문한' '된다주문한 음식은' '들고'
 '들고 먹을' '들어가있는' '들어가있는 것은' '들어갔는지' '들어갔는지 전반적으로' '따로' '따로 판매하지는' '딱히'
 '딱히 이런' '량은' '량은 적은' '많은' '많은 기대말것' '많이' '많이 나는' '맛은' '맛은 밋밋했다패티' '맛은 정말'
 '맛이다' '맛이다 싶을' '맛있게' '맛있게 먹은' '맛있었다' '맛있었다 감튀도후추가' '맛있으니' '맛있으니 자주는'
 '맛있으면' '맛있으면 버거맛집이므로' '맞추려는' '맞추려는 의도였던' '매장으로' '매장으로 사용하고' '매콤했는데느끼하고'
 '매콤했는데느끼하고 비린' '먹어보는' '먹어보는 좋은' '먹은' '먹은 버거는' '먹을' '먹을 있는' '먹을만함'
 '먹을만함 바삭바삭하니' '메뉴인' '메뉴인 베이컨치즈버거' '메뉴인 아보카도' '메뉴판을' '메뉴판을 건네주는데' '못했다다시'
 '못했다다시 다운타우너를' '묘한' '묘한 익스인테리어를' '밋밋했다패티' '밋밋했다패티 씹히는' '바로' '바로 입장이'
 '바삭바삭하니' '바삭바삭하니 다만' '바이다' '바이다 다운타우너의' '반가운' '반가운 수제버거tip치킨' '버거는'
 '버거는 손에' '버거는 이게' '버거를' '버거를 다시' '버거를 주문했으며' '버거맛집이므로' '버거맛집이므로 5개'
 '버거킹보다' '버거킹보다 맛있으면' '버거킹이' '버거킹이 생각' '번도' '번도 야채도' '번호표를' '번호표를 보고'
 '베이컨치즈버거' '베이컨치즈버거 대표메뉴인' '베이컨치즈버거가' '베이컨치즈버거가 78천원' '보고' '보고 서빙해' '붙여서'
 '붙여서 이렇게' '브랜드별로' '브랜드별로 주문' '비린' '비린 패티맛을' '사용하고' '사용하고 있는' '살짝'
 '살짝 구워서' '살짝 매콤했는데느끼하고' '살짝 있다' '상당한편' '상당한편 그래도' '상당히' '상당히 유명한' '생각'
 '생각 나는' '생양파에' '생양파에 가까운' '서빙되어' '서빙되어 나온' '서빙해' '서빙해 주는' '세트' '세트 구성을'
 '손에' '손에 들고' '수제' '수제 자를' '수제버거tip치킨' '수제버거tip치킨 먹을만함' '수제버거는'
 '수제버거는 처음이야' '수제버거다' '수제버거다 체인점이긴하지만' '수제버거로' '수제버거로 상당히' '수준맛이'
 '수준맛이 없다고는' '순한' '순한 편이었으며' '스캔한' '스캔한 직접' '시간' '시간 대나' '시스템클래식한'
 '시스템클래식한 메뉴인' '시켜먹을만' '시켜먹을만 하다' '시키지는' '시키지는 않을' '식사' '식사 시간' '싶을'
 '싶을 정도의' '씹히는' '씹히는 질감이' '아니고' '아니고 간도' '아니여도' '아니여도 아주' '아마도' '아마도 버거킹이'
 '아보카도' '아보카도 버거를' '아보카도가' '아보카도가 풍성하게' '아보카도버거가' '아보카도버거가 93천원으로'
 '아보카도버거를' '아보카도버거를 하나씩' '아쉬움이' '아쉬움이 살짝' '아주' '아주 가끔' '안국점으로' '안국점으로 지역적'
 '앉아' '앉아 있으면' '않는다비주얼이' '않는다비주얼이 예쁘고' '않아' '않아 서빙되어' '않았던' '않았던 같다가장'
 '않을' '않을 같다' '암튼' '암튼 기준' '앞에' '앞에 수제' '야채도' '야채도 맛있었다' '양실이' '양실이 결합된'
 '어니언은' '어니언은 겉만' '어쨌거나' '어쨌거나 앞에' '없는' '없는 점과' '없다고는' '없다고는 없지만' '없어'
 '없어 평일' '없이' '없이 바로' '없지만' '없지만 딱히' '여기도' '여기도 한옥을' '예쁘고' '예쁘고 아보카도가'
 '오리지널이' '오리지널이 43천원' '오후' '오후 23시쯤' '웨이팅이' '웨이팅이 있는' '위치상' '위치상 여기도'
 '유명한' '유명한 다운타우너의' '음료는' '음료는 탄산이' '음식은' '음식은 자리까지' '의도였던' '의도였던 같은데'
 '의외로' '의외로 맛은' '이것도' '이것도 많은' '이게' '이게 거의' '이런' '이런 맛이다' '이렇게' '이렇게 맛있게'
 '익스인테리어를' '익스인테리어를 하고' '인상을' '인상을 남기지는' '입맛에' '입맛에 맞추려는' '입맛으로는'
 '입맛으로는 거슬릴' '입장이' '입장이 가능했지만' '입장하자마자' '입장하자마자 직원이' '있고' '있고 세트' '있는'
 '있는 입장하자마자' '있는 정도의' '있는 하다브레이크' '있다' '있다 재방률' '있다자리잡고' '있다자리잡고 주문하고선불'
 '있으면' '있으면 번호표를' '자를' '자를 붙여서' '자리까지' '자리까지 가져다준다다운타우너의' '자리부터' '자리부터 잡고'
 '자리에' '자리에 앉아' '자주는' '자주는 아니여도' '잡고' '잡고 편하게' '잡아' '잡아 주고' '장점하지만'
 '장점하지만 의외로' '재방률' '재방률 90' '적당한' '적당한 크기였고패티도' '적은' '적은 편인데' '전반적으로'
 '전반적으로 후추맛이' '점과' '점과 후추맛을' '정도감자튀김은' '정도감자튀김은 오리지널이' '정도로' '정도로 과하지는'
 '정도의' '정도의 인상을' '정도의 적당한' '정말' '정말 좋은데' '조금만' '조금만 줄였으면' '좋은' '좋은 수제버거다'
 '좋은데' '좋은데 가격이어우야' '주고' '주고 한국사람' '주는' '주는 바이다' '주는 시스템클래식한' '주말에는'
 '주말에는 웨이팅이' '주문' '주문 가능하다를' '주문시' '주문시 브랜드별로' '주문하고선불' '주문하고선불 자리에'
 '주문하고프렌치' '주문하고프렌치 프라이와' '주문하면' '주문하면 된다주문한' '주문했으며' '주문했으며 단품만' '줄였으면'
 '줄였으면 하는' '지나지' '지나지 않아' '지역적' '지역적 위치상' '지역적 특성상' '지점북촌한옥마을이'
 '지점북촌한옥마을이 가까운' '직원이' '직원이 메뉴판을' '직접' '직접 가서' '질감이' '질감이 많이' '처음이야'
 '처음이야 단점으로는' '처음인듯' '처음인듯 하다' '체인점이긴하지만' '체인점이긴하지만 어쨌거나' '치즈' '치즈 프라이가'
 '치즈버거가' '치즈버거가 68천원' '코카콜라특이하게도' '코카콜라특이하게도 탄산' '크기였고패티도' '크기였고패티도 번도'
 '타임이' '타임이 없어' '탄산' '탄산 주문시' '탄산이' '탄산이 25천원으로' '특성상' '특성상 한옥과' '판매하지는'
 '판매하지는 않는다비주얼이' '패티맛을' '패티맛을 잡아' '편이다세트메뉴가' '편이다세트메뉴가 없는' '편이었으며'
 '편이었으며 그릴드' '편인데' '편인데 가격은' '편하게' '편하게 스캔한' '평일' '평일 오후' '풍성하게'
 '풍성하게 들어가있는' '프라이가' '프라이가 53천원' '프라이와' '프라이와 코카콜라특이하게도' '하고' '하고 있다자리잡고'
 '하나씩' '하나씩 주문하고프렌치' '하는' '하는 아쉬움이' '하다' '하다 맛은' '하다 아마도' '하다브레이크'
 '하다브레이크 타임이' '한국사람' '한국사람 입맛에' '한옥과' '한옥과 양실이' '한옥을' '한옥을 개조해서' '후추맛을'
 '후추맛을 조금만' '후추맛이' '후추맛이 나고']","['브랜드별로 주문', '주문시 브랜드별로', '버거를 주문했으며', '메뉴인 베이컨치즈버거', '베이컨치즈버거 대표메뉴인']"
0,다운타우너안국점,다운타우너 안국점,웨이팅이 있어서 고민하다가 기다렸는데 회전율이 빠른지 금방 들어갈 수 있었어요아보카도는 맛있긴한데 느끼해서 프라이즈랑 같이 먹으려면 스파이시 추천드리고요치즈프라이즈랑 먹으니까 좀 많이 느끼하더라구요기대안했는데 쉬림프버거가 정말 맛있었어요재방문 의사 있습니다!??,2021-2-14,웨이팅이 있어서 고민하다가 기다렸는데 회전율이 빠른지 금방 들어갈 수 있었어요아보카도는 맛있긴한데 느끼해서 프라이즈랑 같이 먹으려면 스파이시 추천드리고요치즈프라이즈랑 먹으니까 좀 많이 느끼하더라구요기대안했는데 쉬림프버거가 정말 맛있었어요재방문 의사 있습니다,"['같이' '같이 먹으려면' '고민하다가' '고민하다가 기다렸는데' '금방' '금방 들어갈' '기다렸는데' '기다렸는데 회전율이'
 '느끼하더라구요기대안했는데' '느끼하더라구요기대안했는데 쉬림프버거가' '느끼해서' '느끼해서 프라이즈랑' '들어갈'
 '들어갈 있었어요아보카도는' '많이' '많이 느끼하더라구요기대안했는데' '맛있긴한데' '맛있긴한데 느끼해서' '맛있었어요재방문'
 '맛있었어요재방문 의사' '먹으니까' '먹으니까 많이' '먹으려면' '먹으려면 스파이시' '빠른지' '빠른지 금방' '쉬림프버거가'
 '쉬림프버거가 정말' '스파이시' '스파이시 추천드리고요치즈프라이즈랑' '웨이팅이' '웨이팅이 있어서' '의사' '의사 있습니다'
 '있습니다' '있어서' '있어서 고민하다가' '있었어요아보카도는' '있었어요아보카도는 맛있긴한데' '정말' '정말 맛있었어요재방문'
 '추천드리고요치즈프라이즈랑' '추천드리고요치즈프라이즈랑 먹으니까' '프라이즈랑' '프라이즈랑 같이' '회전율이' '회전율이 빠른지']","['느끼하더라구요기대안했는데 쉬림프버거가', '맛있긴한데 느끼해서', '정말 맛있었어요재방문', '있었어요아보카도는 맛있긴한데', '맛있었어요재방문 의사']"
0,다운타우너안국점,다운타우너 안국점,한옥 인테리어를 한 수제버거집! 인테리어도 인상적이었지만 버거는 더 인상적이었어요!(감튀도) 패티도 맛있고 빵도 맛있고.. 좀 질질 흘리면서 먹긴했지만 그래도 맛은 보장합니다..! 이런 점에서 친한 사람들끼리 오는 걸 추천ㅎㅎ 다른 메뉴 먹은 친구들도 다 맛있다고 했습니다!,2020-7-22,한옥 인테리어를 한 수제버거집 인테리어도 인상적이었지만 버거는 더 인상적이었어요감튀도 패티도 맛있고 빵도 맛있고 좀 질질 흘리면서 먹긴했지만 그래도 맛은 보장합니다 이런 점에서 친한 사람들끼리 오는 걸 추천 다른 메뉴 먹은 친구들도 다 맛있다고 했습니다,"['그래도' '그래도 맛은' '다른' '다른 메뉴' '맛은' '맛은 보장합니다' '맛있고' '맛있고 빵도' '맛있고 질질'
 '맛있다고' '맛있다고 했습니다' '먹긴했지만' '먹긴했지만 그래도' '먹은' '먹은 친구들도' '메뉴' '메뉴 먹은' '버거는'
 '버거는 인상적이었어요감튀도' '보장합니다' '보장합니다 이런' '빵도' '빵도 맛있고' '사람들끼리' '사람들끼리 오는'
 '수제버거집' '수제버거집 인테리어도' '오는' '오는 추천' '이런' '이런 점에서' '인상적이었어요감튀도'
 '인상적이었어요감튀도 패티도' '인상적이었지만' '인상적이었지만 버거는' '인테리어도' '인테리어도 인상적이었지만' '인테리어를'
 '인테리어를 수제버거집' '점에서' '점에서 친한' '질질' '질질 흘리면서' '추천' '추천 다른' '친구들도'
 '친구들도 맛있다고' '친한' '친한 사람들끼리' '패티도' '패티도 맛있고' '한옥' '한옥 인테리어를' '했습니다' '흘리면서'
 '흘리면서 먹긴했지만']","['맛있다고 했습니다', '패티도 맛있고', '친구들도 맛있다고', '맛있고 빵도', '빵도 맛있고']"
0,다운타우너안국점,다운타우너 안국점,1.맛 : ㄹㅇ맛있습니다. 저는 치즈 베이컨을 먹었는데  매우 맛있었습니다. 다만 버거가 조금 작습니다.. 패티와 빵도 매우 맛있었습니다. 그러나 솔직히 버거만 먹으면 배가 그다지 부르지 않고 감자튀김 먹어야 배가 찹니다. 가기 전에 갈릭버터프라이즈가 인기 많길래 이걸 먹을까 하다가 트러플오일을 좋아해 파마산트러플프라이즈를 먹었는데 정말정말 맛있습니다. 솔직히 비싼데 맛있어서 참았습니다. 정말 강추입니다.2. 내부 : 직원 분들 친절합니다. 저녁시간에 갔는데 웨이팅은 없었지만 좌석이 거의 다 차있었습니다. 사람이 많다보니 좀 시끄러운데다가 내부 공간이 좁아서 좀 어수선? 정신 사납다고 느낄 수 있을것같습니다. 근데 머 레스토랑도 아니고 딱히 불편함을 느끼진 않았습니다.재방문의사 o,2020-5-8,1맛  맛있습니다 저는 치즈 베이컨을 먹었는데  매우 맛있었습니다 다만 버거가 조금 작습니다 패티와 빵도 매우 맛있었습니다 그러나 솔직히 버거만 먹으면 배가 그다지 부르지 않고 감자튀김 먹어야 배가 찹니다 가기 전에 갈릭버터프라이즈가 인기 많길래 이걸 먹을까 하다가 트러플오일을 좋아해 파마산트러플프라이즈를 먹었는데 정말정말 맛있습니다 솔직히 비싼데 맛있어서 참았습니다 정말 강추입니다2 내부  직원 분들 친절합니다 저녁시간에 갔는데 웨이팅은 없었지만 좌석이 거의 다 차있었습니다 사람이 많다보니 좀 시끄러운데다가 내부 공간이 좁아서 좀 어수선 정신 사납다고 느낄 수 있을것같습니다 근데 머 레스토랑도 아니고 딱히 불편함을 느끼진 않았습니다재방문의사 o,"['1맛' '1맛 맛있습니다' '가기' '가기 전에' '갈릭버터프라이즈가' '갈릭버터프라이즈가 인기' '감자튀김' '감자튀김 먹어야'
 '갔는데' '갔는데 웨이팅은' '강추입니다2' '강추입니다2 내부' '거의' '거의 차있었습니다' '공간이' '공간이 좁아서'
 '그다지' '그다지 부르지' '그러나' '그러나 솔직히' '근데' '근데 레스토랑도' '내부' '내부 공간이' '내부 직원'
 '느끼진' '느끼진 않았습니다재방문의사' '느낄' '느낄 있을것같습니다' '다만' '다만 버거가' '딱히' '딱히 불편함을'
 '레스토랑도' '레스토랑도 아니고' '많길래' '많길래 이걸' '많다보니' '많다보니 시끄러운데다가' '맛있습니다'
 '맛있습니다 솔직히' '맛있습니다 저는' '맛있어서' '맛있어서 참았습니다' '맛있었습니다' '맛있었습니다 그러나'
 '맛있었습니다 다만' '매우' '매우 맛있었습니다' '먹어야' '먹어야 배가' '먹었는데' '먹었는데 매우' '먹었는데 정말정말'
 '먹으면' '먹으면 배가' '먹을까' '먹을까 하다가' '배가' '배가 그다지' '배가 찹니다' '버거가' '버거가 조금'
 '버거만' '버거만 먹으면' '베이컨을' '베이컨을 먹었는데' '부르지' '부르지 않고' '분들' '분들 친절합니다' '불편함을'
 '불편함을 느끼진' '비싼데' '비싼데 맛있어서' '빵도' '빵도 매우' '사납다고' '사납다고 느낄' '사람이'
 '사람이 많다보니' '솔직히' '솔직히 버거만' '솔직히 비싼데' '시끄러운데다가' '시끄러운데다가 내부' '아니고'
 '아니고 딱히' '않고' '않고 감자튀김' '않았습니다재방문의사' '어수선' '어수선 정신' '없었지만' '없었지만 좌석이'
 '웨이팅은' '웨이팅은 없었지만' '이걸' '이걸 먹을까' '인기' '인기 많길래' '있을것같습니다' '있을것같습니다 근데'
 '작습니다' '작습니다 패티와' '저녁시간에' '저녁시간에 갔는데' '저는' '저는 치즈' '전에' '전에 갈릭버터프라이즈가'
 '정말' '정말 강추입니다2' '정말정말' '정말정말 맛있습니다' '정신' '정신 사납다고' '조금' '조금 작습니다' '좁아서'
 '좁아서 어수선' '좋아해' '좋아해 파마산트러플프라이즈를' '좌석이' '좌석이 거의' '직원' '직원 분들' '차있었습니다'
 '차있었습니다 사람이' '참았습니다' '참았습니다 정말' '찹니다' '찹니다 가기' '치즈' '치즈 베이컨을' '친절합니다'
 '친절합니다 저녁시간에' '트러플오일을' '트러플오일을 좋아해' '파마산트러플프라이즈를' '파마산트러플프라이즈를 먹었는데'
 '패티와' '패티와 빵도' '하다가' '하다가 트러플오일을']","['1맛 맛있습니다', '감자튀김 먹어야', '정말정말 맛있습니다', '베이컨을 먹었는데', '치즈 베이컨을']"
