상가업소번호,가게명,키워드,갯수
2223,누데이크 성수점,,3516
2223,누데이크 성수점,맛있다,199
2223,누데이크 성수점,맛,167
2223,누데이크 성수점,케이크,166
2223,누데이크 성수점,먹다,148
2223,누데이크 성수점,디저트,144
2223,누데이크 성수점,좋다,138
2223,누데이크 성수점,다,81
2223,누데이크 성수점,크림,78
2223,누데이크 성수점,버거,73
2223,누데이크 성수점,많다,67
2223,누데이크 성수점,피크,62
2223,누데이크 성수점,보다,61
2223,누데이크 성수점,빵,61
2223,누데이크 성수점,녹차,57
2223,누데이크 성수점,방문,50
2223,누데이크 성수점,분위기,49
2223,누데이크 성수점,적,47
2223,누데이크 성수점,가격,46
2223,누데이크 성수점,크다,44
2223,누데이크 성수점,특이하다,44
2223,누데이크 성수점,커피,41
2223,누데이크 성수점,없다,40
2223,누데이크 성수점,독특하다,38
2223,누데이크 성수점,요,38
2223,누데이크 성수점,아니다,37
2223,누데이크 성수점,않다,37
2223,누데이크 성수점,공간,36
2223,누데이크 성수점,인테리어,36
2223,누데이크 성수점,가다,35
2223,누데이크 성수점,사람,35
2223,누데이크 성수점,한번,34
2223,누데이크 성수점,곳,32
2223,누데이크 성수점,고,30
2223,누데이크 성수점,웨이,30
2223,누데이크 성수점,느낌,29
2223,누데이크 성수점,비싸다,29
2223,누데이크 성수점,성수,29
2223,누데이크 성수점,오다,29
2223,누데이크 성수점,직원,29
2223,누데이크 성수점,생각,28
2223,누데이크 성수점,쯤,28
2223,누데이크 성수점,친절하다,28
2223,누데이크 성수점,만,27
2223,누데이크 성수점,점,27
2223,누데이크 성수점,팅,27
2223,누데이크 성수점,주문,26
2223,누데이크 성수점,카페,26
2223,누데이크 성수점,그냥,25
2223,누데이크 성수점,예쁘다,25
MA010120220812852251,노모어피자 서울숲점,,3075
MA010120220812852251,노모어피자 서울숲점,피자,392
MA010120220812852251,노모어피자 서울숲점,맛있다,349
MA010120220812852251,노모어피자 서울숲점,먹다,265
MA010120220812852251,노모어피자 서울숲점,좋다,132
MA010120220812852251,노모어피자 서울숲점,파스타,90
MA010120220812852251,노모어피자 서울숲점,치즈,85
MA010120220812852251,노모어피자 서울숲점,맛,81
MA010120220812852251,노모어피자 서울숲점,다,68
MA010120220812852251,노모어피자 서울숲점,맛집,60
MA010120220812852251,노모어피자 서울숲점,보다,56
MA010120220812852251,노모어피자 서울숲점,토핑,56
MA010120220812852251,노모어피자 서울숲점,오다,54
MA010120220812852251,노모어피자 서울숲점,도우,53
MA010120220812852251,노모어피자 서울숲점,옥수수,51
MA010120220812852251,노모어피자 서울숲점,메뉴,47
MA010120220812852251,노모어피자 서울숲점,방문,45
MA010120220812852251,노모어피자 서울숲점,많다,44
MA010120220812852251,노모어피자 서울숲점,랑,42
MA010120220812852251,노모어피자 서울숲점,가다,41
MA010120220812852251,노모어피자 서울숲점,반,36
MA010120220812852251,노모어피자 서울숲점,집,36
MA010120220812852251,노모어피자 서울숲점,하프,33
