상가업소번호,가게명,키워드,갯수
1113,도토리가든,맛있다,165
1113,도토리가든,귀엽다,134
1113,도토리가든,도토리,134
1113,도토리가든,요거트,122
1113,도토리가든,인테리어,101
1113,도토리가든,마들렌,98
1113,도토리가든,분위기,83
1113,도토리가든,카페,80
1113,도토리가든,디저트,77
1113,도토리가든,예쁘다,74
1113,도토리가든,빵,73
1113,도토리가든,맛,63
1113,도토리가든,까눌레,53
1113,도토리가든,웨이팅,53
1113,도토리가든,음료,52
1113,도토리가든,방문,45
1113,도토리가든,브런치,41
1113,도토리가든,가든,40
1113,도토리가든,아기자기하다,40
1113,도토리가든,그릭,39
1113,도토리가든,커피,39
1113,도토리가든,모양,38
1113,도토리가든,자리,38
1113,도토리가든,지브리,35
1113,도토리가든,비싸다,34
1113,도토리가든,소금빵,34
1113,도토리가든,친절하다,34
1113,도토리가든,종류,33
1113,도토리가든,느낌,29
1109,어니언안국,맛있다,101
1109,어니언안국,커피,88
1109,어니언안국,빵,82
1109,어니언안국,분위기,46
1109,어니언안국,외국인,35
1109,어니언안국,맛,34
1109,어니언안국,어니언,33
1109,어니언안국,소금빵,32
1109,어니언안국,한옥,32
1109,어니언안국,자리,31
1109,어니언안국,친절하다,31
1109,어니언안국,매장,27
1109,어니언안국,카페,27
1109,어니언안국,예쁘다,25
1109,어니언안국,웨이팅,25
1109,어니언안국,인테리어,25
1109,어니언안국,기다리다,21
1109,어니언안국,포장,20
1109,어니언안국,베이커리,19
1109,어니언안국,안국,18
1109,어니언안국,주문,16
1109,어니언안국,넓다,14
1104,오설록티 하우스 북촌점,맛있다,56
1104,오설록티 하우스 북촌점,오설록,45
1104,오설록티 하우스 북촌점,분위기,37
1104,오설록티 하우스 북촌점,녹차,33
1104,오설록티 하우스 북촌점,디저트,33
1104,오설록티 하우스 북촌점,맛,33
1104,오설록티 하우스 북촌점,음료,32
1104,오설록티 하우스 북촌점,칵테일,31
1104,오설록티 하우스 북촌점,북촌,30
1104,오설록티 하우스 북촌점,차,26
