상가업소번호,가게명,키워드,갯수,행정동,업종,리뷰
MA010120220800578917,무사시,정식,3.0,신촌동,일식,"20년전부터 이대맛집, 연대맛집. 오래 장사하시는건 맛과 친절인거 같습니다~ 단품도 양이 꽤 많아서 남았어요 모밀이나우동 있는 정식도 맛있다 니다"
MA010120220800578917,무사시,우동,2.0,신촌동,일식,"20년전부터 이대맛집, 연대맛집. 오래 장사하시는건 맛과 친절인거 같습니다~ 단품도 양이 꽤 많아서 남았어요 모밀이나우동 있는 정식도 맛있다 니다"
MA010120220800555987,미네르바,클래식,2.0,신촌동,카페,"테이블 간 간격은 좁고 클래식 음악이랑 말소리랑 섞여서 대체로 정신이 없었어요 커피맛에도, 분위기에도 집중하기 어렵네요"
MA010120220800555987,미네르바,꾸덕한,2.0,신촌동,카페,케이크가 꾸덕해서 맛있고 좋아요.
MA010120220800555987,미네르바,조용한,2.0,신촌동,카페,커피가 너무맛있어서 가끔옵니다. 오늘은 단게 땡겨서 사과차 시켰는데 넘맛있어서 놀랐어요. 차분하고 조용한 분위기라 너무 좋아요. 혼자 또는 둘이오기 가장 좋은 곳.
MA010120220800555987,미네르바,커피,7.0,신촌동,카페,점심먹고 커피한잔 하기 좋은곳이예요
MA010120220800555987,미네르바,카페,2.0,신촌동,카페,아늑하고 아담한 카페
MA010120220800555987,미네르바,대화하기 좋은,2.0,신촌동,카페,서울 100가게로 선정된 운치 있는 신촌 까페예요. 조용한 대화.. 좋아요
MA010120220800555987,미네르바,대화,2.0,신촌동,카페,"계단으로 올라가는 2층 카페예요! 계단부터 세월감이 느껴져서 좋음 ~~ 아이스는 2잔부터만 가능하고 커피 전문점이라 커피 종류가 많아요. 티, 음료도 있긴 함! 케이크가 꾸덕해서 맛있고 좋아요. 주말에는 노트북 사용은 자제해달라고 하네요. 대화하기도 좋고 집중하기도 좋아서 잘 쉬다가 왔습니다."
MA010120220800555987,미네르바,집중,2.0,신촌동,카페,"계단으로 올라가는 2층 카페예요! 계단부터 세월감이 느껴져서 좋음 ~~ 아이스는 2잔부터만 가능하고 커피 전문점이라 커피 종류가 많아요. 티, 음료도 있긴 함! 케이크가 꾸덕해서 맛있고 좋아요. 주말에는 노트북 사용은 자제해달라고 하네요. 대화하기도 좋고 집중하기도 좋아서 잘 쉬다가 왔습니다."
MA010120220800555987,미네르바,맛있는,5.0,신촌동,카페,몇십년동안 신촌을 지킨 커피집커피 자체도 맛있고 옛스러운 분위기도 좋았음
MA010120220800555987,미네르바,분위기,3.0,신촌동,카페,몇십년동안 신촌을 지킨 커피집커피 자체도 맛있고 옛스러운 분위기도 좋았음
MA010120220809231151,미도 매운향솥,마라샹궈,4.0,신촌동,중식,"역시 이 집 마라샹궈 대존맛,,, 재료 신선해요~! 신촌갈때마다 먹을거에요ㅠ  저녁시간에 손님이 끊이질 않아서 음식나오는데 시간은 좀 걸립니다"
MA010120220809231151,미도 매운향솥,마라탕집,2.0,신촌동,중식,"신촌의 원픽마라탕집이다. 좌석이 넓어서 일행이 많즌적든 방문하기 좋다.면도 분모자, 옥수수면, 납작당면 등등 다양한 편. 매운맛 1단계, 3단계로 마라샹궈를 주문했다.1단계는 마라의 맛이 단 하나도 느껴지지 않을 만큼 맵지 않았고, 3단계는 맵고수 입장에선 전혀 맵지 않았다. 매콤한 마라샹궈를 먹고싶다면 4단계를 추천. 꿔바로우, 가지볶음밥, 계란볶음밥, 토마토 계란볶음 모두 맛있었다. 값에 비해 양은 좀적은 편인 듯… 인원이 많다면 넉넉하게 주문해야할 것 같다."
MA010120220809231151,미도 매운향솥,매운,2.0,신촌동,중식,"신촌의 원픽마라탕집이다. 좌석이 넓어서 일행이 많즌적든 방문하기 좋다.면도 분모자, 옥수수면, 납작당면 등등 다양한 편. 매운맛 1단계, 3단계로 마라샹궈를 주문했다.1단계는 마라의 맛이 단 하나도 느껴지지 않을 만큼 맵지 않았고, 3단계는 맵고수 입장에선 전혀 맵지 않았다. 매콤한 마라샹궈를 먹고싶다면 4단계를 추천. 꿔바로우, 가지볶음밥, 계란볶음밥, 토마토 계란볶음 모두 맛있었다. 값에 비해 양은 좀적은 편인 듯… 인원이 많다면 넉넉하게 주문해야할 것 같다."
MA010120220809231151,미도 매운향솥,적은,2.0,신촌동,중식,"신촌의 원픽마라탕집이다. 좌석이 넓어서 일행이 많즌적든 방문하기 좋다.면도 분모자, 옥수수면, 납작당면 등등 다양한 편. 매운맛 1단계, 3단계로 마라샹궈를 주문했다.1단계는 마라의 맛이 단 하나도 느껴지지 않을 만큼 맵지 않았고, 3단계는 맵고수 입장에선 전혀 맵지 않았다. 매콤한 마라샹궈를 먹고싶다면 4단계를 추천. 꿔바로우, 가지볶음밥, 계란볶음밥, 토마토 계란볶음 모두 맛있었다. 값에 비해 양은 좀적은 편인 듯… 인원이 많다면 넉넉하게 주문해야할 것 같다."
MA010120220809231151,미도 매운향솥,넓은,2.0,신촌동,중식,"신촌의 원픽마라탕집이다. 좌석이 넓어서 일행이 많즌적든 방문하기 좋다.면도 분모자, 옥수수면, 납작당면 등등 다양한 편. 매운맛 1단계, 3단계로 마라샹궈를 주문했다.1단계는 마라의 맛이 단 하나도 느껴지지 않을 만큼 맵지 않았고, 3단계는 맵고수 입장에선 전혀 맵지 않았다. 매콤한 마라샹궈를 먹고싶다면 4단계를 추천. 꿔바로우, 가지볶음밥, 계란볶음밥, 토마토 계란볶음 모두 맛있었다. 값에 비해 양은 좀적은 편인 듯… 인원이 많다면 넉넉하게 주문해야할 것 같다."
MA010120220809231151,미도 매운향솥,당면,1.0,신촌동,중식,"신촌의 원픽마라탕집이다. 좌석이 넓어서 일행이 많즌적든 방문하기 좋다.면도 분모자, 옥수수면, 납작당면 등등 다양한 편. 매운맛 1단계, 3단계로 마라샹궈를 주문했다.1단계는 마라의 맛이 단 하나도 느껴지지 않을 만큼 맵지 않았고, 3단계는 맵고수 입장에선 전혀 맵지 않았다. 매콤한 마라샹궈를 먹고싶다면 4단계를 추천. 꿔바로우, 가지볶음밥, 계란볶음밥, 토마토 계란볶음 모두 맛있었다. 값에 비해 양은 좀적은 편인 듯… 인원이 많다면 넉넉하게 주문해야할 것 같다."
MA010120220809231151,미도 매운향솥,다양한,1.0,신촌동,중식,"신촌의 원픽마라탕집이다. 좌석이 넓어서 일행이 많즌적든 방문하기 좋다.면도 분모자, 옥수수면, 납작당면 등등 다양한 편. 매운맛 1단계, 3단계로 마라샹궈를 주문했다.1단계는 마라의 맛이 단 하나도 느껴지지 않을 만큼 맵지 않았고, 3단계는 맵고수 입장에선 전혀 맵지 않았다. 매콤한 마라샹궈를 먹고싶다면 4단계를 추천. 꿔바로우, 가지볶음밥, 계란볶음밥, 토마토 계란볶음 모두 맛있었다. 값에 비해 양은 좀적은 편인 듯… 인원이 많다면 넉넉하게 주문해야할 것 같다."
MA010120220809231151,미도 매운향솥,맛있는,4.0,신촌동,중식,신촌가면 생각나는 집!! 마라샹궈랑 가지볶음밥을 같이 먹으면 너무 맛있습니다
MA010120220809231151,미도 매운향솥,볶음밥,2.0,신촌동,중식,신촌가면 생각나는 집!! 마라샹궈랑 가지볶음밥을 같이 먹으면 너무 맛있습니다
MA010120220809231151,미도 매운향솥,가지볶음밥,2.0,신촌동,중식,신촌가면 생각나는 집!! 마라샹궈랑 가지볶음밥을 같이 먹으면 너무 맛있습니다
MA010120220809655412,미도인 신촌,화산,3.0,신촌동,서양식,화산불백은 사랑입니다...! 안드셔보신 분들 꼭 드셔보세요.. 홀린듯이 화산불백만 찾게 됩니다... 남자들이 불백에 환장하는이유 납득 완.
MA010120220809655412,미도인 신촌,맛집,3.0,신촌동,서양식,진짜 맛있게 잘 먹어서 리뷰 남깁니다!! 깨끗하게 안남기고 다먹었어요 맛이 쎄지않고 은은해서 먹다가 질리지도 않아요 친구들이 맛집 어딨냐고 물어보면 자신있게 추천할 수 있을 것 같다는 생각을 했습니다 먹는내내 기분 좋았습니다 감사합니다
MA010120220809655412,미도인 신촌,맛있는,16.0,신촌동,서양식,완전 맛있었어요!!
MA010120220809655412,미도인 신촌,덮밥,5.0,신촌동,서양식,스테이크덮밥은 맛있었어요! 고기도 부드럽고 양념도 달달하고 맛있었는데 대창덮밥에 대창은 좀 질기네요ㅠㅠ
MA010120220809655412,미도인 신촌,곱창,4.0,신촌동,서양식,미도인 하면 떠오르는 메뉴들 중에곱창대창 덮밥 먹었어요. 양념소스가 맛있어요!
MA010120220809655412,미도인 신촌,소스,3.0,신촌동,서양식,미도인 하면 떠오르는 메뉴들 중에곱창대창 덮밥 먹었어요. 양념소스가 맛있어요!
MA010120220809655412,미도인 신촌,고기,3.0,신촌동,서양식,매장이 아기자기 분위기가 좋아요. 하루 7셋트만 주된다고 했는데 기대했던 것처럼 맛있어요. 고기가 부드럽고고소해요.
MA010120220809655412,미도인 신촌,분위기,3.0,신촌동,서양식,매장이 아기자기 분위기가 좋아요. 하루 7셋트만 주된다고 했는데 기대했던 것처럼 맛있어요. 고기가 부드럽고고소해요.
MA010120220809655412,미도인 신촌,스테이크,5.0,신촌동,서양식,깔끔한 한 끼. 근데 매장이 썰렁해서 스테이크가 금방 식은 건 아쉽 ㅠ
MA010120220809655412,미도인 신촌,대창,5.0,신촌동,서양식,가끔 대창먹으러감 ㅋㅋ
MA010120220801438904,미사일부대찌개,감자,2.0,신촌동,한식,완전 가성비 부대찌개~사리도 무료고 음료도 무제한 ! 감자볼도 취저고 넘 맛있어서 너므 좋아요
MA010120220801438904,미사일부대찌개,맛있는,4.0,신촌동,한식,맛있어요 리필도 굿
MA010120220801438904,미사일부대찌개,친절한,2.0,신촌동,한식,더 친절했으면
MA010120220801438904,미사일부대찌개,부대찌개,6.0,신촌동,한식,"가성비 좋은 1인분 가능한 미사일 부대찌개  신촌 현대백화점 근처에 있는 미사일 부대찌개입니다. 미슐랭 유명맛집인 정육면체의 맞은편에 있어요! 혼밥도 가능한 미사일 부대찌개는 1인분에 9,000원이고 공기밥, 라면사리까지 제공됩니다!  그 무엇보다 음료수가 무한리필!!!!! 특히 제로콜라도 있어서 탄산을 부담없이 마실 수 있습니다ㅎㅎ  맛은 정석으로 맛있는 부대찌개이고 술 드시는 어르신분들도 계시더라구요ㅎㅎ  신촌 근처에서 부대찌개 땡기시면 추천합니다!  배달도 가능합니다!!"
MA010120220801438904,미사일부대찌개,추천,2.0,신촌동,한식,"가성비 좋은 1인분 가능한 미사일 부대찌개  신촌 현대백화점 근처에 있는 미사일 부대찌개입니다. 미슐랭 유명맛집인 정육면체의 맞은편에 있어요! 혼밥도 가능한 미사일 부대찌개는 1인분에 9,000원이고 공기밥, 라면사리까지 제공됩니다!  그 무엇보다 음료수가 무한리필!!!!! 특히 제로콜라도 있어서 탄산을 부담없이 마실 수 있습니다ㅎㅎ  맛은 정석으로 맛있는 부대찌개이고 술 드시는 어르신분들도 계시더라구요ㅎㅎ  신촌 근처에서 부대찌개 땡기시면 추천합니다!  배달도 가능합니다!!"
MA010120220801438904,미사일부대찌개,음료,2.0,신촌동,한식,"가성비 좋은 1인분 가능한 미사일 부대찌개  신촌 현대백화점 근처에 있는 미사일 부대찌개입니다. 미슐랭 유명맛집인 정육면체의 맞은편에 있어요! 혼밥도 가능한 미사일 부대찌개는 1인분에 9,000원이고 공기밥, 라면사리까지 제공됩니다!  그 무엇보다 음료수가 무한리필!!!!! 특히 제로콜라도 있어서 탄산을 부담없이 마실 수 있습니다ㅎㅎ  맛은 정석으로 맛있는 부대찌개이고 술 드시는 어르신분들도 계시더라구요ㅎㅎ  신촌 근처에서 부대찌개 땡기시면 추천합니다!  배달도 가능합니다!!"
MA010120220801438904,미사일부대찌개,신촌 부대찌개,2.0,신촌동,한식,"가성비 좋은 1인분 가능한 미사일 부대찌개  신촌 현대백화점 근처에 있는 미사일 부대찌개입니다. 미슐랭 유명맛집인 정육면체의 맞은편에 있어요! 혼밥도 가능한 미사일 부대찌개는 1인분에 9,000원이고 공기밥, 라면사리까지 제공됩니다!  그 무엇보다 음료수가 무한리필!!!!! 특히 제로콜라도 있어서 탄산을 부담없이 마실 수 있습니다ㅎㅎ  맛은 정석으로 맛있는 부대찌개이고 술 드시는 어르신분들도 계시더라구요ㅎㅎ  신촌 근처에서 부대찌개 땡기시면 추천합니다!  배달도 가능합니다!!"
MA010120220801438904,미사일부대찌개,맛집,2.0,신촌동,한식,"가성비 좋은 1인분 가능한 미사일 부대찌개  신촌 현대백화점 근처에 있는 미사일 부대찌개입니다. 미슐랭 유명맛집인 정육면체의 맞은편에 있어요! 혼밥도 가능한 미사일 부대찌개는 1인분에 9,000원이고 공기밥, 라면사리까지 제공됩니다!  그 무엇보다 음료수가 무한리필!!!!! 특히 제로콜라도 있어서 탄산을 부담없이 마실 수 있습니다ㅎㅎ  맛은 정석으로 맛있는 부대찌개이고 술 드시는 어르신분들도 계시더라구요ㅎㅎ  신촌 근처에서 부대찌개 땡기시면 추천합니다!  배달도 가능합니다!!"
MA010120220801438904,미사일부대찌개,가성비 좋은,2.0,신촌동,한식,"가성비 좋은 1인분 가능한 미사일 부대찌개  신촌 현대백화점 근처에 있는 미사일 부대찌개입니다. 미슐랭 유명맛집인 정육면체의 맞은편에 있어요! 혼밥도 가능한 미사일 부대찌개는 1인분에 9,000원이고 공기밥, 라면사리까지 제공됩니다!  그 무엇보다 음료수가 무한리필!!!!! 특히 제로콜라도 있어서 탄산을 부담없이 마실 수 있습니다ㅎㅎ  맛은 정석으로 맛있는 부대찌개이고 술 드시는 어르신분들도 계시더라구요ㅎㅎ  신촌 근처에서 부대찌개 땡기시면 추천합니다!  배달도 가능합니다!!"
MA010120220801438904,미사일부대찌개,가성비,4.0,신촌동,한식,가성비 음식은 괜찮은데 그닥 친절은ㅜ
MA0101202301A0081984,미스타교자 신촌,테바,8.0,신촌동,중식,흑후추 테바사키
MA0101202301A0081984,미스타교자 신촌,친절한,31.0,신촌동,중식,친구랑 같이 가는데 오픈시간대에 갔는데 사람도 쫌 있었어요! 정말 친절하시고 좋았습니다 :)
MA0101202301A0081984,미스타교자 신촌,생맥주,15.0,신촌동,중식,일본어 공부하고 있는데 사장님이 알려주셔서 너무 좋았어용 일본 안가도 기린이찌방 생맥주에 맛있는 음식까지 먹을 수 있는 곳! 일본 느낌 나서 더 좋았던 거 같아요!
MA0101202301A0081984,미스타교자 신촌,기린,11.0,신촌동,중식,일본어 공부하고 있는데 사장님이 알려주셔서 너무 좋았어용 일본 안가도 기린이찌방 생맥주에 맛있는 음식까지 먹을 수 있는 곳! 일본 느낌 나서 더 좋았던 거 같아요!
MA0101202301A0081984,미스타교자 신촌,일본,10.0,신촌동,중식,일본가지마요! 신촌에 신주쿠말구 신촌쿠가 생겼어요 미틴 교자 맛도리 입니다. 사장님 제발번창하세요
MA0101202301A0081984,미스타교자 신촌,맛있는,51.0,신촌동,중식,맛과 가격 생각해서 이정도로 가성비 있는 집은 미스타교자 밖에 없다고 생각합니다 ㅠㅠ 너무 맛있고 메뉴마다 간단하게 설명해주셔서 더욱 맛있게 먹을 수 있었던 것 같습니다 다음에 또 오겠습니다!
MA0101202301A0081984,미스타교자 신촌,분위기,14.0,신촌동,중식,너무 맛있고 분위기도 좋고 사장님도 친절하세용
MA0101202301A0081984,미스타교자 신촌,하이볼,24.0,신촌동,중식,"2차로 한잔하러 가기 너무 좋아요♥ 미스터교자라는 이름답게 교자가 정말 맛있었답니다  저는 명물야끼교자, 포테이토사라다, 흑후추 테바사키, 야끼소바, 산토리하이볼을 주문했어요! 교자에 먹는소스를 소개해주시는데 소금후추에 식초를 섞어 찍어먹는게 정말 맛있었어요.  야끼소바와 흑후추 테바사키가 짭짤한 편이였는데 그래서 그런지 포테이토 사라다와의 조합이 정말 좋았답니다  야끼소바에는 베이컨과 새우 그리고 양배추가 듬뿍들었고, 위에 가쓰오부시도 듬뿍 얹어주셔서 넘 맛있게 잘 먹었고, 후추 테바사키는 닭구이에요! 익숙한듯 처음 먹어보는 맛이였는데 술안주로 제격이였답니다♥  저는 하이볼과 함께 먹었는데 맥주와 먹어도 정말 잘 어울릴 것 같아요! 다음에 또 방문할 예정입니다~"
MA0101202301A0081984,미스타교자 신촌,안주,9.0,신촌동,중식,"2차로 한잔하러 가기 너무 좋아요♥ 미스터교자라는 이름답게 교자가 정말 맛있었답니다  저는 명물야끼교자, 포테이토사라다, 흑후추 테바사키, 야끼소바, 산토리하이볼을 주문했어요! 교자에 먹는소스를 소개해주시는데 소금후추에 식초를 섞어 찍어먹는게 정말 맛있었어요.  야끼소바와 흑후추 테바사키가 짭짤한 편이였는데 그래서 그런지 포테이토 사라다와의 조합이 정말 좋았답니다  야끼소바에는 베이컨과 새우 그리고 양배추가 듬뿍들었고, 위에 가쓰오부시도 듬뿍 얹어주셔서 넘 맛있게 잘 먹었고, 후추 테바사키는 닭구이에요! 익숙한듯 처음 먹어보는 맛이였는데 술안주로 제격이였답니다♥  저는 하이볼과 함께 먹었는데 맥주와 먹어도 정말 잘 어울릴 것 같아요! 다음에 또 방문할 예정입니다~"
MA0101202301A0081984,미스타교자 신촌,맥주,8.0,신촌동,중식,"2차로 한잔하러 가기 너무 좋아요♥ 미스터교자라는 이름답게 교자가 정말 맛있었답니다  저는 명물야끼교자, 포테이토사라다, 흑후추 테바사키, 야끼소바, 산토리하이볼을 주문했어요! 교자에 먹는소스를 소개해주시는데 소금후추에 식초를 섞어 찍어먹는게 정말 맛있었어요.  야끼소바와 흑후추 테바사키가 짭짤한 편이였는데 그래서 그런지 포테이토 사라다와의 조합이 정말 좋았답니다  야끼소바에는 베이컨과 새우 그리고 양배추가 듬뿍들었고, 위에 가쓰오부시도 듬뿍 얹어주셔서 넘 맛있게 잘 먹었고, 후추 테바사키는 닭구이에요! 익숙한듯 처음 먹어보는 맛이였는데 술안주로 제격이였답니다♥  저는 하이볼과 함께 먹었는데 맥주와 먹어도 정말 잘 어울릴 것 같아요! 다음에 또 방문할 예정입니다~"
MA010120220801217659,미스터서왕만두,2판,2.0,신촌동,분식,평점 4인당 최소 2판은 먹어야 할거같음.만두피에서 밀가루맛이 안나고 맛이 좋아요소룡포 :만두피 안에 육즙이 나와서 진한 고기향 나요.새우만두 : 작은새우 2마리씩 들어가서 먹을때 고기 육즙과 새우의 맛이 좋네요
MA010120220801217659,미스터서왕만두,육즙,3.0,신촌동,분식,집에 와서 먹어서 조금 식었는데도 육즙은 그대로 있어서 너무 좋았습니다! 다른만두 메뉴들도 맛있을 것 같다는 생각이 들 정도로 기억에 남은 메뉴였습니당
MA010120220801217659,미스터서왕만두,맛있는,17.0,신촌동,분식,정말 맛있어요
MA010120220801217659,미스터서왕만두,만두,19.0,신촌동,분식,예기치않게 네종류의만두를 다맛보았네요 ㅎㅎ
MA010120220801217659,미스터서왕만두,맛집,4.0,신촌동,분식,소롱포 대박 맛집이에요
MA010120220801217659,미스터서왕만두,군만두,6.0,신촌동,분식,군만두맛집
MA010120220801217659,미스터서왕만두,새우만두,4.0,신촌동,분식,군만두.새우만두 맛있어요 저번보다 맛있어졌어요
MA010120220801217659,미스터서왕만두,소룡포,5.0,신촌동,분식,"국내산 재료여서 그런지 이 집의 요리법 때문인건지 중국에서 먹던 것보다는 깔끔하다. 돼지고기가 달라서 그런것같다. 피도 소룡포치고는 쫄깃하고 약간 두꺼운편이다. 중국에서는 일반적으로 식초와 먹는데, 여기는 한국답게 간장과 식초섞은 것, 고춧가루가 제공된다. 소룡포 갓만든건 진짜 혀 데일정도인데, 매장에서 바로먹었음에도 그 정도가 아니었던 걸로 봐서는 식사시간대에는 주문량에 대비해서 미리 만드는듯하다."
MA010120220801217659,미스터서왕만두,중국,3.0,신촌동,분식,"국내산 재료여서 그런지 이 집의 요리법 때문인건지 중국에서 먹던 것보다는 깔끔하다. 돼지고기가 달라서 그런것같다. 피도 소룡포치고는 쫄깃하고 약간 두꺼운편이다. 중국에서는 일반적으로 식초와 먹는데, 여기는 한국답게 간장과 식초섞은 것, 고춧가루가 제공된다. 소룡포 갓만든건 진짜 혀 데일정도인데, 매장에서 바로먹었음에도 그 정도가 아니었던 걸로 봐서는 식사시간대에는 주문량에 대비해서 미리 만드는듯하다."
MA010120220801217659,미스터서왕만두,고기,3.0,신촌동,분식,"국내산 재료여서 그런지 이 집의 요리법 때문인건지 중국에서 먹던 것보다는 깔끔하다. 돼지고기가 달라서 그런것같다. 피도 소룡포치고는 쫄깃하고 약간 두꺼운편이다. 중국에서는 일반적으로 식초와 먹는데, 여기는 한국답게 간장과 식초섞은 것, 고춧가루가 제공된다. 소룡포 갓만든건 진짜 혀 데일정도인데, 매장에서 바로먹었음에도 그 정도가 아니었던 걸로 봐서는 식사시간대에는 주문량에 대비해서 미리 만드는듯하다."
MA010120220812142543,바 코디얼,남녀,1.0,신촌동,한식,현직 바텐더입니다. 남녀노소 어떤 분이 오셔도 만족하실 거라고 장담합니다.
MA010120220812142543,바 코디얼,만족하는,2.0,신촌동,한식,현직 바텐더입니다. 남녀노소 어떤 분이 오셔도 만족하실 거라고 장담합니다.
MA010120220812142543,바 코디얼,가볍게,1.0,신촌동,한식,초보자도 가볍게 즐길 수 있을 만큼 친절하고 mz스러운 바
MA010120220812142543,바 코디얼,가볍게 즐기는,1.0,신촌동,한식,초보자도 가볍게 즐길 수 있을 만큼 친절하고 mz스러운 바
MA010120220812142543,바 코디얼,술,2.0,신촌동,한식,"자신만의 정체성과 주류 취향을 배워나가고 싶으시다면, 또는 다양한 술에 대한 교양과 문화를 배워보고 싶으시다면! 다양한 술을 체험해보고 싶으시다면! 완전 추천하는 신촌 최고최고 클래식 바입니다"
MA010120220812142543,바 코디얼,바텐더,2.0,신촌동,한식,"손님의 취향(증상)을 여러 세부적인 질문들을 통해 세심하게 파악하시고 최고의 처방을 내려주시는 전문 바텐더분이 계십니다 단순히 메뉴판 속 다른 이들의 취향에 매몰되지 않기를 원하신다면! 자신만의 정체성과 주류 취향을 배워나가고 싶으시다면, 또는 다양한 술에 대한 교양과 문화를 배워보고 싶으시다면! 다양한 술을 체험해보고 싶으시다면! 완전 추천하는 신촌 최고최고 클래식 바입니다"
MA010120220812142543,바 코디얼,클래식,3.0,신촌동,한식,2023년 3월에 한 최고의 소비! 대학가에 이런 멋진 클래식 바가 있는 줄은 상상도 못했습니다! (분위기도 정말 최고인 것 같고) 사장님의 철학이 가게에 잘 녹아들어있는 것 같다는 생각이 들었습니다. 바 코디얼만의 정체성이 있는 것 같아서 다른 가게와는 차이가 느껴졌습니다 아직 첫 방문이지만 더더 많이 방문할 예정!! 단골 예약입니다
MA010120220812142543,바 코디얼,정체,2.0,신촌동,한식,2023년 3월에 한 최고의 소비! 대학가에 이런 멋진 클래식 바가 있는 줄은 상상도 못했습니다! (분위기도 정말 최고인 것 같고) 사장님의 철학이 가게에 잘 녹아들어있는 것 같다는 생각이 들었습니다. 바 코디얼만의 정체성이 있는 것 같아서 다른 가게와는 차이가 느껴졌습니다 아직 첫 방문이지만 더더 많이 방문할 예정!! 단골 예약입니다
MA010120220812142543,바 코디얼,철학,2.0,신촌동,한식,2023년 3월에 한 최고의 소비! 대학가에 이런 멋진 클래식 바가 있는 줄은 상상도 못했습니다! (분위기도 정말 최고인 것 같고) 사장님의 철학이 가게에 잘 녹아들어있는 것 같다는 생각이 들었습니다. 바 코디얼만의 정체성이 있는 것 같아서 다른 가게와는 차이가 느껴졌습니다 아직 첫 방문이지만 더더 많이 방문할 예정!! 단골 예약입니다
MA010120220812142543,바 코디얼,친절한,2.0,신촌동,한식,처음 술을 배울때 여기서 배웠다면 이라는 생각이 든 바 였습니다. 부어라 마셔라 위험하게 마시는 술이 아닌 손님의 주량과 올바른 음주문화를 가르쳐주고 싶다는 사장님의 마인드와 철학이 스승님을 만난거같은 느낌이었습니다. 강남이나 을지로를 가지 않아도 신촌에서 마실수 있는 클래식 칵테일의 맛과 서비스를 받으실 수 있습니다. 손님과 충분한 대화 후 니즈와 주량 확인하시고 술을 주셔서 만족할 수 밖에 없는 곳입니다. 처음 바를 경험해보고 싶으신 분들도 바를 이미 좋아하시는 분들도 모두 만족시킬 수 있는 장소입니다. 근처에 살았으면 자주 갔을듯 합니다. 신촌 사시는분들에겐 축복이고 거리가 좀 있어도 충분히 가실 가치가 높다고 생각됩니다. 메뉴판은 따로 없지만 가격 여쭤보면 친절히 알려주시니 걱정 안하셔도 됩니다.
MA010120220812350633,바코드,원탑,1.0,신촌동,주점,"오랜만에 왔지만, 올 때마다 좋습니다. 위스키 라인업 원탑급, 이런 라인업에 이 정도 가격 여기말고 잘 없습니다. 강력 추천합니다."
MA010120220812350633,바코드,위스키 라인업,1.0,신촌동,주점,"오랜만에 왔지만, 올 때마다 좋습니다. 위스키 라인업 원탑급, 이런 라인업에 이 정도 가격 여기말고 잘 없습니다. 강력 추천합니다."
MA010120220812350633,바코드,추천,2.0,신촌동,주점,"오랜만에 왔지만, 올 때마다 좋습니다. 위스키 라인업 원탑급, 이런 라인업에 이 정도 가격 여기말고 잘 없습니다. 강력 추천합니다."
MA010120220812350633,바코드,강추,1.0,신촌동,주점,"오랜만에 왔지만, 올 때마다 좋습니다. 위스키 라인업 원탑급, 이런 라인업에 이 정도 가격 여기말고 잘 없습니다. 강력 추천합니다."
MA010120220812350633,바코드,술,1.0,신촌동,주점,술잘알 사장님과 함께하는 위스키 타임!!! 여기저기 추천하고 다니는 곳이에요.
MA010120220812350633,바코드,위스키 타임,1.0,신촌동,주점,술잘알 사장님과 함께하는 위스키 타임!!! 여기저기 추천하고 다니는 곳이에요.
MA010120220812350633,바코드,위스키,2.0,신촌동,주점,술잘알 사장님과 함께하는 위스키 타임!!! 여기저기 추천하고 다니는 곳이에요
MA010120220812350633,바코드,술잘알 사장님,1.0,신촌동,주점,술잘알 사장님과 함께하는 위스키 타임!!! 여기저기 추천하고 다니는 곳이에요
MA010120220812350633,바코드,바텐더,1.0,신촌동,주점,"뭘 마셔야 할지 모르겠을땐, 바텐더님을 믿고 맡기세요. They know what is good for you."
MA010120220800595661,바프로,즐기는,3.0,신촌동,주점,정말 즐겁고 뜻깊은 시간 보냈습니다..생일축하해주셔서 감사합니다
MA010120220800595661,바프로,칵테일,4.0,신촌동,주점,어쩌다보니 20살때부터 다닌 단골손님입니다! 네이버 리뷰를 7년이나 다니면서 한번도 쓴적이없었네용 :) 가게에 원하시는 칵테일이 없으면 요청하실시 맛있게 만들어주시니 꼭 사장님께 요청해주세요 신촌에 한자리에 오래있던만큼 인테리어가 요즘느낌은아니지만 조명과 가게 분위기가 좋습니다! 어린친구들은 다양한 무제한칵테일도 자주 주문하니 취향에 맞게 골라 주문해주세욥! 다트기계도1대있어 술내기도 하기 좋고 날씨좋을땐 루프탑도있으니!! 신촌에서 술 많이 마시고 재밌게 놀고싶다면 강추드립니당
MA010120220800595661,바프로,안주,5.0,신촌동,주점,"안주도 너무 맛있고, 사장님도 너무 재밌으세요!! 술 종류도 다양하고 타트 게임도 있는데 게임 하시면 진짜 재밌을거 같아요!! 추천입니다!!"
MA010120220800595661,바프로,추천,3.0,신촌동,주점,"안주도 너무 맛있고, 사장님도 너무 재밌으세요!! 술 종류도 다양하고 타트 게임도 있는데 게임 하시면 진짜 재밌을거 같아요!! 추천입니다!!"
MA010120220800595661,바프로,재밌는,4.0,신촌동,주점,사장님이랑 다트게임도 하고 재밌어요 안주도 짱짱
MA010120220800595661,바프로,친절한,9.0,신촌동,주점,사장님도 친절하고 술도 맛있고 다트게임도 재밌습니당 분위기도 좋고 다음에 또 올 듯 해요
MA010120220800595661,바프로,다트,7.0,신촌동,주점,사장님도 친절하고 술도 맛있고 다트게임도 재밌습니당 분위기도 좋고 다음에 또 올 듯 해요
