상가업소번호,가게명,키워드,갯수,행정동,업종,리뷰
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,친절한,2.0,신촌동,서양식,친절하고 맛있어요
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,비싼,2.0,신촌동,서양식,오랜만에 남산돈까스 먹었어요! 비싸졌는데 양이 좀 줄어든것 같아서아쉬워요
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,돈까스,11.0,신촌동,서양식,오랜만에 남산돈까스 먹었어요!  비싸졌는데 양이 좀 줄어든것 같아서아쉬워요 ㅜㅠ
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,백화점,3.0,신촌동,서양식,"식품위생법 위반으로 신고가 되나 알아보고 있어요. 위생 관념, 서비스 최악이네요. 매장에서 먹다가 너무 많이 남아서 포장해 달라고 했는데 용기 하나 던져 주면서 직접 포장하라고 한 곳은 처음 봤습니다. 덕분에 먹던 포크로 하나하나 집어서 용기에 넣었구요. 기분이 참 더럽더라구요. 다른 데는 비위생적이라 일부러 그렇게 포장 안 해주는데, 여기는 원래 그렇다고 하더라고요.  그런 위생개념으로 무슨 음식장사를 하시죠 더러워서 진짜.. 서비스 차원에서도 그러면 안 되죠. 현대백화점 고객상담실에도 이야기했는데 고쳐지면 다행이지. 다른 음식은 안 더럽나 모르겠네요. 어휴 더러워 진짜.  진짜 더러워 이런 서비스는 난생 처음이에요"
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,더러운,2.0,신촌동,서양식,"식품위생법 위반으로 신고가 되나 알아보고 있어요. 위생 관념, 서비스 최악이네요. 매장에서 먹다가 너무 많이 남아서 포장해 달라고 했는데 용기 하나 던져 주면서 직접 포장하라고 한 곳은 처음 봤습니다. 덕분에 먹던 포크로 하나하나 집어서 용기에 넣었구요. 기분이 참 더럽더라구요. 다른 데는 비위생적이라 일부러 그렇게 포장 안 해주는데, 여기는 원래 그렇다고 하더라고요.  그런 위생개념으로 무슨 음식장사를 하시죠 더러워서 진짜.. 서비스 차원에서도 그러면 안 되죠. 현대백화점 고객상담실에도 이야기했는데 고쳐지면 다행이지. 다른 음식은 안 더럽나 모르겠네요. 어휴 더러워 진짜.  진짜 더러워 이런 서비스는 난생 처음이에요"
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,포장,2.0,신촌동,서양식,"식품위생법 위반으로 신고가 되나 알아보고 있어요. 위생 관념, 서비스 최악이네요. 매장에서 먹다가 너무 많이 남아서 포장해 달라고 했는데 용기 하나 던져 주면서 직접 포장하라고 한 곳은 처음 봤습니다. 덕분에 먹던 포크로 하나하나 집어서 용기에 넣었구요. 기분이 참 더럽더라구요. 다른 데는 비위생적이라 일부러 그렇게 포장 안 해주는데, 여기는 원래 그렇다고 하더라고요.  그런 위생개념으로 무슨 음식장사를 하시죠 더러워서 진짜.. 서비스 차원에서도 그러면 안 되죠. 현대백화점 고객상담실에도 이야기했는데 고쳐지면 다행이지. 다른 음식은 안 더럽나 모르겠네요. 어휴 더러워 진짜.  진짜 더러워 이런 서비스는 난생 처음이에요"
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,매운,2.0,신촌동,서양식,매운돈가스 넘 매워요.절반 남겼네요.담엔 그냥 돈가스 먹어야겠어요.돈가스 넘좋아~
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,고기,2.0,신촌동,서양식,고기 먹고 싶을때 타월한 선택 현대함박!
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,간단한,2.0,신촌동,서양식,간단하게 식사하기 좋아요
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,맛있는,8.0,신촌동,서양식,가격이 조금 비싸지만 맛있어요
MA0101202210A0091227,108장 마라탕,마라탕,4.0,신촌동,중식,이 근방마라탕중에소스배합이 젤 제 취향이에요. 맛있어서 자주올듯합니당
MA0101202210A0091227,108장 마라탕,소스,2.0,신촌동,중식,이 근방마라탕중에소스배합이 젤 제 취향이에요. 맛있어서 자주올듯합니당
MA0101202210A0091227,108장 마라탕,맛있는,4.0,신촌동,중식,샹궈 역시 넘 맛있어요~
MA0101202210A0091227,108장 마라탕,마라 중독,1.0,신촌동,중식,마라중독자인데 맛있네유ㅠㅜㅜㅜㅜㅠㅠㅜㅜㅠ3단계 적당히 맵고 맛있음
MA0101202210A0091227,108장 마라탕,마라샹궈,3.0,신촌동,중식,"마라샹궈 정말 좋아해서 이 동네 마라집은 거의 다 가봤는데 여기가 제일 맛있어요!!!! 이게 진짜 마라샹궈지~~ 하는 생각이 나는 맛이에요. 2단계로 먹었는데 너무 기름지지도 않고, 너무 맵지도 않고, 양념이 어느 한군데 뭉쳐있는것도 아니고 고기도 신선하고 냄새 하나 안나구요~ 사진 찍는것도 까먹고 한그릇 싹 비웠네요 ㅎㅎ"
MA0101202210A0091227,108장 마라탕,2단계,2.0,신촌동,중식,"마라샹궈 정말 좋아해서 이 동네 마라집은 거의 다 가봤는데 여기가 제일 맛있어요!!!! 이게 진짜 마라샹궈지~~ 하는 생각이 나는 맛이에요. 2단계로 먹었는데 너무 기름지지도 않고, 너무 맵지도 않고, 양념이 어느 한군데 뭉쳐있는것도 아니고 고기도 신선하고 냄새 하나 안나구요~ 사진 찍는것도 까먹고 한그릇 싹 비웠네요 ㅎㅎ"
MA0101202210A0091227,108장 마라탕,양념,1.0,신촌동,중식,"마라샹궈 정말 좋아해서 이 동네 마라집은 거의 다 가봤는데 여기가 제일 맛있어요!!!! 이게 진짜 마라샹궈지~~ 하는 생각이 나는 맛이에요. 2단계로 먹었는데 너무 기름지지도 않고, 너무 맵지도 않고, 양념이 어느 한군데 뭉쳐있는것도 아니고 고기도 신선하고 냄새 하나 안나구요~ 사진 찍는것도 까먹고 한그릇 싹 비웠네요 ㅎㅎ"
MA0101202210A0091227,108장 마라탕,신선한,1.0,신촌동,중식,"마라샹궈 정말 좋아해서 이 동네 마라집은 거의 다 가봤는데 여기가 제일 맛있어요!!!! 이게 진짜 마라샹궈지~~ 하는 생각이 나는 맛이에요. 2단계로 먹었는데 너무 기름지지도 않고, 너무 맵지도 않고, 양념이 어느 한군데 뭉쳐있는것도 아니고 고기도 신선하고 냄새 하나 안나구요~ 사진 찍는것도 까먹고 한그릇 싹 비웠네요 ㅎㅎ"
MA0101202210A0091227,108장 마라탕,넓은,2.0,신촌동,중식,마라반을 처음 들어봤는데 무침이라고 해서 시켜봤는데 샹궈같았어요! 친절하시고 가게도 넓고 좋았어요
MA0101202210A0091227,108장 마라탕,마라반,2.0,신촌동,중식,마라반을 처음 들어봤는데 무침이라고 해서 시켜봤는데 샹궈같았어요! 친절하시고 가게도 넓고 좋았어요
MA010120220800105723,1943 신촌점,넓은,2.0,신촌동,주점,맛있어요. 가성비 좋고 매장 내부도 넓어서 좋네요.
MA010120220800105723,1943 신촌점,좋은 매장,1.0,신촌동,주점,맛있어요. 가성비 좋고 매장 내부도 넓어서 좋네요.
MA010120220800105723,1943 신촌점,가성비 좋은,1.0,신촌동,주점,맛있어요. 가성비 좋고 매장 내부도 넓어서 좋네요.
MA010120220800105723,1943 신촌점,넓은 내부,1.0,신촌동,주점,맛있어요. 가성비 좋고 매장 내부도 넓어서 좋네요.
MA010120220800105723,1943 신촌점,맛있는,2.0,신촌동,주점,맛있어요
MA010120220800105723,1943 신촌점,늦은,1.0,신촌동,주점,늦게까지해서 좋아요 :)
MA010120220800105723,1943 신촌점,가성비,3.0,신촌동,주점,가성비 좋ㅏ
MA010120220812744120,1987피자,감자튀김,2.0,신촌동,서양식,피자에 치즈가 많아서 맛있고 느끼하지도 않아요! 감튀랑 맥주랑 같이 먹으면 최고입니다.
MA010120220812744120,1987피자,느끼하지 않은,2.0,신촌동,서양식,피자에 치즈가 많아서 맛있고 느끼하지도 않아요!
MA010120220812744120,1987피자,피자 치즈,2.0,신촌동,서양식,피자 미춌따 이거 먹고난 이후로 다른 피자 못먹겠다 이집만의 치즈의 늘어남 이건 몾짜렐라 치즈를 피자에 쏟아부었다로 설명된다 안먹어본 사람은 있어도 한번 먹은사람은 없따
MA010120220812744120,1987피자,치즈,4.0,신촌동,서양식,치즈 맛친놈입니다 진짜많고요.. 오븐스파게티도 맛있어요!!!! 잘먹었습니닷
MA010120220812744120,1987피자,맛집,1.0,신촌동,서양식,"진짜 믿고 먹는 맛집이에요 ㅠㅠㅠㅠㅠㅠㅠㅠ 신촌 올 때 자주 방문합니다!! 여기 피자 치즈 너무 맛있어서 다른 피자집 가도 생각납니다,,,, 오래오래 장사해주세요 ㅠㅠㅠㅠ"
MA010120220812744120,1987피자,맛있는,4.0,신촌동,서양식,여기 피자 치즈 너무 맛있어서 다른 피자집 가도 생각납니다
MA010120220812744120,1987피자,젊은 사장님,1.0,신촌동,서양식,사장님도 젊은분인데 엄청 친절하세요
MA010120220812744120,1987피자,분위기,2.0,신촌동,서양식,분위기 좋아요
MA010120220812744120,1987피자,피자,4.0,신촌동,서양식,매장분위기 좋습니다. 사장님도 젊은분인데 엄청 친절하세요~ 피자도 맛있습니다!
MA010120220812744120,1987피자,좋은 매장 분위기,1.0,신촌동,서양식,매장분위기 좋습니다.
MA010120220801767160,2대족발,족발,1.0,신촌동,한식,맛있어요~~ 족발에 1-2인분 양이 있다니!!
MA010120220801767160,2대족발,맛있는 족발,1.0,신촌동,한식,맛있어요~~ 족발에 1-2인분 양이 있다니!!
MA010120220801767160,2대족발,맛있는,2.0,신촌동,한식,맛있어요
MA010120220804934065,3F CAFE,크로플,2.0,신촌동,카페,크로플 넘 맛있어요ㅎㅎ
MA010120220804934065,3F CAFE,공부하기 좋은,3.0,신촌동,카페,카공하기 조은거 가타요 분위기도 좋고
MA010120220804934065,3F CAFE,친절한,4.0,신촌동,카페,친절하고 반반 롤케익 너무 맛있고 자리도 넓어요!
MA010120220804934065,3F CAFE,깔끔한,2.0,신촌동,카페,자몽티는 맛있었어요! 카페 인테리어가 깔끔하고 예뻐요~ 직원들이 친절하셨요^^ 감사합니다!
MA010120220804934065,3F CAFE,분위기,2.0,신촌동,카페,분위기 좋아요
MA010120220804934065,3F CAFE,분위기 좋은,2.0,신촌동,카페,분위기 좋아요
MA010120220804934065,3F CAFE,예쁜,5.0,신촌동,카페,보기만 해도 예쁜 공간이에요.
MA010120220804934065,3F CAFE,맛있는,7.0,신촌동,카페,레몬 파운드 케이크 정말 맛있었습니다!!
MA010120220804934065,3F CAFE,음료,5.0,신촌동,카페,"따로 리뷰이벤트 없이 자진해서 쓰는 첫 리뷰입니다,, 사장님들 너무 친절하시고 열심히 하시는 모습이 너무 보기좋아서, 무엇보다 음료가 너무 맛있어서!! 리뷰남겨용~~ 자세한내용은 메모지 사진 첨부했어요! 블루베리스무디 강추!!"
MA010120220804934065,3F CAFE,뷰,2.0,신촌동,카페,"따로 리뷰이벤트 없이 자진해서 쓰는 첫 리뷰입니다,, 사장님들 너무 친절하시고 열심히 하시는 모습이 너무 보기좋아서, 무엇보다 음료가 너무 맛있어서!! 리뷰남겨용~~ 자세한내용은 메모지 사진 첨부했어요! 블루베리스무디 강추!!"
MA010120220802934541,7번가피자 신촌마포점,쿠폰,2.0,신촌동,패스트푸드,피자맛있구 담에 시켜먹을때 쓸수있는 쿠폰도 주고 좋아요
MA010120220802934541,7번가피자 신촌마포점,친절한,1.0,신촌동,패스트푸드,친절하시고 맛잇어요
MA010120220802934541,7번가피자 신촌마포점,파인애플,1.0,신촌동,패스트푸드,와 진짜 여기서 여러가지맛먹었는데 체다파인애플피자 존마탱….굿굿
MA010120220802934541,7번가피자 신촌마포점,가성비,2.0,신촌동,패스트푸드,배달은 좀 늦었지만.. 가성비는 나쁘지않은듯요
MA010120220802934541,7번가피자 신촌마포점,맛있는,13.0,신촌동,패스트푸드,맛있게 잘 먹었습니다~~
MA010120220802934541,7번가피자 신촌마포점,존맛,1.0,신촌동,패스트푸드,7번가피자 먹어보신 분은 아시져 존맛 피자라는 것을 ..
MA010120220802934541,7번가피자 신촌마포점,가성비 좋은,2.0,신촌동,패스트푸드,7번가 피자 맛있어요 .가성비 좋아요
MA010120220802934541,7번가피자 신촌마포점,피자,5.0,신촌동,패스트푸드,7번가 피자 노무 맛있어요  질리지 않는맛 :)
MA010120220802934541,7번가피자 신촌마포점,할인,1.0,신촌동,패스트푸드,20% 할인해서 저렴하게 먹었어요 맛있습니다
MA010120220802934541,7번가피자 신촌마포점,저렴한,1.0,신촌동,패스트푸드,20% 할인해서 저렴하게 먹었어요 맛있습니다
MA010120220800582457,가마골,평일,1.0,신촌동,한식,평일이라그런지 여유있고 좋아요
MA010120220800582457,가마골,여유 좋은,1.0,신촌동,한식,평일이라그런지 여유있고 좋아요
MA010120220800582457,가마골,여유,1.0,신촌동,한식,평일이라그런지 여유있고 좋아요
MA010120220800582457,가마골,좋은 고기,1.0,신촌동,한식,숯이 좋아서 고기 맛있어요
MA010120220800582457,가마골,숯 좋은,1.0,신촌동,한식,숯이 좋아서 고기 맛있어요
MA010120220800582457,가마골,숯,1.0,신촌동,한식,숯이 좋아서 고기 맛있어요
MA010120220800582457,가마골,맛있는,1.0,신촌동,한식,숯이 좋아서 고기 맛있어요
MA010120220800582457,가마골,고기,1.0,신촌동,한식,숯이 좋아서 고기 맛있어요
MA010120220800582457,가마골,맛있는 고기,1.0,신촌동,한식,숯이 좋아서 고기 맛있어요
MA010120220811860023,가마마루이라멘,라멘,3.0,신촌동,일식,졸업한지 십년이 됐지만 쉬는 날 마다 생각나는 돈코츠라멘. 전세계 어딜 가나 가마마루이 보다 맛있는 돈코츠라멘 못 찾음. 사장님 항상 너무 친절하시고 돈코츠라멘 정말최고입니다
MA010120220811860023,가마마루이라멘,가라아게,1.0,신촌동,일식,제가 5년전에 방문했을때는 더 맛있었던거 같은데 국물이 조금 밍밍한 느낌이 있네요 맛없단건 아닙니다 그리고 사이드 메뉴가 많이 생겼는데 사이드 메뉴 가라아게가 맛있어요 서비스로 나오는 밥과 마파두부는 여전히 맛있었습니다. 다음에 또 방문하겠습니다
MA010120220811860023,가마마루이라멘,국물,2.0,신촌동,일식,제가 5년전에 방문했을때는 더 맛있었던거 같은데 국물이 조금 밍밍한 느낌이 있네요
MA010120220811860023,가마마루이라멘,국물 진국,1.0,신촌동,일식,"서울 서대문구 신촌에 위치한라멘집.백종원 3대천왕에 방영.*접근성: 이호선 신촌역에서 약 800m*웨이팅: 방문 시 없었음. 일요일 휴무.*분위기: 작고 아담하다. 혼밥하기 좋다. 10명 정도 수용 가능.*가성비: 상*맛: 돈코츠, 카라이라멘 주문. 가장 일본식라멘에 가깝다는 이야기를 방문 전에 들었다. 확실히 국물이 진국이었고 맛있었다. 공기밥과 마파두부를 무료로 제공하는데 마파두부도 괜찮았다. 한 가지 흠은 제법 오래된 집이라 짙은 잡내가 배어있어서 입장 시 거북한 느낌을 받았다..그래도라멘을 좋아하는 사람이라면 한번쯤은 찾아볼만한 집인 것 같다."
MA010120220811860023,가마마루이라멘,공기밥,1.0,신촌동,일식,"서울 서대문구 신촌에 위치한라멘집.백종원 3대천왕에 방영.*접근성: 이호선 신촌역에서 약 800m*웨이팅: 방문 시 없었음. 일요일 휴무.*분위기: 작고 아담하다. 혼밥하기 좋다. 10명 정도 수용 가능.*가성비: 상*맛: 돈코츠, 카라이라멘 주문. 가장 일본식라멘에 가깝다는 이야기를 방문 전에 들었다. 확실히 국물이 진국이었고 맛있었다. 공기밥과 마파두부를 무료로 제공하는데 마파두부도 괜찮았다. 한 가지 흠은 제법 오래된 집이라 짙은 잡내가 배어있어서 입장 시 거북한 느낌을 받았다..그래도라멘을 좋아하는 사람이라면 한번쯤은 찾아볼만한 집인 것 같다."
MA010120220811860023,가마마루이라멘,거북한,1.0,신촌동,일식,"서울 서대문구 신촌에 위치한라멘집.백종원 3대천왕에 방영.*접근성: 이호선 신촌역에서 약 800m*웨이팅: 방문 시 없었음. 일요일 휴무.*분위기: 작고 아담하다. 혼밥하기 좋다. 10명 정도 수용 가능.*가성비: 상*맛: 돈코츠, 카라이라멘 주문. 가장 일본식라멘에 가깝다는 이야기를 방문 전에 들었다. 확실히 국물이 진국이었고 맛있었다. 공기밥과 마파두부를 무료로 제공하는데 마파두부도 괜찮았다. 한 가지 흠은 제법 오래된 집이라 짙은 잡내가 배어있어서 입장 시 거북한 느낌을 받았다..그래도라멘을 좋아하는 사람이라면 한번쯤은 찾아볼만한 집인 것 같다."
MA010120220811860023,가마마루이라멘,3대 천왕,1.0,신촌동,일식,"서울 서대문구 신촌에 위치한라멘집.백종원 3대천왕에 방영.*접근성: 이호선 신촌역에서 약 800m*웨이팅: 방문 시 없었음. 일요일 휴무.*분위기: 작고 아담하다. 혼밥하기 좋다. 10명 정도 수용 가능.*가성비: 상*맛: 돈코츠, 카라이라멘 주문. 가장 일본식라멘에 가깝다는 이야기를 방문 전에 들었다. 확실히 국물이 진국이었고 맛있었다. 공기밥과 마파두부를 무료로 제공하는데 마파두부도 괜찮았다. 한 가지 흠은 제법 오래된 집이라 짙은 잡내가 배어있어서 입장 시 거북한 느낌을 받았다..그래도라멘을 좋아하는 사람이라면 한번쯤은 찾아볼만한 집인 것 같다."
MA010120220811860023,가마마루이라멘,마파두부,3.0,신촌동,일식,먹느라 사진은 못찍었어요.라멘도 맛있고 무한으로 먹을수 있는 마파 두부도 맛있어요. 재방문의사 있어요
MA010120220811860023,가마마루이라멘,맛있는,4.0,신촌동,일식,먹느라 사진은 못찍었어요.라멘도 맛있고 무한으로 먹을수 있는 마파 두부도 맛있어요.
MA010120220811860023,가마마루이라멘,돈코츠,2.0,신촌동,일식,14-15년전신촌에서 학교 다닐 때 월화수목금토 6일 중 적어도 열번 방문 할 정도로 정말 맛있는 곳. 졸업한지 십년이 됐지만 쉬는 날 마다 생각나는 돈코츠라멘. 전세계 어딜 가나 가마마루이 보다 맛있는 돈코츠라멘 못 찾음. 사장님 항상 너무 친절하시고 돈코츠라멘 정말최고입니다. 감사합니다
MA010120220813285183,가빈카페,디저트,2.0,신촌동,카페,친절하구 디카페인있고 디저트도 맛있다 요
MA010120220813285183,가빈카페,대화,2.0,신촌동,카페,신촌에서 조용하고 디저트가 맛있는 카페 찾아서 갔습니다. 개강주라서 어딜가나 북적였는데 여긴 조용한 분위기라 대화하기에 정말 좋았어요.  무엇보다 큼직하고 토핑 풍성한 와플이 주력 디저트 메뉴 같은데 현물가 대비 가성비가 끝내줍니다 딸기라떼는 조금 싱거웠지만 커피도 맛있고 디저트 종류도 많아서 신촌 갈 때 자주 방문하려고요 :)
MA010120220813285183,가빈카페,대추청,2.0,신촌동,카페,대추청 잘마셨어요
MA010120220813285183,가빈카페,누텔라,2.0,신촌동,카페,뉴텔라 와플 진짜 맛있어용 푸짐합니다!
MA010120220813285183,가빈카페,맛있는,9.0,신촌동,카페,깔끔해서 종종 찾게되는 카페예요~ 음료도 맛있어요 ㅎㅎ
MA010120220813285183,가빈카페,와플,6.0,신촌동,카페,과일아이스크림와플~ 너무 맛있어요! 과일이 가득가득 들어있고 시럽과 아이스크림까지 있어서 너무 행복하게 먹었어요.  다크초코라떼도 맛있게 잘 먹었습니다 :)  매장에서 도란도란 얘기하기 좋아요 다음에 또 와플먹으러 가려구요!
MA010120220813285183,가빈카페,과일아이스크림와플,3.0,신촌동,카페,과일아이스크림와플~ 너무 맛있어요! 과일이 가득가득 들어있고 시럽과 아이스크림까지 있어서 너무 행복하게 먹었어요.  다크초코라떼도 맛있게 잘 먹었습니다 :)  매장에서 도란도란 얘기하기 좋아요 다음에 또 와플먹으러 가려구요!
MA010120220813285183,가빈카페,아이스크림,2.0,신촌동,카페,과일아이스크림와플~ 너무 맛있어요! 과일이 가득가득 들어있고 시럽과 아이스크림까지 있어서 너무 행복하게 먹었어요.  다크초코라떼도 맛있게 잘 먹었습니다 :)  매장에서 도란도란 얘기하기 좋아요 다음에 또 와플먹으러 가려구요!
MA010120220813285183,가빈카페,과일,2.0,신촌동,카페,과일아이스크림와플~ 너무 맛있어요! 과일이 가득가득 들어있고 시럽과 아이스크림까지 있어서 너무 행복하게 먹었어요.  다크초코라떼도 맛있게 잘 먹었습니다 :)  매장에서 도란도란 얘기하기 좋아요 다음에 또 와플먹으러 가려구요!
MA010120220813285183,가빈카페,가성비,2.0,신촌동,카페,가성비 아주 좋은 와플가게.
MA010120220800600419,가화만사성,탕수육,3.0,신촌동,중식,찹쌀탕수육이 너무너무너무 먹고 싶엇는데 대학가치고 저렴해서 잘 먹엇어용
MA010120220800600419,가화만사성,세트,3.0,신촌동,중식,"일하는 곳과 가까워서 자주갑니다~ 세트메뉴, 반반메뉴 등 구성좋아서 가성비있게 먹을 수 있어요^^! 음식들도 전반적으로 괜찮구요~ 혼밥도, 단체모임도 가능합니다~ 추천해요!"
MA010120220800600419,가화만사성,혼밥,3.0,신촌동,중식,양도 많고 혼밥하기 좋아요!
MA010120220800600419,가화만사성,회식,3.0,신촌동,중식,싱글세트 시켰는데탕수육이 양이 많고 정말 맛있었어요!! 고기가 두툼하고 신선하더라구요! 가게가 넓고 안에 개별룸이 있어서 회식이나 모임할때도 좋아보이더라구요 ㅎㅎ 음식이 맛있다 서 재방문의사 120%입니다
MA010120220800600419,가화만사성,맛있는,8.0,신촌동,중식,볶음밥 맛있어요~~~
MA010120220800600419,가화만사성,간짜장,2.0,신촌동,중식,"방금 간짜장 안먹고 계산만하고 나간 사람 입니다. 2년간 중국집은 거기만 갔는데, 정말 실망이네요. 간짜장을 주문했는데, 짜장은 부어나오고, 야채는 물러서 나오길래 잘못 나온줄 알고, 물어봤더니 간짜장이 맞다고 하시네요. 예 맛을 보니 간짜장 맛은 나더라구요. 한달에 두번씩은 먹는데, 양파에서 신맛까지 나고 이건아닌것 같아서, 말씀 드리고 결제만 하고 나오려했죠. 근데 사장님은 그러시면 안되죠. 금요일 저녁 아무리 바빠서 미리 볶아놨다고해도, 원래 그렇게 나간다고요 제가 이상한 사람이라고요 다신 오지 말라고요 저도 요식업 종사하는 사람 입니다. 손님응대를 어떻거 그렇게 할수있는지 정말 충격적이네요. 앞으로 간짜장 미리그렇게 볶아두고, 물러터져 맛탱이 간 양파면에 부어나가시고 다신 방문하지 않겠습니다"
MA010120220800600419,가화만사성,짜장,2.0,신촌동,중식,깐풍기랑 짜장세트~~ 맛있어요 테이블도 많고 룸도있어 단체회식하기 좋은듯해요
MA010120220800600419,가화만사성,단체,4.0,신촌동,중식,가성비좋고 단체모임하기좋아요~~
MA010120220800600419,가화만사성,가성비 좋은,3.0,신촌동,중식,가성비좋고 단체모임하기좋아요~~
MA010120220800600419,가화만사성,가성비,2.0,신촌동,중식,가성비좋고 단체모임하기좋아요~~
MA010120220806425322,갈라파라멘 정성드림,가성비,2.0,신촌동,일식,"목이버섯, 숙주, 공기밥이 무료추가임 이대 앞에선 가성비 축에 속하는 편 중간맛은 신라면 정도 맵기라기보단 열라면 정도의 맵기인듯 카라이라멘은마라탕스럽기도 하고 얼큰해서 맛있음"
MA010120220806425322,갈라파라멘 정성드림,마라탕,2.0,신촌동,일식,"목이버섯, 숙주, 공기밥이 무료추가임 이대 앞에선 가성비 축에 속하는 편 중간맛은 신라면 정도 맵기라기보단 열라면 정도의 맵기인듯 카라이라멘은마라탕스럽기도 하고 얼큰해서 맛있음"
MA010120220806425322,갈라파라멘 정성드림,공기밥,1.0,신촌동,일식,"목이버섯, 숙주, 공기밥이 무료추가임 이대 앞에선 가성비 축에 속하는 편 중간맛은 신라면 정도 맵기라기보단 열라면 정도의 맵기인듯 카라이라멘은마라탕스럽기도 하고 얼큰해서 맛있음"
MA010120220806425322,갈라파라멘 정성드림,맛있는,4.0,신촌동,일식,깔끔하고 맛있어요
MA010120220806425322,갈라파라멘 정성드림,깔끔한,3.0,신촌동,일식,깔끔하고 맛있어요
MA010120220806425322,갈라파라멘 정성드림,숙주,3.0,신촌동,일식,"국물이 깔끔하고 건더기도 다양하고 맛있게 잘 먹었어요 숙주, 멘마, 목이버섯, 밥 추가가 무료라서 ㅂㅐ고프신 분들은 추가하셔도 좋을 거 같어용 ㅎㅎ"
MA010120220806425322,갈라파라멘 정성드림,목이버섯,2.0,신촌동,일식,"국물이 깔끔하고 건더기도 다양하고 맛있게 잘 먹었어요 숙주, 멘마, 목이버섯, 밥 추가가 무료라서 ㅂㅐ고프신 분들은 추가하셔도 좋을 거 같어용 ㅎㅎ"
MA010120220806425322,갈라파라멘 정성드림,무료,2.0,신촌동,일식,"국물이 깔끔하고 건더기도 다양하고 맛있게 잘 먹었어요 숙주, 멘마, 목이버섯, 밥 추가가 무료라서 ㅂㅐ고프신 분들은 추가하셔도 좋을 거 같어용 ㅎㅎ"
MA010120220806425322,갈라파라멘 정성드림,무료 추가,2.0,신촌동,일식,"국물이 깔끔하고 건더기도 다양하고 맛있게 잘 먹었어요 숙주, 멘마, 목이버섯, 밥 추가가 무료라서 ㅂㅐ고프신 분들은 추가하셔도 좋을 거 같어용 ㅎㅎ"
MA010120220806425322,갈라파라멘 정성드림,추가,2.0,신촌동,일식,"국물이 깔끔하고 건더기도 다양하고 맛있게 잘 먹었어요 숙주, 멘마, 목이버섯, 밥 추가가 무료라서 ㅂㅐ고프신 분들은 추가하셔도 좋을 거 같어용 ㅎㅎ"
MA010120220810149522,강남불백 신촌점,반찬,3.0,신촌동,한식,"음식도, 반찬도 넘나 마싰어요~^^"
MA010120220810149522,강남불백 신촌점,맛있는,14.0,신촌동,한식,오전 맛있어영
MA010120220810149522,강남불백 신촌점,불백정식,2.0,신촌동,한식,불백정식 최고에요
MA010120220810149522,강남불백 신촌점,친절한,2.0,신촌동,한식,반찬도 잘 나오고 맛도 있고 사모님이 정말 친절해요!!
MA010120220810149522,강남불백 신촌점,불백,4.0,신촌동,한식,반찬도 괜찮고 찌개도 나와서 가성비 있게 잘 먹었습니다! 불백에서 불맛 많이 나서 좋아요
MA010120220810149522,강남불백 신촌점,된장찌개,2.0,신촌동,한식,맛있어요 후라이. 된장찌개가 기본임
MA010120220810149522,강남불백 신촌점,고기,2.0,신촌동,한식,마싰어요~ 일하는 곳 근처고 맛도 있어서 혼자 고기 먹고 싶어질때 자주 갈거 같아요!!
MA010120220810149522,강남불백 신촌점,맛집,3.0,신촌동,한식,개맛집
MA010120220810149522,강남불백 신촌점,가성비 좋은,4.0,신촌동,한식,가성비 좋고 맛은 더좋은 최고 맛집
MA010120220810149522,강남불백 신촌점,가성비,4.0,신촌동,한식,가성비 좋고 맛은 더좋은 최고 맛집
MA010120220800600900,강릉아구찜,아귀,2.0,신촌동,한식,아귀가 완전 싱싱
MA010120220800600900,강릉아구찜,싱싱,1.0,신촌동,한식,아귀가 완전 싱싱
MA010120220800600900,강릉아구찜,싱싱한,1.0,신촌동,한식,아귀가 완전 싱싱
MA010120220800600900,강릉아구찜,맛있는,1.0,신촌동,한식,맛있어요
MA010120220807415778,개미집 신촌점,맛있는 낙곱새,1.0,신촌동,한식,오랜만에 방문한 낙곱새집 맛있어요~
MA010120220807415778,개미집 신촌점,낙지볶음,1.0,신촌동,한식,"알바분과 사장님이신지 주방장님이신지  똑같이 손님 응대에 대해 개선이 필요해 보여요.. (문제가 뭔지 모르시는 거 같아요. 다른 리뷰들 봐도 어떤 기분이셨는지 충분히 공감이 가네요;;) 자리 안내도 앞쪽부터 앉으라는 듯.. 반찬 서빙도 툭툭.. 그냥 나가고 싶었는데! 주문을 한지라 참고..후후 반찬은 언제 담은건지-부추는 바짝 말라있고, 멸치는 오래된 듯() 엄청 짜기만. 낙지볶음은 뭐 보통맛이예요.(엄청 맛있었다면 딴건 그러려니 넘어갔을텐데 말이죠) 모든게 너무 거슬려서 뭘 먹고 나왔는지도 모르겠고, 돈만 아깝네요ㅠㅠ"
