상가업소번호,가게명,키워드,index,갯수
2200,보이어,3인 방문,5435.0,1
2200,보이어,가다 갑자기,5437.0,1
2200,보이어,가다 은대구 파스타 항정 살사 워 도우,5438.0,1
2200,보이어,가다 자리,5439.0,1
2200,보이어,가면,0.0,2
2200,보이어,가면 부르다 스게 타랑,5440.0,1
2200,보이어,가성비,0.0,2
2200,보이어,가성비 좋다 이네 용,5441.0,1
2200,보이어,가장 유명하다,5442.0,1
2200,보이어,가지 다,5443.0,1
2200,보이어,가지 다 대박,5444.0,1
2200,보이어,간만,0.0,2
2200,보이어,감동,0.0,2
2200,보이어,감동 덜하다,5445.0,1
2200,보이어,갑자기,0.0,2
2200,보이어,갑자기 찾다,5446.0,1
2200,보이어,강력 추천,5447.0,1
2200,보이어,걱정,0.0,2
2200,보이어,계란,0.0,2
2200,보이어,계속,0.0,2
2200,보이어,고소하다,0.0,2
2200,보이어,공간,0.0,2
2200,보이어,관자,0.0,6
2200,보이어,괜찮다,0.0,2
2200,보이어,그렇다,0.0,2
2200,보이어,기대,0.0,2
2200,보이어,기류,0.0,2
2200,보이어,깔끔한,0.0,2
2200,보이어,끝나다,0.0,2
2200,보이어,나서다,0.0,2
2200,보이어,넓은,0.0,2
2200,보이어,노른자,0.0,2
2200,보이어,만큼,0.0,4
2200,보이어,맛있게 먹다,5433.0,2
2200,보이어,맛있는,0.0,22
2200,보이어,브루스케타,0.0,4
2200,보이어,새롭다,0.0,3
2200,보이어,스테이크,0.0,3
2200,보이어,쏨땀,0.0,3
2200,보이어,어란,0.0,3
2200,보이어,어울리다,0.0,4
2200,보이어,예쁜,0.0,4
2200,보이어,와인,0.0,4
2200,보이어,유명하다,0.0,6
2200,보이어,은대구,0.0,13
2200,보이어,은대구 파스타,5432.0,6
2200,보이어,자체,0.0,4
2200,보이어,좋다,0.0,10
2200,보이어,주다,0.0,4
2200,보이어,주문,0.0,4
2200,보이어,추천,0.0,3
2200,보이어,파스타,0.0,19
2200,보이어,파스타 관자,5434.0,2
2200,보이어,팬케이크,0.0,4
2200,보이어,페투치 니,5436.0,1
2200,보이어,항정살,0.0,4
2201,하노이102,3 잘못,7098.0,1
2201,하노이102,5 곳,7099.0,1
2201,하노이102,5 곳 한 곳,7100.0,1
2201,하노이102,6 주문,7101.0,1
2201,하노이102,6조,0.0,2
2201,하노이102,6조 나오다,7102.0,1
