상가업소번호,가게명,키워드,index,갯수
3301,정육면체,2,0.0,1
3301,정육면체,2개 먹다,10124.0,1
3301,정육면체,간,0.0,1
3301,정육면체,감수,0.0,1
3301,정육면체,감수 정도,10126.0,1
3301,정육면체,개,0.0,1
3301,정육면체,경험,0.0,1
3301,정육면체,계열,0.0,1
3301,정육면체,계열 에는,10127.0,1
3301,정육면체,계열 에는 초딩,10128.0,1
3301,정육면체,고소하다,0.0,1
3301,정육면체,고소하다 국물 이라는,10129.0,1
3301,정육면체,국물,0.0,1
3301,정육면체,국물 이라는 한국 적,10130.0,1
3301,정육면체,기 대감,10132.0,1
3301,정육면체,기름,0.0,1
3301,정육면체,기회,0.0,1
3301,정육면체,기회 포착,10134.0,1
3301,정육면체,기후,0.0,1
3301,정육면체,길다,0.0,1
3301,정육면체,길다 늘어서다 깨부수다,10135.0,1
3301,정육면체,깨,0.0,1
3301,정육면체,깨 땅콩,10136.0,1
3301,정육면체,깨끗한,0.0,1
3301,정육면체,깨끗한 기름 보 여서,10133.0,1
3301,정육면체,깨끗한 보 여서,10137.0,1
3301,정육면체,깨끗한 보 여서 좋다,10138.0,1
3301,정육면체,깨부수다,0.0,1
3301,정육면체,깨부수다 주문 깨부수다,10139.0,1
3301,정육면체,꾸다,0.0,1
3301,정육면체,꾸덕한 꾸덕한 생각 만큼,10140.0,1
3301,정육면체,꾸덕한 한,10141.0,1
3301,정육면체,꾸덕한 한 식감,10142.0,1
3301,정육면체,끝,0.0,1
3301,정육면체,끝 그냥,10143.0,1
3301,정육면체,내다,0.0,1
3301,정육면체,내다 별로,10144.0,1
3301,정육면체,느껴지다 부다,10147.0,1
3301,정육면체,느끼한,0.0,1
3301,정육면체,느끼한 엄청,10148.0,1
3301,정육면체,늘어서다,0.0,1
3301,정육면체,늘어서다 늘어서다 대다,10149.0,1
3301,정육면체,다중화면,0.0,1
3301,정육면체,대,0.0,1
3301,정육면체,대 기후,10150.0,1
3301,정육면체,대 기후 입장,10151.0,1
3301,정육면체,대감,0.0,1
3301,정육면체,대체적으로,0.0,1
3301,정육면체,대표,0.0,2
3301,정육면체,덕,0.0,1
3301,정육면체,데소스,0.0,1
3301,정육면체,맛있는,0.0,2
3301,정육면체,맛집,0.0,2
3301,정육면체,무난한 그냥 한,10131.0,1
3301,정육면체,별로,0.0,2
3301,정육면체,비빔면,0.0,2
3301,정육면체,소스,0.0,1
3301,정육면체,알게,0.0,1
3301,정육면체,좋다,0.0,2
3301,정육면체,초딩 수준 이라,10146.0,1
3301,정육면체,향,0.0,1
3305,또보겠지떡볶이집 신촌히어로점,갈릭,0.0,6
3305,또보겠지떡볶이집 신촌히어로점,감자,0.0,9
3305,또보겠지떡볶이집 신촌히어로점,감자튀김,348.0,11
3305,또보겠지떡볶이집 신촌히어로점,감자튀김 다,349.0,5
3305,또보겠지떡볶이집 신촌히어로점,떡볶이,0.0,13
3305,또보겠지떡볶이집 신촌히어로점,또떡,0.0,8
3305,또보겠지떡볶이집 신촌히어로점,많다,0.0,5
3305,또보겠지떡볶이집 신촌히어로점,맛있게 먹다,351.0,3
3305,또보겠지떡볶이집 신촌히어로점,맛있는,0.0,44
3305,또보겠지떡볶이집 신촌히어로점,맛집,0.0,5
3305,또보겠지떡볶이집 신촌히어로점,매콤,0.0,4
3305,또보겠지떡볶이집 신촌히어로점,먹다 싶다,352.0,3
3305,또보겠지떡볶이집 신촌히어로점,배려,0.0,6
3305,또보겠지떡볶이집 신촌히어로점,배려 석,353.0,3
3305,또보겠지떡볶이집 신촌히어로점,버갈,0.0,5
3305,또보겠지떡볶이집 신촌히어로점,볶음밥,0.0,13
3305,또보겠지떡볶이집 신촌히어로점,볶음밥 먹다,354.0,3
3305,또보겠지떡볶이집 신촌히어로점,사리,0.0,8
3305,또보겠지떡볶이집 신촌히어로점,사장님,0.0,5
3305,또보겠지떡볶이집 신촌히어로점,서비스,0.0,6
3305,또보겠지떡볶이집 신촌히어로점,석,0.0,5
3305,또보겠지떡볶이집 신촌히어로점,양도,0.0,4
3305,또보겠지떡볶이집 신촌히어로점,예약,0.0,4
3305,또보겠지떡볶이집 신촌히어로점,오랜 만,355.0,3
3305,또보겠지떡볶이집 신촌히어로점,이제,0.0,4
3305,또보겠지떡볶이집 신촌히어로점,임산부,0.0,8
3305,또보겠지떡볶이집 신촌히어로점,임산부 배려 석,356.0,3
3305,또보겠지떡볶이집 신촌히어로점,좋다,0.0,11
3305,또보겠지떡볶이집 신촌히어로점,주문,0.0,4
3305,또보겠지떡볶이집 신촌히어로점,추가,0.0,6
3305,또보겠지떡볶이집 신촌히어로점,친절한,0.0,8
3305,또보겠지떡볶이집 신촌히어로점,튀김,0.0,8
3305,또보겠지떡볶이집 신촌히어로점,포장,0.0,5
3306,탕화쿵부,고수,0.0,1
3306,탕화쿵부,고수 없다,9411.0,1
3306,탕화쿵부,마라탕,0.0,1
3306,탕화쿵부,마르다,0.0,1
3306,탕화쿵부,마르다마라탕,0.0,1
3306,탕화쿵부,맛있는,0.0,2
3306,탕화쿵부,맛있는 마라탕,9412.0,1
3307,피망과토마토,가다 공간,7877.0,1
3307,피망과토마토,고 앵,7878.0,1
3307,피망과토마토,고 앵 사랑,7879.0,1
3307,피망과토마토,고양이,0.0,2
3307,피망과토마토,공간,0.0,1
3307,피망과토마토,귀여운,0.0,2
3307,피망과토마토,귀여운 고양이,7880.0,1
3307,피망과토마토,귀여운 고양이 플래쉬,15757.0,2
3307,피망과토마토,귀여운 고양이 플래쉬 터지다 서서,7882.0,1
3307,피망과토마토,귀여운 맥주,7884.0,1
3307,피망과토마토,꼬치,0.0,1
3307,피망과토마토,나오다 만화카페,7885.0,1
3307,피망과토마토,노래,0.0,1
3307,피망과토마토,노래 나오다 느낌 이라,7887.0,1
3307,피망과토마토,느낌 이라 분위기,7888.0,1
3307,피망과토마토,대체 품,7889.0,1
3307,피망과토마토,대체 품 없다,7890.0,1
3307,피망과토마토,떡,0.0,1
3307,피망과토마토,떡 꼬치,7891.0,1
3307,피망과토마토,떡 꼬치 중독 되다,7892.0,1
3307,피망과토마토,라고,0.0,1
3307,피망과토마토,마다,0.0,1
